#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 FORCE AND MOMENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged force and moment coefficients
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#         GRID_LEVEL:   Level of grid refinement (1-6)
#          GRID_SIZE:   Number of grid nodes or cells
#         CONTINUITY:   Residual of continuity equation (to 16 decimal points)
#          MOMENTUMX:   Residual of x momentum equation (to 16 decimal points)
#          MOMENTUMY:   Residual of y momentum equation (to 16 decimal points)
#          MOMENTUMZ:   Residual of z momentum equation (to 16 decimal points)
#             ENERGY:   Residual of x energy equation (to 16 decimal points)
#              TURB1:   Residual of the first turbulence model equation (to 16 decimal points)
#              TURB2:   Residual of the second turbulence model equation (to 16 decimal points)
#                 CL:   Coefficient of Lift            (total) (L/(0.5*rho_inf*U_inf^2*A)  )              Provided to eight decimal points
#                 CD:   Coefficient of Drag            (total) (D/(0.5*rho_inf*U_inf^2*A)  )              Provided to nine  decimal points
#                 CM:   Coefficient of Pitching Moment (total) (M/(0.5*rho_inf*U_inf^2*A*c)) (+ nose-up)  Provided to eight decimal points
#
#      OPTIONAL DATA:   Enter -999 for any optional data you are not submitting
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "020.01"


# Column     1            2             3            4             5            6            7            8         9        10       11        12        13
VARIABLES = "ITERATION"  "GRID_LEVEL"  "GRID_SIZE"  "CONTINUITY"  "MOMENTUMX"  "MOMENTUMY"  "MOMENTUMZ"  "ENERGY"  "TURB1"  "TURB2"  "CL_TOT"  "CD_TOT"  "CM_TOT"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "020"
DATASETAUXDATA SubmissionDate  = "10/28/2024"
DATASETAUXDATA Name            = "Luisa Piccolo Serafim"
DATASETAUXDATA Email           = "luisa.piccolo.serafim@duke.edu"
DATASETAUXDATA Institution     = "Duke University"
DATASETAUXDATA SolverName      = "ANSYS Fluent pressure-based"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA Strain/Vorticity-Based"
DATASETAUXDATA GridId          = "Quad"
DATASETAUXDATA Discretization  = "Finite volume"
DATASETAUXDATA Order           = "2nd Order"
DATASETAUXDATA DistanceCalc    = "Method employed to calculate distance function"
DATASETAUXDATA Notes           = "Any thing else you would like to add"


#-------------------------------------------------------------------------------
#  REQUIRED:  RESIDUAL DATA
#-------------------------------------------------------------------------------
ZONE T="020.01 - Alpha 350 - Grid Level 6"
AUXDATA Tstatic         = "271"
AUXDATA Deltat          = "Time step for unstady schemes (optional)"
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Structured_Level-6"
AUXDATA Misc            = ""
             1	6	1277620	1.00E+00	6.75E-10	0.00E+00	7.91E-11	1.76E-07	6.82E-07	-999	0.122746256	0.131073423	-0.039002599
2	6	1277620	1.00E+00	1.57E-08	0.00E+00	1.44E-08	2.36E-07	2.41E-06	-999	0.20546702	0.159798265	-0.075388852
3	6	1277620	1.00E+00	2.59E-08	0.00E+00	2.14E-08	9.14E-06	4.09E-06	-999	0.258643645	0.166543341	-0.099663756
4	6	1277620	1.00E+00	9.05E-08	7.59E-23	8.82E-08	6.18E-06	4.48E-06	-999	0.290130083	0.14967712	-0.116811265
5	6	1277620	5.69E-01	7.64E-08	1.63E-22	5.55E-08	5.19E-06	5.06E-06	-999	0.308514829	0.131525449	-0.12757145
6	6	1277620	1.04E+00	6.94E-08	1.62E-22	5.83E-08	1.38E-05	6.62E-06	-999	0.326419298	0.11296413	-0.13731519
7	6	1277620	1.35E+00	8.47E-08	2.04E-22	6.71E-08	2.20E-05	7.56E-06	-999	0.349133606	0.097397484	-0.138951942
8	6	1277620	1.84E+00	9.83E-08	3.77E-22	7.66E-08	4.15E-05	9.97E-06	-999	0.378133901	0.08742466	-0.142474183
9	6	1277620	3.19E+00	1.48E-07	1.11E-20	1.17E-07	7.25E-05	1.25E-05	-999	0.406032382	0.082049788	-0.14016799
10	6	1277620	3.98E+00	3.62E-07	6.39E-21	2.71E-07	9.15E-05	1.26E-05	-999	0.454618118	0.081068044	-0.142974728
11	6	1277620	4.91E+00	3.38E-07	3.81E-21	2.55E-07	1.01E-04	1.35E-05	-999	0.447322135	0.076484217	-0.134330344
12	6	1277620	5.32E+00	2.65E-07	2.79E-21	1.81E-07	1.46E-04	1.44E-05	-999	0.467352539	0.070032252	-0.12860939
13	6	1277620	5.73E+00	3.47E-07	2.49E-21	2.58E-07	1.44E-04	1.86E-05	-999	0.490285797	0.069638848	-0.126281702
14	6	1277620	4.58E+00	3.89E-07	2.32E-21	2.83E-07	1.39E-04	2.17E-05	-999	0.524442014	0.070735011	-0.129656543
15	6	1277620	4.79E+00	3.49E-07	2.44E-21	2.39E-07	8.54E-05	2.25E-05	-999	0.553188044	0.069386702	-0.134493098
16	6	1277620	4.27E+00	2.73E-07	1.52E-21	1.92E-07	5.13E-05	2.27E-05	-999	0.578974717	0.065065616	-0.141411676
17	6	1277620	3.76E+00	2.24E-07	1.11E-21	1.69E-07	2.75E-05	2.26E-05	-999	0.60772781	0.060153364	-0.1513151
18	6	1277620	2.91E+00	1.99E-07	7.98E-22	1.55E-07	1.55E-05	2.34E-05	-999	0.63919306	0.054464193	-0.162090639
19	6	1277620	2.19E+00	1.79E-07	7.18E-22	1.35E-07	8.88E-06	2.57E-05	-999	0.675764791	0.050168533	-0.173851914
20	6	1277620	1.67E+00	1.64E-07	6.10E-22	1.14E-07	4.96E-06	2.86E-05	-999	0.710457789	0.046313598	-0.183193376
21	6	1277620	1.26E+00	1.49E-07	8.29E-20	9.49E-08	3.16E-06	3.10E-05	-999	0.744289112	0.043366247	-0.190115024
22	6	1277620	9.23E-01	1.34E-07	4.43E-20	7.82E-08	2.21E-06	3.39E-05	-999	0.778826726	0.042092805	-0.195510471
23	6	1277620	6.97E-01	1.23E-07	2.60E-20	6.69E-08	1.64E-06	3.67E-05	-999	0.812658049	0.042595684	-0.19895287
24	6	1277620	5.45E-01	1.13E-07	1.58E-20	5.84E-08	1.27E-06	3.94E-05	-999	0.844582387	0.044415089	-0.201068671
25	6	1277620	4.42E-01	1.05E-07	9.92E-21	5.14E-08	1.03E-06	4.26E-05	-999	0.874529112	0.047214119	-0.202214091
26	6	1277620	3.65E-01	9.80E-08	6.48E-21	4.63E-08	8.70E-07	4.63E-05	-999	0.90271011	0.050528035	-0.203574468
27	6	1277620	3.11E-01	9.22E-08	4.51E-21	4.24E-08	7.57E-07	5.15E-05	-999	0.92997293	0.054325053	-0.205822315
28	6	1277620	2.65E-01	8.76E-08	3.35E-21	3.97E-08	6.75E-07	5.74E-05	-999	0.955964427	0.058354442	-0.209157235
29	6	1277620	2.20E-01	8.37E-08	2.53E-21	3.80E-08	6.02E-07	6.53E-05	-999	0.980896487	0.062697423	-0.213763479
30	6	1277620	1.87E-01	8.06E-08	2.00E-21	3.72E-08	5.49E-07	7.41E-05	-999	1.003780305	0.066882195	-0.218854913
