#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 FORCE AND MOMENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged force and moment coefficients
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#         GRID_LEVEL:   Level of grid refinement (1-6)
#          GRID_SIZE:   Number of grid nodes or cells
#            GRIDFAC:   1/GRID_SIZE**2/3
#               MACH:   Freestream Mach Number
#                REY:   Chord-Based Reynolds Number
#              ALPHA:   Angle of Attack, deg
#                 CL:   Coefficient of Lift            (total) (L/(0.5*rho_inf*U_inf^2*A)  )              Provided to eight decimal points
#                 CD:   Coefficient of Drag            (total) (D/(0.5*rho_inf*U_inf^2*A)  )              Provided to nine  decimal points
#                 CM:   Coefficient of Pitching Moment (total) (M/(0.5*rho_inf*U_inf^2*A*c)) (+ nose-up)  Provided to eight decimal points
#              CD_PR:   Surface-Pressure Integrated Drag Coefficient
#              CD_SF:   Skin-Friction Integrated Drag Coefficient
#              *_TOT:   Total Configuration Force/Moment
#             *_TAIL:   Horizontal Tail Component Force/Moment
#             *_WING:   Wing Component Force/Moment
#              *_FUS:   Fuselage Component Force/Moment
#              *_NAC:   Nacelle Component Force/Moment
#               *_PY:   Pylon Component Force/Moment
#                CPU:   CPU (or GPU) hours used
#                 DT:   Time Step Per Iteration
#           CTUSTART:   Convective Time Unit at Which Averaging Began
#             CTUAVG:   Number of Convective Time Units in Time-Averaging Phase
#                Q/E:   Dynamic Pressure / Modulus of Elasticity
#
#     DECIMAL POINTS:   Please provide data in at least the number of decimal points listed below (?.???????? would have at least eight decimal points)
#
#      OPTIONAL DATA:   Enter -999 for any optional data you are not submitting
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "XXX.YY"

#                                                                                                                                                                                    +----------------------------------------------------------------------- OPTIONAL ---------------------------------------------------------------------------------------------------------------------+
# Column     1             2            3           4       5      6         7           8            9            10            11            12            13           14           15           16           17           18          19           20          21          22           23          24          25           26          27           28        29          30         31
VARIABLES = "GRID_LEVEL"  "GRID_SIZE"  "GRID_FAC"  "MACH"  "REY"  "ALPHA"   "CL_TOT"    "CD_TOT"     "CM_TOT"     "CL_WING"     "CD_WING"     "CM_WING"     "CD_PR"      "CD_SF"      "CL_TAIL"    "CD_TAIL"    "CM_TAIL"    "CL_FUS"    "CD_FUS"     "CM_FUS"    "CL_NAC"    "CD_NAC"     "CM_NAC"    "CL_PY"     "CD_PY"      "CM_PY"     "CPU_Hours"  "DELTAT"  "CTUSTART"  "CTUAVG"   "Q/E"  

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "004.03"
DATASETAUXDATA SubmissionDate  = "November 5, 2024"
DATASETAUXDATA Name            = "Brent Pomeroy and Tausif Jamal"
DATASETAUXDATA Email           = "brent.w.pomeroy@nasa.gov"
DATASETAUXDATA Institution     = "NASA (Langley CAB)"
DATASETAUXDATA SolverName      = "USM3D-ME v88R2"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA-QCR"
DATASETAUXDATA GridId          = "Unstructured mixed element"
DATASETAUXDATA Notes           = "First order for first 500 iterations; second order after that"


#-------------------------------------------------------------------------------
#  REQUIRED:  VEHICLE F&M
#  OPTIONAL:  INDIVIDUAL COMPONENT FORCES AND MOMENTS
#
# CREATE ZONES VARYING ALPHA WHILE HOLDING GRID LEVEL CONSTANT (LABEL: GRID LEVEL X)
#    AND ZONES VARYING GRID LEVEL WHILE HOLDING ALPHA CONSTANT (LABEL: ALPHA X.XX)
#-------------------------------------------------------------------------------

ZONE T="004.03 GRID LEVEL 1"
AUXDATA Tstatic         = "487.8 R"
AUXDATA Deltat          = "N/A"
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Unstructured_Level-1.b8.ugrid"
AUXDATA Misc            = "N/A"
1        66274  0.000611  0.730 3000000 1.36   7.656632E-01    1.357415E-02    -1.292277E-01    7.656632E-01    1.357415E-02    -1.292277E-01    -999  6.360175E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  5.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 1.50   7.929898E-01    1.470807E-02    -1.297392E-01    7.929898E-01    1.470807E-02    -1.297392E-01    -999  6.297016E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  9.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 2.50   9.116203E-01    2.727356E-02    -1.288531E-01    9.116203E-01    2.727356E-02    -1.288531E-01    -999  5.780868E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  8.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 3.00   9.353951E-01    3.530903E-02    -1.263820E-01    9.353951E-01    3.530903E-02    -1.263820E-01    -999  5.504311E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  6.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 3.10   9.387104E-01    3.698141E-02    -1.258462E-01    9.387104E-01    3.698141E-02    -1.258462E-01    -999  5.450742E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  6.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 3.25   9.419217E-01    3.945695E-02    -1.248021E-01    9.419217E-01    3.945695E-02    -1.248021E-01    -999  5.370490E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  6.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 3.40   9.435892E-01    4.190975E-02    -1.235935E-01    9.435892E-01    4.190975E-02    -1.235935E-01    -999  5.292311E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  6.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 3.50   9.435758E-01    4.351975E-02    -1.226653E-01    9.435758E-01    4.351975E-02    -1.226653E-01    -999  5.239643E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  6.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 3.60   9.434040E-01    4.516185E-02    -1.218194E-01    9.434040E-01    4.516185E-02    -1.218194E-01    -999  5.187378E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  6.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 3.90   9.398165E-01    5.001301E-02    -1.191276E-01    9.398165E-01    5.001301E-02    -1.191276E-01    -999  5.029851E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  6.00000000  -999  -999   -999   -999   



ZONE T="004.03 GRID LEVEL 2"
AUXDATA Tstatic         = "487.8 R"
AUXDATA Deltat          = "N/A"
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Unstructured_Level-2.b8.ugrid"
AUXDATA Misc            = "N/A"
2       126652  0.000397  0.730 3000000 1.36   7.734607E-01    1.368457E-02    -1.307021E-01    7.734607E-01    1.368457E-02    -1.307021E-01    -999  6.383015E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  12.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 1.50   8.021140E-01    1.489529E-02    -1.315676E-01    8.021140E-01    1.489529E-02    -1.315676E-01    -999  6.318717E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  12.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 2.50   9.319049E-01    2.830429E-02    -1.336377E-01    9.319049E-01    2.830429E-02    -1.336377E-01    -999  5.806221E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  13.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 3.00   9.488551E-01    3.602938E-02    -1.293318E-01    9.488551E-01    3.602938E-02    -1.293318E-01    -999  5.545796E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  14.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 3.10   9.502892E-01    3.762492E-02    -1.283814E-01    9.502892E-01    3.762492E-02    -1.283814E-01    -999  5.491898E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  15.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 3.25   9.515104E-01    4.002749E-02    -1.269204E-01    9.515104E-01    4.002749E-02    -1.269204E-01    -999  5.411132E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  15.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 3.40   9.517284E-01    4.243540E-02    -1.254315E-01    9.517284E-01    4.243540E-02    -1.254315E-01    -999  5.331141E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  14.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 3.50   9.512810E-01    4.403303E-02    -1.244056E-01    9.512810E-01    4.403303E-02    -1.244056E-01    -999  5.278367E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  14.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 3.60   9.506777E-01    4.564595E-02    -1.234322E-01    9.506777E-01    4.564595E-02    -1.234322E-01    -999  5.225987E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  14.00000000  -999  -999   -999   -999   
