#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 FORCE AND MOMENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged force and moment coefficients
#
#
#
# Data Set Title 004.02: Replace "004.02" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#         GRID_LEVEL:   Level of grid refinement (1-6)
#          GRID_SIZE:   Number of grid nodes or cells
#            GRIDFAC:   1/GRID_SIZE**2/3
#               MACH:   Freestream Mach Number
#                REY:   Chord-Based Reynolds Number
#              ALPHA:   Angle of Attack, deg
#                 CL:   Coefficient of Lift            (total) (L/(0.5*rho_inf*U_inf^2*A)  )              Provided to eight decimal points
#                 CD:   Coefficient of Drag            (total) (D/(0.5*rho_inf*U_inf^2*A)  )              Provided to nine  decimal points
#                 CM:   Coefficient of Pitching Moment (total) (M/(0.5*rho_inf*U_inf^2*A*c)) (+ nose-up)  Provided to eight decimal points
#              CD_PR:   Surface-Pressure Integrated Drag Coefficient
#              CD_SF:   Skin-Friction Integrated Drag Coefficient
#              *_TOT:   Total Configuration Force/Moment
#             *_TAIL:   Horizontal Tail Component Force/Moment
#             *_WING:   Wing Component Force/Moment
#              *_FUS:   Fuselage Component Force/Moment
#              *_NAC:   Nacelle Component Force/Moment
#               *_PY:   Pylon Component Force/Moment
#                CPU:   CPU (or GPU) hours used
#                 DT:   Time Step Per Iteration
#           CTUSTART:   Convective Time Unit at Which Averaging Began
#             CTUAVG:   Number of Convective Time Units in Time-Averaging Phase
#                Q/E:   Dynamic Pressure / Modulus of Elasticity
#
#     DECIMAL POINTS:   Please provide data in at least the number of decimal points listed below (?.???????? would have at least eight decimal points)
#
#      OPTIONAL DATA:   Enter -999 for any optional data you are not submitting
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "004.02"

#                                                                                                                                                                                    +----------------------------------------------------------------------- OPTIONAL ---------------------------------------------------------------------------------------------------------------------+
# Column     1             2            3           4       5      6         7           8            9            10            11            12            13           14           15           16           17           18          19           20          21          22           23          24          25           26          27           28        29          30         31
VARIABLES = "GRID_LEVEL"  "GRID_SIZE"  "GRID_FAC"  "MACH"  "REY"  "ALPHA"   "CL_TOT"    "CD_TOT"     "CM_TOT"     "CL_WING"     "CD_WING"     "CM_WING"     "CD_PR"      "CD_SF"      "CL_TAIL"    "CD_TAIL"    "CM_TAIL"    "CL_FUS"    "CD_FUS"     "CM_FUS"    "CL_NAC"    "CD_NAC"     "CM_NAC"    "CL_PY"     "CD_PY"      "CM_PY"     "CPU_Hours"  "DELTAT"  "CTUSTART"  "CTUAVG"   "Q/E"  

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "004.02"
DATASETAUXDATA SubmissionDate  = "November 5, 2024"
DATASETAUXDATA Name            = "Brent Pomeroy and Tausif Jamal"
DATASETAUXDATA Email           = "brent.w.pomeroy@nasa.gov"
DATASETAUXDATA Institution     = "NASA (Langley CAB)"
DATASETAUXDATA SolverName      = "USM3D-ME v88R2"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA-R"
DATASETAUXDATA GridId          = "Unstructured mixed element"
DATASETAUXDATA Notes           = "First order for first 500 iterations; second order after that"


#-------------------------------------------------------------------------------
#  REQUIRED:  VEHICLE F&M
#  OPTIONAL:  INDIVIDUAL COMPONENT FORCES AND MOMENTS
#
# CREATE ZONES VARYING ALPHA WHILE HOLDING GRID LEVEL CONSTANT (LABEL: GRID LEVEL X)
#    AND ZONES VARYING GRID LEVEL WHILE HOLDING ALPHA CONSTANT (LABEL: ALPHA X.XX)
#-------------------------------------------------------------------------------

ZONE T="004.02 GRID LEVEL 1"
AUXDATA Tstatic         = "487.8 R"
AUXDATA Deltat          = "N/A"
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Unstructured_Level-1.b8.ugrid"
AUXDATA Misc            = "N/A"
1        66274  0.000611  0.730 3000000 1.36   7.726826E-01    1.366281E-02    -1.305238E-01    7.726826E-01    1.366281E-02    -1.305238E-01    -999  6.373251E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  5.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 1.50   8.003722E-01    1.484572E-02    -1.311817E-01    8.003722E-01    1.484572E-02    -1.311817E-01    -999  6.310361E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  5.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 2.50   9.252073E-01    2.796124E-02    -1.319910E-01    9.252073E-01    2.796124E-02    -1.319910E-01    -999  5.805187E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  7.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 3.00   9.537935E-01    3.643880E-02    -1.306789E-01    9.537935E-01    3.643880E-02    -1.306789E-01    -999  5.534843E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  5.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 3.10   9.578374E-01    3.818704E-02    -1.302978E-01    9.578374E-01    3.818704E-02    -1.302978E-01    -999  5.482087E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  5.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 3.25   9.624619E-01    4.078186E-02    -1.295076E-01    9.624619E-01    4.078186E-02    -1.295076E-01    -999  5.404841E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  6.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 3.40   9.654415E-01    4.334956E-02    -1.285091E-01    9.654415E-01    4.334956E-02    -1.285091E-01    -999  5.329637E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  6.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 3.50   9.665428E-01    4.504587E-02    -1.277491E-01    9.665428E-01    4.504587E-02    -1.277491E-01    -999  5.279845E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  6.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 3.60   9.670955E-01    4.673853E-02    -1.269530E-01    9.670955E-01    4.673853E-02    -1.269530E-01    -999  5.230306E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  6.00000000  -999  -999   -999   -999   
1        66274  0.000611  0.730 3000000 3.90   9.706573E-01    5.211381E-02    -1.254214E-01    9.706573E-01    5.211381E-02    -1.254214E-01    -999  5.104764E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  6.00000000  -999  -999   -999   -999   



ZONE T="004.02 GRID LEVEL 2"
AUXDATA Tstatic         = "487.8 R"
AUXDATA Deltat          = "N/A"
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Unstructured_Level-2.b8.ugrid"
AUXDATA Misc            = "N/A"
2       126652  0.000397  0.730 3000000 1.36   7.808731E-01    1.378722E-02    -1.320959E-01    7.808731E-01    1.378722E-02    -1.320959E-01    -999  6.395013E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  9.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 1.50   8.099735E-01    1.505275E-02    -1.331320E-01    8.099735E-01    1.505275E-02    -1.331320E-01    -999  6.331386E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  11.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 2.50   9.463160E-01    2.907320E-02    -1.370679E-01    9.463160E-01    2.907320E-02    -1.370679E-01    -999  5.831328E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  11.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 3.00   9.677161E-01    3.721639E-02    -1.338246E-01    9.677161E-01    3.721639E-02    -1.338246E-01    -999  5.575141E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  18.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 3.10   9.702595E-01    3.891140E-02    -1.331188E-01    9.702595E-01    3.891140E-02    -1.331188E-01    -999  5.522464E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  14.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 3.25   9.729858E-01    4.145603E-02    -1.319676E-01    9.729858E-01    4.145603E-02    -1.319676E-01    -999  5.443750E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  13.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 3.40   9.745430E-01    4.398468E-02    -1.307020E-01    9.745430E-01    4.398468E-02    -1.307020E-01    -999  5.366585E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  13.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 3.50   9.748963E-01    4.566319E-02    -1.298065E-01    9.748963E-01    4.566319E-02    -1.298065E-01    -999  5.314969E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  12.00000000  -999  -999   -999   -999   
2       126652  0.000397  0.730 3000000 3.60   9.750848E-01    4.734598E-02    -1.289281E-01    9.750848E-01    4.734598E-02    -1.289281E-01    -999  5.264759E-03    -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  -999  13.00000000  -999  -999   -999   -999   
