#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 UNSTEADY SECTIONAL CUT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged sectional cuts
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX  THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     K.KK ALPHA: Angle of attack for the solution
#                     L    GRID LEVEL: 1, 2, 3, 4, 5, or 6
#                     EXAMPLE: 007.02 - ALPHA 2.50 - GRID 3 - WING SECTION  1
#
# 
#       NOMENCLATURE:
#                  X:   X coordinate
#                  Y:   Y coordinate
#                  Z:   Z coordinate
#                X/C:   Chord Fraction = (X - X_LE)/CHORD
#             CP_AVG:   Time-averaged coefficient of pressure
#             CP_RMS:   Root mean square of instantaneous coefficient of pressure
#             CF_AVG:   Time-averaged skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#             CF_RMS:   Root mean square of skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "027.05"
# Column       1     2     3     4       5          6          7          8
VARIABLES =   "X"   "Y"   "Z"   "X/C"   "CP_AVG"   "CP_RMS"   "CF_AVG"   "CF_RMS"


#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "027.05"
DATASETAUXDATA SubmissionDate  = "12/19/2025"
DATASETAUXDATA Name            = "Michael Candon, Truman Gerner"
DATASETAUXDATA Email           = "candon.michael@rmit.edu.au, s4134495@student.rmit.edu.au"
DATASETAUXDATA Institution     = "RMIT"
DATASETAUXDATA SolverName      = "Fluent 2025 R2"
DATASETAUXDATA BasicAlgorithm  = "URANS"
DATASETAUXDATA TurbulenceModel = "RSM Stress-Omega"
DATASETAUXDATA GridId          = "Cadence"
DATASETAUXDATA Notes           = "Limiter Filter OFF"


ZONE T="027.05 - ALPHA 5.89 - GRID 1 - WING SECTION  1"
AUXDATA GridLevel       = "1"
AUXDATA Mach            = "0.85"
AUXDATA Re              = "1.51e06"
AUXDATA Alpha           = "5.89"
AUXDATA Tstatic         = "282"
AUXDATA CLtotal         = "0.60336"
AUXDATA Eta             = "0.1050"
AUXDATA Dt              = "5.28797e-06"
AUXDATA CtuStart        = "100"
AUXDATA CtuAvg          = "138.7"
AUXDATA GridFileName    = "wbh_aoa589_buffet_deformed_Level-1-2_16%_mm.pw"

	363.133 121.459 131.255 0.778 -0.07663142 0.006849072 ?.??????? ?.???????
	364.556 121.459 131.414 0.782 -0.07409451 0.006884411 ?.??????? ?.???????
	365.979 121.459 131.574 0.785 -0.07096179 0.006911133 ?.??????? ?.???????
	367.401 121.459 131.734 0.788 -0.06732104 0.006933725 ?.??????? ?.???????
	368.824 121.459 131.895 0.791 -0.06464382 0.006963087 ?.??????? ?.???????
	370.247 121.459 132.057 0.794 -0.06151306 0.006991822 ?.??????? ?.???????
	371.670 121.459 132.219 0.797 -0.05894369 0.007022714 ?.??????? ?.???????
	373.092 121.459 132.382 0.800 -0.05617041 0.007057945 ?.??????? ?.???????
	374.515 121.459 132.545 0.803 -0.05321652 0.007090783 ?.??????? ?.???????
	375.937 121.459 132.709 0.806 -0.04957017 0.007113465 ?.??????? ?.???????
	377.359 121.459 132.873 0.809 -0.04552465 0.007132825 ?.??????? ?.???????
	378.782 121.459 133.038 0.812 -0.04282792 0.007164134 ?.??????? ?.???????
	380.204 121.459 133.203 0.815 -0.03964635 0.007194099 ?.??????? ?.???????
	381.627 121.459 133.368 0.818 -0.03598853 0.007221145 ?.??????? ?.???????
	383.049 121.459 133.534 0.821 -0.03356531 0.007257593 ?.??????? ?.???????
	384.472 121.459 133.700 0.824 -0.02975033 0.007282281 ?.??????? ?.???????
	385.894 121.459 133.866 0.827 -0.0252194 0.007295775 ?.??????? ?.???????
	387.317 121.459 134.031 0.830 -0.02156694 0.00731604 ?.??????? ?.???????
	388.739 121.459 134.197 0.833 -0.01903228 0.00735123 ?.??????? ?.???????
	390.162 121.459 134.363 0.836 -0.01532971 0.007382295 ?.??????? ?.???????
	391.584 121.459 134.529 0.839 -0.01040763 0.007398576 ?.??????? ?.???????
	393.007 121.459 134.695 0.843 -0.007240281 0.007422486 ?.??????? ?.???????
	394.430 121.459 134.860 0.846 -0.003398389 0.007445261 ?.??????? ?.???????
	395.853 121.459 135.025 0.849 0.0004878347 0.007466099 ?.??????? ?.???????
	397.276 121.459 135.190 0.852 0.004432151 0.007487286 ?.??????? ?.???????
	398.699 121.459 135.354 0.855 0.008465805 0.007507847 ?.??????? ?.???????
	400.122 121.459 135.518 0.858 0.01234365 0.007530241 ?.??????? ?.???????
	401.545 121.459 135.680 0.861 0.01660829 0.007549786 ?.??????? ?.???????
	402.968 121.459 135.842 0.864 0.02024855 0.007571325 ?.??????? ?.???????
	404.390 121.459 136.003 0.867 0.02455533 0.007588032 ?.??????? ?.???????
	405.812 121.459 136.163 0.870 0.02933166 0.007599553 ?.??????? ?.???????
	407.234 121.459 136.322 0.873 0.03288815 0.007620026 ?.??????? ?.???????
	408.657 121.459 136.479 0.876 0.03662751 0.007644096 ?.??????? ?.???????
	410.079 121.459 136.635 0.879 0.04042122 0.007664149 ?.??????? ?.???????
	411.502 121.459 136.790 0.882 0.04448463 0.007680793 ?.??????? ?.???????
	412.925 121.459 136.943 0.885 0.04813894 0.00770113 ?.??????? ?.???????
	414.348 121.459 137.095 0.888 0.05165223 0.007722288 ?.??????? ?.???????
	415.771 121.459 137.245 0.891 0.05561185 0.007739643 ?.??????? ?.???????
	417.194 121.459 137.392 0.894 0.05915088 0.00776124 ?.??????? ?.???????
	418.617 121.459 137.538 0.897 0.06192173 0.007791731 ?.??????? ?.???????
	420.040 121.459 137.681 0.900 0.06536634 0.007815805 ?.??????? ?.???????
	421.463 121.459 137.822 0.904 0.06877202 0.007837621 ?.??????? ?.???????
	422.887 121.459 137.960 0.907 0.07084826 0.00787188 ?.??????? ?.???????
	424.312 121.459 138.096 0.910 0.07308781 0.007908097 ?.??????? ?.???????
	425.738 121.459 138.229 0.913 0.07519442 0.007944085 ?.??????? ?.???????
	427.165 121.459 138.360 0.916 0.07727008 0.007982152 ?.??????? ?.???????
	428.024 121.459 138.436 0.918 0.07836036 0.008005153 ?.??????? ?.???????
	428.592 121.459 138.487 0.919 0.07908052 0.008020396 ?.??????? ?.???????
