#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 SPECTRAL CONTENT SUBMITTAL FORM (Version 6 - February 10, 2025)
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
# 
#       NOMENCLATURE:
#               FREQ:   Frequency (Hz)
#                PSD:   Pressure power spectral content
#			<p(Pa^2)> for ONERA OAT15A and <Cp[1/Hz]> for JAXA CRMWB/CRMWBNP
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       JAXA CRMWB   (Common Research Model Wing/Body)
#                       JAXA CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#   DATA LOCATIONS: 	ONERA OAT15A:	  	provide spectral content at x/c=0.45 (Kulite 7)
# 			JAXA CRMWB/CRMWBNP: 	x/c=0.3040 (section E, eta=0.5) and x/c=0.7903 (section E, eta=0.5).
# 					 	x/c=0.3097 (section F, eta=0.6) and x/c=0.7677 (section F, eta=0.6).
#				  		Refer to https://cfdws.chofu.jaxa.jp/apc/dpw/upc.html
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "XXX.YY"
# Column       1       2
VARIABLES =   "FREQ"  "PSD"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "014.01"
DATASETAUXDATA SubmissionDate  = "15th April, 2025"
DATASETAUXDATA Name            = "Kartik Venkatraman, Adithya Udupa"
DATASETAUXDATA Email           = "kartik@iisc.ac.in, adithyaudupa3@gmail.com"
DATASETAUXDATA Institution     = "Indian Institute of Science"
DATASETAUXDATA SolverName      = "SU2 8.0.1 'Harrier'"
DATASETAUXDATA BasicAlgorithm  = "Unsteady RANS"
DATASETAUXDATA TurbulenceModel = "SA Edwards-Chandra"
DATASETAUXDATA GridId          = "Prism"
DATASETAUXDATA Notes           = "Symmetric boundary condition applied. Pressure values are recorded at intervals of 0.0005 time steps.."


ZONE T="014.01 - ALPHA 3.5 - x/c = 0.45"
AUXDATA GridLevel       = "5"
AUXDATA Mach            = "0.73"
AUXDATA Re              = "3e6"
AUXDATA Alpha           = "3.5"
AUXDATA x/c     	= "0.45"
AUXDATA Section         = "Spanwise section (omit if one-cell wide calculations)"
AUXDATA Dt              = "0.0005"
AUXDATA CtuStart        = "628.39"
AUXDATA CtuAvg          = -999
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Unstructured_Level-5.cgns"
0.0                  0.0                 
5.0                  71.53257765         
10.0                 81.36266036         
15.0                 98.89355942         
20.0                 131.1338551         
25.0                 188.75449742        
30.0                 301.95243709        
35.0                 565.10016096        
40.0                 1400.99477974       
45.0                 7372.60797768       
50.0                 105340.23247401     
55.0                 3281.81588236       
60.0                 1005.29708275       
65.0                 484.39942237        
70.0                 284.75840083        
75.0                 186.45171266        
80.0                 130.25148282        
85.0                 94.9937369          
90.0                 75.88146648         
95.0                 180.72967838        
100.0                590.60515875        
105.0                123.20614729        
110.0                76.6048628          
115.0                58.1535727          
120.0                47.54729471         
125.0                40.35766255         
130.0                35.07426965         
135.0                31.03379241         
140.0                28.26906838         
145.0                37.81729218         
150.0                28.04627239         
155.0                21.55364179         
160.0                19.31556664         
165.0                17.66160111         
170.0                16.29247019         
175.0                15.1010437          
180.0                14.06090334         
185.0                13.13154693         
190.0                12.245717           
195.0                12.40129591         
200.0                10.94369695         
205.0                10.29902064         
210.0                9.74383567          
215.0                9.22543068          
220.0                8.75520898          
225.0                8.32906531          
230.0                7.94125309          
235.0                7.58940622          
240.0                7.18544183          
245.0                6.77526613          
250.0                6.60067192          
255.0                6.32623509          
260.0                6.07207669          
265.0                5.83829953          
270.0                5.60955915          
275.0                5.4037149           
280.0                5.21759633          
285.0                5.03228617          
290.0                4.83498935          
295.0                4.67427157          
300.0                4.52638199          
305.0                4.36454449          
310.0                4.23306503          
315.0                4.10094716          
320.0                3.98239098          
325.0                3.85376801          
330.0                3.73552802          
335.0                3.63755697          
340.0                3.52869596          
345.0                3.43864869          
350.0                3.33804417          
355.0                3.2485043           
360.0                3.16792635          
365.0                3.08180113          
370.0                3.01053585          
375.0                2.93314476          
380.0                2.85989761          
385.0                2.77908161          
390.0                2.72928006          
395.0                2.66608702          
400.0                2.59004289          
405.0                2.54247734          
410.0                2.48631196          
415.0                2.43299833          
420.0                2.38495517          
425.0                2.33531397          
430.0                2.28672677          
435.0                2.24756232          
440.0                2.25567759          
445.0                2.15042484          
450.0                2.10428635          
455.0                2.06769028          
460.0                2.03229325          
465.0                1.99597509          
470.0                1.96331333          
475.0                1.92665657          
480.0                1.89606255          
485.0                1.85511874          
490.0                1.82258887          
495.0                1.79836689          
500.0                1.76886587          
505.0                1.73921076          
510.0                1.71532795          
515.0                1.68549506          
520.0                1.66212605          
525.0                1.6363938           
530.0                1.61005181          
535.0                1.59460734          
540.0                1.55304228          
545.0                1.54094019          
550.0                1.51670956          
555.0                1.49952915          
560.0                1.49133471          
565.0                1.45916545          
570.0                1.44039129          
575.0                1.42441126          
580.0                1.40307273          
585.0                1.38232545          
590.0                1.37950633          
595.0                1.36149869          
600.0                1.34155697          
605.0                1.32910793          
610.0                1.31016149          
615.0                1.29642647          
620.0                1.28352582          
625.0                1.26926175          
630.0                1.23570525          
635.0                1.24267156          
640.0                1.22749033          
645.0                1.21566943          
650.0                1.20043832          
655.0                1.19330093          
660.0                1.18403193          
665.0                1.17066264          
670.0                1.1583177           
675.0                1.16284667          
680.0                1.12052495          
685.0                1.14002201          
690.0                1.11413677          
695.0                1.10972228          
700.0                1.09725734          
705.0                1.08980782          
710.0                1.08410177          
715.0                1.07567485          
720.0                1.06794376          
725.0                1.06899639          
730.0                1.0387379           
735.0                1.03686182          
740.0                1.04496783          
745.0                1.02105695          
750.0                1.02024811          
755.0                1.01156078          
760.0                1.00645806          
765.0                1.00108334          
770.0                0.98548472          
775.0                0.98977843          
780.0                0.98200836          
785.0                0.98299091          
790.0                0.96857811          
795.0                0.96567413          
800.0                0.96343605          
805.0                0.95825035          
810.0                0.95536196          
815.0                0.94823517          
820.0                0.94234635          
825.0                0.94212654          
830.0                0.94365995          
835.0                0.92430313          
840.0                0.91548094          
845.0                0.91932449          
850.0                0.91764188          
855.0                0.91357977          
860.0                0.91989748          
865.0                0.90395086          
870.0                0.90465493          
875.0                0.89868036          
