#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 FORCE AND MOMENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged force and moment coefficients
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
#
#       NOMENCLATURE:
#         GRID_LEVEL:   Level of grid refinement (1-6)
#          GRID_SIZE:   Number of grid nodes or cells
#         CONTINUITY:   Residual of continuity equation (to 16 decimal points)
#          MOMENTUMX:   Residual of x momentum equation (to 16 decimal points)
#          MOMENTUMY:   Residual of y momentum equation (to 16 decimal points)
#          MOMENTUMZ:   Residual of z momentum equation (to 16 decimal points)
#             ENERGY:   Residual of x energy equation (to 16 decimal points)
#              TURB1:   Residual of the first turbulence model equation (to 16 decimal points)
#              TURB2:   Residual of the second turbulence model equation (to 16 decimal points)
#                 CL:   Coefficient of Lift            (total) (L/(0.5*rho_inf*U_inf^2*A)  )              Provided to eight decimal points
#                 CD:   Coefficient of Drag            (total) (D/(0.5*rho_inf*U_inf^2*A)  )              Provided to nine  decimal points
#                 CM:   Coefficient of Pitching Moment (total) (M/(0.5*rho_inf*U_inf^2*A*c)) (+ nose-up)  Provided to eight decimal points
#
#      OPTIONAL DATA:   Enter -999 for any optional data you are not submitting
#
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "041.01"

# Column     1            2             3            4             5            6            7            8         9        10       11        12        13
VARIABLES = "ITERATION"  "GRID_LEVEL"  "GRID_SIZE"  "CONTINUITY"  "MOMENTUMX"  "MOMENTUMY"  "MOMENTUMZ"  "ENERGY"  "TURB1"  "TURB2"  "CL_TOT"  "CD_TOT"  "CM_TOT"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "041"
DATASETAUXDATA SubmissionDate  = "2026-05-01"
DATASETAUXDATA Name            = "Alexander Doriski"
DATASETAUXDATA Email           = "Alexander.W.Doriski@L3Harris.com"
DATASETAUXDATA Institution     = "L3Harris Greenville,TX"
DATASETAUXDATA SolverName      = "FUN3D 14.2"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA-neg"
DATASETAUXDATA GridId          = "Committee-provided - Cadence_Grids.REV01 Unstructured"
DATASETAUXDATA Discretization  = "Node Centered Finite Volume"
DATASETAUXDATA Order           = "2"
DATASETAUXDATA DistanceCalc    = "exhaustive search"
DATASETAUXDATA Notes           = "iteration count normalized to range 0 to 100, values provided every 10%"


#-------------------------------------------------------------------------------
#  REQUIRED:  RESIDUAL DATA
#-------------------------------------------------------------------------------

ZONE T="041.01 - Alpha 1.36 - Grid Level 1"
AUXDATA Tstatic         = "271.00K"
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Unstructured_Level-1.lb8.ugrid"
10        1   0.3601630878E-06  5.35289330e-07  0.00000000e+00  1.38267648e-07  1.13205705e-06  5.81484049e-06  7.62615152e-01  1.50345063e-02  -1.29982844e-01
20        1   0.3579987871E-06  5.42243528e-07  0.00000000e+00  1.42931515e-07  1.13193305e-06  5.96821453e-08  7.62980382e-01  1.50305954e-02  -1.30020913e-01
30        1   0.3570801067E-06  5.26307310e-07  0.00000000e+00  1.34178645e-07  1.11623335e-06  1.80185150e-08  7.62983443e-01  1.50305815e-02  -1.30021251e-01
40        1   0.3121926878E-06  4.45651754e-07  0.00000000e+00  1.33625546e-07  9.50203099e-07  1.98987446e-08  7.62983468e-01  1.50305814e-02  -1.30021254e-01
50        1   0.3990705298E-06  6.62234478e-07  0.00000000e+00  1.55406897e-07  1.31526313e-06  2.76359672e-08  7.62983469e-01  1.50305814e-02  -1.30021254e-01
60        1   0.4076198366E-06  6.30595935e-07  0.00000000e+00  1.53164948e-07  1.31307396e-06  2.51413498e-08  7.62983469e-01  1.50305815e-02  -1.30021254e-01
70        1   0.3030856432E-06  3.97782337e-07  0.00000000e+00  1.25220242e-07  8.92977045e-07  1.84996188e-08  7.62983469e-01  1.50305814e-02  -1.30021254e-01
80        1   0.3859777531E-06  5.80958945e-07  0.00000000e+00  1.46538302e-07  1.22652432e-06  1.77428402e-08  7.62983469e-01  1.50305814e-02  -1.30021254e-01
90        1   0.4104517649E-06  6.32010279e-07  0.00000000e+00  1.48669412e-07  1.32196074e-06  1.89998614e-08  7.62983469e-01  1.50305814e-02  -1.30021254e-01
100       1   0.4131012684E-06  6.83273357e-07  0.00000000e+00  1.56071207e-07  1.36416566e-06  2.59880300e-08  7.62983469e-01  1.50305814e-02  -1.30021254e-01

ZONE T="041.01 - Alpha 1.50 - Grid Level 1"
AUXDATA Tstatic         = "271.00K"
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Unstructured_Level-1.lb8.ugrid"
10        1   0.4537303092E-06  7.61880556e-07  0.00000000e+00  1.74992148e-07  1.50968164e-06  6.47562559e-06  7.92555856e-01  1.62005349e-02  -1.30972506e-01
20        1   0.3468647870E-06  4.91294510e-07  0.00000000e+00  1.37061577e-07  1.05658596e-06  6.89264385e-08  7.92923943e-01  1.62033477e-02  -1.31014651e-01
30        1   0.4628257414E-06  7.25416301e-07  0.00000000e+00  1.67716951e-07  1.50481970e-06  2.21694143e-08  7.92927367e-01  1.62033552e-02  -1.31015088e-01
40        1   0.4241048340E-06  6.90037642e-07  0.00000000e+00  1.68514685e-07  1.38819898e-06  2.28128898e-08  7.92927399e-01  1.62033553e-02  -1.31015092e-01
50        1   0.3345759517E-06  4.71824539e-07  0.00000000e+00  1.36590769e-07  1.01191307e-06  2.37090880e-08  7.92927399e-01  1.62033553e-02  -1.31015092e-01
60        1   0.3335083222E-06  4.63751243e-07  0.00000000e+00  1.35547475e-07  1.00374407e-06  2.32113946e-08  7.92927399e-01  1.62033553e-02  -1.31015092e-01
70        1   0.4667952990E-06  7.29140762e-07  0.00000000e+00  1.67829400e-07  1.51684774e-06  2.14966394e-08  7.92927399e-01  1.62033553e-02  -1.31015092e-01
80        1   0.3977834927E-06  6.33228009e-07  0.00000000e+00  1.64513818e-07  1.28441159e-06  2.14535291e-08  7.92927399e-01  1.62033553e-02  -1.31015092e-01
90        1   0.3450283521E-06  4.99299435e-07  0.00000000e+00  1.37963728e-07  1.05732825e-06  2.55516197e-08  7.92927399e-01  1.62033553e-02  -1.31015092e-01
100       1   0.4737933851E-06  7.42767953e-07  0.00000000e+00  1.68448546e-07  1.54307371e-06  2.22728187e-08  7.92927399e-01  1.62033553e-02  -1.31015092e-01

ZONE T="041.01 - Alpha 2.50 - Grid Level 1"
AUXDATA Tstatic         = "271.00K"
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Unstructured_Level-1.lb8.ugrid"
10        1   0.3605495099E-06  1.98167585e-07  0.00000000e+00  1.77327859e-07  8.44247372e-07  4.55081407e-05  9.66720549e-01  3.15674486e-02  -1.43088615e-01
20        1   0.3605218339E-06  2.01835234e-07  0.00000000e+00  1.77126416e-07  8.46728825e-07  1.03412139e-06  9.65657303e-01  3.15180515e-02  -1.42863028e-01
