TITLE = "005.04"

VARIABLES = "GRID_LEVEL" "GRID_SIZE" "GRID_FAC" "MACH" "REY" "ALPHA" "CL_AVG" "CD_AVG" "CM_AVG" "CL_RMS" "CD_RMS" "CM_RMS"

DATASETAUXDATA ParticipantID   = "005"
DATASETAUXDATA SubmissionDate  = "01-02-2025"
DATASETAUXDATA Name            = "Jeffrey A. Housman"
DATASETAUXDATA Email           = "jeffrey.a.housman@nasa.gov"
DATASETAUXDATA Institution     = "NASA Ames Research Center"
DATASETAUXDATA SolverName      = "LAVA Curvilinear"
DATASETAUXDATA BasicAlgorithm  = "ZDES Mode 2 (2020)"
DATASETAUXDATA TurbulenceModel = "SAneg"
DATASETAUXDATA GridId          = "Multiblock"
DATASETAUXDATA Notes           = "Upwind/Centered Blending Method 2"
ZONE T = "005.04 GRID LEVEL 1"
AUXDATA Tstatic         = "271.0"
AUXDATA Deltat          = "9.5456895063539926e-7"
AUXDATA GridFileName    = "ONERA-Deck_Grids.REV00"
AUXDATA Misc            = "Grid Extruded 0.2 chord with 145 points in span, time-average from 80 to 200 CTUs"
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 1.36e+00 7.42760616e-01 1.296937284e-02 -1.25348840e-01 2.22028167e-04 1.589866307e-04 1.58233741e-04
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 1.50e+00 7.73520801e-01 1.405849855e-02 -1.26234158e-01 2.16367133e-04 1.591307882e-04 1.57167221e-04
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 2.50e+00 9.36043750e-01 2.767071405e-02 -1.33543280e-01 1.55561093e-04 1.072305604e-04 8.47176427e-05
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 3.00e+00 9.98896141e-01 4.109218699e-02 -1.45937509e-01 9.54992534e-03 1.006991296e-03 3.58061703e-03
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 3.10e+00 1.00132549e+00 4.268872672e-02 -1.44951214e-01 1.51252795e-02 1.540211608e-03 5.17446775e-03
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 3.25e+00 1.00037743e+00 4.499404463e-02 -1.42712260e-01 2.42189202e-02 2.405599313e-03 7.72912451e-03
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 3.40e+00 9.88550080e-01 4.695246215e-02 -1.39167832e-01 5.02486908e-02 4.725106784e-03 1.48209516e-02
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 3.50e+00 9.87488738e-01 4.858006180e-02 -1.37990731e-01 5.69302947e-02 5.466079040e-03 1.67453733e-02
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 3.60e+00 9.76634897e-01 4.962962649e-02 -1.35187196e-01 7.47033811e-02 6.978897087e-03 2.09713778e-02
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 3.90e+00 9.47136778e-01 5.359235494e-02 -1.29012038e-01 1.14102608e-01 1.035941015e-02 2.98420068e-02
