#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 UNSTEADY SURFACE POINT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide spectral content at x/c=0.45 (Kulite 7)
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#          ITERATION:   Iteration; please retain the actual solution iteration and do not zero it to the start of the time-averaging window, unlike TIME_STEP and CTU
#          TIME_STEP:   Dimensional time step (sec);                  set TIME_STEP=0 at the start of the time-averaging window
#                CTU:   Convective Time Unit (TIME_STEP * Uinf/Cref); set CTU=0       at the start of the time-averaging window
#            CP_INST:   Instantaneous Coefficient of Pressure                at x/c=0.45 (Kulite 7)
#            CF_INST:   Instantaneous Coefficient of Skin Friction Magnitude at x/c=0.45 (Kulite 7)
#            CL_INST:   Instantaneous Coefficient of Lift            (total) (L/(0.5*rho_inf*U_inf^2*A)  )              Provided to eight decimal points
#            CD_INST:   Instantaneous Coefficient of Drag            (total) (D/(0.5*rho_inf*U_inf^2*A)  )              Provided to nine  decimal points
#            CM_INST:   Instantaneous Coefficient of Pitching Moment (total) (M/(0.5*rho_inf*U_inf^2*A*c)) (+ nose-up)  Provided to eight decimal points
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. Provide data starting at time-averaging portion, omitting initial transients/setup
#                       2. All numerical data fields can be free-formatted.
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, alpha, solution method, etc per form
#                       5. Fill fields with value of -999 for data that are not available
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "007.09"
# Column     1            2            3      4          5          6          7          8
VARIABLES = "ITERATION"  "TIME_STEP"  "CTU"  "CP_INST"  "CF_INST"  "CL_INST"  "CD_INST"  "CM_INST"


#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "007"
DATASETAUXDATA SubmissionDate  = "January 31th, 2025"
DATASETAUXDATA Name            = "Andrea Sansica"
DATASETAUXDATA Email           = "sansica.andrea@jaxa.jp"
DATASETAUXDATA Institution     = "JAXA"
DATASETAUXDATA SolverName      = "FaSTAR"
DATASETAUXDATA BasicAlgorithm  = "URANS"
DATASETAUXDATA TurbulenceModel = "SA-noft2-R-QCR2000"
DATASETAUXDATA GridId          = "Custom"
DATASETAUXDATA Notes           = "-999"


ZONE T= "007.09 - Alpha 3.50 - Grid Level 3"
AUXDATA GridLevel       = "3"
AUXDATA Mach            = "0.73"
AUXDATA Re              = "3000000"
AUXDATA Alpha           = "3.50"
AUXDATA CLtotal         = "9.543366e-01"
AUXDATA Deltat          = "6.97009E-07 sec"
AUXDATA CtuStart        = "365"
AUXDATA CtuAve          = "146"
AUXDATA GridFileName    = "JAXA Custom Grids"
1 -3.485044e-01 -3.650000e+02 -1.258420e-03 6.761828e-06 2.191130e-03 1.495910e-03 -9.060430e-04
101 -3.484347e-01 -3.649270e+02 -1.599050e-01 1.047289e-04 2.707030e-01 2.038310e-01 -8.899010e-02
201 -3.483650e-01 -3.648540e+02 -1.423920e-01 2.064930e-04 2.276580e-01 1.434850e-01 -6.876460e-02
301 -3.482953e-01 -3.647810e+02 -1.002380e-01 3.510580e-04 2.082640e-01 1.158290e-01 -5.830610e-02
401 -3.482256e-01 -3.647080e+02 -8.447620e-02 1.982833e-04 2.055270e-01 1.008840e-01 -5.676290e-02
501 -3.481559e-01 -3.646350e+02 -2.133700e-01 2.714647e-04 2.065200e-01 9.219260e-02 -5.622830e-02
601 -3.480862e-01 -3.645620e+02 -3.247500e-01 2.374355e-04 2.033840e-01 8.807400e-02 -5.214610e-02
701 -3.480165e-01 -3.644890e+02 -3.754260e-01 3.244660e-04 1.795470e-01 8.427110e-02 -3.292660e-02
801 -3.479468e-01 -3.644160e+02 -3.818470e-01 5.250294e-04 1.912860e-01 8.459800e-02 -3.752510e-02
901 -3.478771e-01 -3.643430e+02 -3.330970e-01 8.418860e-04 1.758410e-01 7.846000e-02 -2.307410e-02
1001 -3.478074e-01 -3.642700e+02 -2.635890e-01 1.379141e-03 1.809110e-01 7.629300e-02 -2.422370e-02
1101 -3.477377e-01 -3.641970e+02 -3.427230e-01 1.320168e-03 1.782620e-01 7.243660e-02 -2.019840e-02
1201 -3.476680e-01 -3.641240e+02 -3.527010e-01 1.859094e-03 1.745200e-01 6.820770e-02 -1.611780e-02
1301 -3.475983e-01 -3.640510e+02 -3.708000e-01 2.494628e-03 1.691850e-01 6.323630e-02 -1.135140e-02
1401 -3.475286e-01 -3.639780e+02 -3.999460e-01 3.082390e-03 1.620350e-01 5.738380e-02 -5.245200e-03
1501 -3.474589e-01 -3.639050e+02 -4.268930e-01 3.375252e-03 1.548370e-01 5.124410e-02 1.015420e-03
1601 -3.473892e-01 -3.638320e+02 -4.490180e-01 3.519857e-03 1.490340e-01 4.557850e-02 6.379770e-03
1701 -3.473195e-01 -3.637590e+02 -4.679110e-01 3.603510e-03 1.460820e-01 4.110680e-02 9.713950e-03
1801 -3.472498e-01 -3.636860e+02 -4.841820e-01 3.657562e-03 1.475560e-01 3.808700e-02 9.914940e-03
1901 -3.471801e-01 -3.636130e+02 -4.985240e-01 3.693113e-03 1.540380e-01 3.664870e-02 6.592800e-03
2001 -3.471104e-01 -3.635400e+02 -5.115490e-01 3.717674e-03 1.653900e-01 3.635690e-02 -6.675050e-05
2101 -3.470407e-01 -3.634671e+02 -5.232070e-01 3.734455e-03 1.786430e-01 3.662350e-02 -7.779180e-03
2201 -3.469710e-01 -3.633941e+02 -5.337580e-01 3.743325e-03 1.897190e-01 3.632270e-02 -1.342210e-02
2301 -3.469013e-01 -3.633211e+02 -5.429570e-01 3.745385e-03 1.975190e-01 3.570560e-02 -1.633000e-02
2401 -3.468315e-01 -3.632479e+02 -5.507920e-01 3.740995e-03 2.064700e-01 3.520160e-02 -2.002920e-02
2501 -3.467618e-01 -3.631749e+02 -5.576320e-01 3.733415e-03 2.166890e-01 3.476870e-02 -2.461930e-02
2601 -3.466921e-01 -3.631020e+02 -5.634710e-01 3.721435e-03 2.264170e-01 3.427180e-02 -2.867720e-02
2701 -3.466224e-01 -3.630290e+02 -5.682620e-01 3.705814e-03 2.361940e-01 3.384020e-02 -3.256570e-02
2801 -3.465527e-01 -3.629560e+02 -5.719750e-01 3.685604e-03 2.466760e-01 3.357110e-02 -3.675870e-02
2901 -3.464830e-01 -3.628830e+02 -5.744280e-01 3.661253e-03 2.580560e-01 3.348500e-02 -4.139300e-02
3001 -3.464133e-01 -3.628100e+02 -5.757530e-01 3.634642e-03 2.702460e-01 3.355900e-02 -4.642480e-02
3101 -3.463436e-01 -3.627370e+02 -5.762140e-01 3.606931e-03 2.831550e-01 3.377260e-02 -5.180040e-02
