#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 SECTIONAL CUT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged sectional cuts
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX  THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     K.KK ALPHA: Angle of attack for the solution
#                     L    GRID LEVEL: 1, 2, 3, 4, 5, or 6
#                     EXAMPLE: 007.02 - ALPHA 2.50 - GRID 3 - WING SECTION  1
#
# 
#       NOMENCLATURE:
#                  X:   X coordinate
#                  Y:   Y coordinate
#                  Z:   Z coordinate
#                X/C:   Chord Fraction = (X - X_LE)/CHORD
#                 CP:   Coefficient of pressure
#                 CF:   Skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#        CFX,CFY,CFZ:   Components of skin-friction coefficient at wall
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "014.02"
# Column       1     2     3     4       5      6      7       8       9
VARIABLES =   "X"   "Y"   "Z"   "X/C"   "CP"   "CF"   "CFX"   "CFY"   "CFZ"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "014.02"
DATASETAUXDATA SubmissionDate  = "5th Nov,2024"
DATASETAUXDATA Name            = "Kartik Venkatraman, Adithya Udupa"
DATASETAUXDATA Email           = "kartik@iisc.ac.in, adithyaudupa3@gmail.com"
DATASETAUXDATA Institution     = "Indian Institute of Science"
DATASETAUXDATA SolverName      = "SU2 8.0.1 'Harrier'"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA Edwards-Chandra"
DATASETAUXDATA GridId          = "Hybrid"
DATASETAUXDATA Notes           = "Periodic boundary condition is applied "



ZONE T="014.02 - ALPHA 2.5 - GRID L3 - WING SECTION  1"
AUXDATA GridLevel       = "3"
AUXDATA Mach            = "0.73"
AUXDATA Re              = "3e6"
AUXDATA Alpha           = "2.5"
AUXDATA Tstatic         = "271K"
AUXDATA CLtotal         = "0.9505674"
AUXDATA Eta             = "-999"
AUXDATA Dt              = "-999"
AUXDATA CtuStart        = "-999"
AUXDATA CtuAvg          = "-999"
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Unstructured_Level-3.cgns"
0.2298               -0.0115              -0.0005513           -0.99913043          0.0329455            0.0034842            0.00346152           0.0                  -0.0003969          
0.229727             -0.0115              -0.00054288          -0.99881304          -0.0269571           0.00366513           0.00364132           0.0                  -0.00041709         
0.22987              -0.0115              -0.00055932          -0.99943478          0.0845833            0.00420456           0.00417715           -0.0                 -0.00047928         
0.229937             -0.0115              -0.00056696          -0.99972609          0.129573             0.00719855           0.00715159           -0.0                 -0.00082087         
0.23                 -0.0115              -0.00057424          -1.0                 -0.0267324           0.00060242           0.00046156           0.0                  0.00038715          
0.23                 -0.0115              -0.00051376          -1.0                 0.156576             0.00786366           0.0                  0.0                  -0.00786366         
0.139892             -0.0115              0.0142603            -0.60822609          -0.655423            0.00055531           -0.00055405          0.0                  3.75e-05            
0.14048              -0.0115              0.0142201            -0.61078261          -0.645217            0.00053414           -0.00053288          -0.0                 3.67e-05            
0.139331             -0.0115              0.0142979            -0.60578696          -0.665337            0.00057381           -0.00057254          -0.0                 3.81e-05            
0.138797             -0.0115              0.0143332            -0.60346522          -0.675181            0.00058943           -0.00058817          -0.0                 3.85e-05            
0.138288             -0.0115              0.0143662            -0.60125217          -0.685029            0.00060176           -0.00060051          -0.0                 3.88e-05            
0.137804             -0.0115              0.0143972            -0.59914783          -0.694866            0.00061153           -0.00061029          -0.0                 3.88e-05            
0.0991045            -0.0115              0.0155944            -0.43088913          -1.35862             0.00463694           0.00463693           -0.0                 -8.12e-06           
0.0994466            -0.0115              0.0155938            -0.43237652          -1.35903             0.00463544           0.00463543           0.0                  -1.03e-05           
0.0987625            -0.0115              0.0155949            -0.42940217          -1.35823             0.00463844           0.00463843           -0.0                 -5.93e-06           
0.0984205            -0.0115              0.0155953            -0.42791522          -1.35783             0.00464002           0.00464002           -0.0                 -3.74e-06           
0.0980784            -0.0115              0.0155955            -0.42642783          -1.35746             0.00464159           0.00464158           -0.0                 -1.55e-06           
0.0977364            -0.0115              0.0155955            -0.42494087          -1.35706             0.00464322           0.00464322           -0.0                 6.4e-07             
0.0973943            -0.0115              0.0155954            -0.42345348          -1.35669             0.00464484           0.00464484           0.0                  2.83e-06            
0.0970523            -0.0115              0.0155951            -0.42196652          -1.35631             0.00464658           0.00464657           0.0                  5.02e-06            
0.0967102            -0.0115              0.0155947            -0.42047913          -1.35595             0.00464828           0.00464828           -0.0                 7.21e-06            
0.0963682            -0.0115              0.0155941            -0.41899217          -1.35558             0.00465007           0.00465006           -0.0                 9.4e-06             
0.0960261            -0.0115              0.0155933            -0.41750478          -1.35522             0.00465178           0.00465177           -0.0                 1.16e-05            
0.128852             -0.0115              0.0148921            -0.56022609          -1.25908             0.00196356           0.00196137           0.0                  -9.27e-05           
0.129193             -0.0115              0.0148759            -0.5617087           -1.2116              0.00150791           0.00150619           -0.0                 -7.21e-05           
0.12851              -0.0115              0.0149081            -0.55873913          -1.30333             0.00249642           0.0024937            0.0                  -0.00011636         
0.128168             -0.0115              0.014924             -0.55725217          -1.33995             0.00304406           0.00304084           -0.0                 -0.00014009         
0.0543587            -0.0115              0.0142513            -0.23634217          -1.34019             0.00498565           0.00497503           -0.0                 0.0003253           
0.0555106            -0.0115              0.0143254            -0.24135043          -1.33992             0.00497381           0.00496389           -0.0                 0.00031389          
0.0532068            -0.0115              0.0141748            -0.23133391          -1.34044             0.00499863           0.00498725           0.0                  0.00033706          
0.0520551            -0.0115              0.0140956            -0.22632652          -1.34076             0.00501058           0.0049984            0.0                  0.00034904          
0.00465597           -0.0115              -0.00435731          -0.02024335          0.624803             0.00331191           0.00300868           -0.0                 -0.00138441         
0.00426723           -0.0115              -0.00417506          -0.01855317          0.649605             0.00335415           0.0030266            -0.0                 -0.0014457          
0.00506678           -0.0115              -0.00454297          -0.02202948          0.600296             0.00327324           0.00299166           -0.0                 -0.00132818         
