TITLE = "023.01"
#Column       1     2     3     4       5          6          7          8
VARIABLES =   "X"   "Y"   "Z"   "X/C"   "CP_AVG"   "CP_RMS"   "CF_AVG"   "CF_RMS" 

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "023.01"
DATASETAUXDATA SubmissionDate  = "10/05/2025"
DATASETAUXDATA Name            = "Baptiste ARNOULD"
DATASETAUXDATA Email           = "baptiste.arnould@polymtl.ca"
DATASETAUXDATA Institution     = "Polytechnique Montreal"
DATASETAUXDATA SolverName      = "CHAMPS"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA-comp"
DATASETAUXDATA GridId          = "Cadence_Grids.REV01 Unstructured"
DATASETAUXDATA Discretization  = "Finite volume"
DATASETAUXDATA Order           = "2"
DATASETAUXDATA DistanceCalc    = "EIKONAL_2ND_ORDER"
DATASETAUXDATA Notes           = "Time step Dt is given in CTU unit"


ZONE T="023.01 - ALPHA 1.36 GRID 1 - WING SECTION  1"
AUXDATA GridLevel       = "1"
AUXDATA Mach            = "0.73"
AUXDATA Re              = "3000000.0"
AUXDATA Alpha           = "1.36"
AUXDATA Tstatic         = "273.0"
AUXDATA CLtotal         = "-"
AUXDATA Eta             = "0.5"
AUXDATA Dt              = "0.086375"
AUXDATA CtuStart        = "3385.8044067"
AUXDATA CtuAvg          = "8.63748"
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Unstructured_Level-1.cgns"
2.300000000E+02	-1.150000000E+01	5.749310000E-01	1.00000000	0.06898714	0.00000000	0.00031639	0.00000001
2.300000000E+02	-1.150000000E+01	4.472452222E-01	1.00000000	0.06260178	0.00000000	0.00061208	0.00000001
2.300000000E+02	-1.150000000E+01	3.195594444E-01	1.00000000	0.09147118	0.00000000	0.00096177	0.00000001
2.300000000E+02	-1.150000000E+01	1.918736667E-01	1.00000000	0.09283168	0.00000000	0.00072632	0.00000001
2.300000000E+02	-1.150000000E+01	6.418788889E-02	1.00000000	0.09745864	0.00000000	0.00040914	0.00000001
2.300000000E+02	-1.150000000E+01	-6.349788889E-02	1.00000000	0.10068961	0.00000000	0.00039181	0.00000001
2.300000000E+02	-1.150000000E+01	-1.911836667E-01	1.00000000	0.09900330	0.00000000	0.00109679	0.00000001
2.300000000E+02	-1.150000000E+01	-3.188694444E-01	1.00000000	0.09735245	0.00000000	0.00276590	0.00000001
2.300000000E+02	-1.150000000E+01	-4.465552222E-01	1.00000000	-0.01595158	0.00000000	0.00216621	0.00000002
2.300000000E+02	-1.150000000E+01	-5.742410000E-01	1.00000000	0.01164780	0.00000000	0.00106974	0.00000002
2.298731465E+02	-1.150000000E+01	-5.596804114E-01	0.99944846	0.14867423	0.00000000	0.00212317	0.00000001
2.297399488E+02	-1.150000000E+01	-5.444064245E-01	0.99886934	0.14967518	0.00000000	0.00239883	0.00000001
2.296000876E+02	-1.150000000E+01	-5.284015419E-01	0.99826125	0.15853945	0.00000000	0.00264182	0.00000001
2.294532275E+02	-1.150000000E+01	-5.116518824E-01	0.99762273	0.16456336	0.00000000	0.00311371	0.00000001
2.292990148E+02	-1.150000000E+01	-4.941479525E-01	0.99695224	0.17022552	0.00000000	0.00325167	0.00000001
2.291370784E+02	-1.150000000E+01	-4.758774910E-01	0.99624817	0.17538081	0.00000000	0.00322157	0.00000001
2.289670317E+02	-1.150000000E+01	-4.568205656E-01	0.99550883	0.18041837	0.00000000	0.00315309	0.00000001
2.287884662E+02	-1.150000000E+01	-4.369579603E-01	0.99473246	0.18538674	0.00000000	0.00308769	0.00000001
2.286009544E+02	-1.150000000E+01	-4.162670053E-01	0.99391719	0.19026760	0.00000000	0.00303169	0.00000001
2.284040462E+02	-1.150000000E+01	-3.947159895E-01	0.99306107	0.19504875	0.00000000	0.00298199	0.00000001
2.281972747E+02	-1.150000000E+01	-3.722711832E-01	0.99216206	0.19974093	0.00000000	0.00293560	0.00000000
2.279801430E+02	-1.150000000E+01	-3.488967788E-01	0.99121801	0.20436399	0.00000000	0.00289124	0.00000000
2.277521324E+02	-1.150000000E+01	-3.245599641E-01	0.99022666	0.20893643	0.00000000	0.00284868	0.00000000
2.275126977E+02	-1.150000000E+01	-2.992284140E-01	0.98918564	0.21347325	0.00000000	0.00280784	0.00000000
2.272612653E+02	-1.150000000E+01	-2.728688857E-01	0.98809246	0.21798617	0.00000000	0.00276815	0.00000000
2.269972360E+02	-1.150000000E+01	-2.454499578E-01	0.98694450	0.22248310	0.00000000	0.00272910	0.00000000
2.267199751E+02	-1.150000000E+01	-2.169437022E-01	0.98573902	0.22696848	0.00000000	0.00269062	0.00000000
2.264288182E+02	-1.150000000E+01	-1.873238999E-01	0.98447312	0.23144515	0.00000000	0.00265289	0.00000000
2.261230709E+02	-1.150000000E+01	-1.565657176E-01	0.98314379	0.23591692	0.00000000	0.00261613	0.00000000
2.258019979E+02	-1.150000000E+01	-1.246415808E-01	0.98174782	0.24039025	0.00000000	0.00258036	0.00000000
2.254648316E+02	-1.150000000E+01	-9.152265374E-02	0.98028188	0.24487382	0.00000000	0.00254533	0.00000000
2.251107640E+02	-1.150000000E+01	-5.718007143E-02	0.97874245	0.24937597	0.00000000	0.00251043	0.00000000
2.247389496E+02	-1.150000000E+01	-2.158896408E-02	0.97712587	0.25390149	0.00000000	0.00247523	0.00000000
2.243484946E+02	-1.150000000E+01	1.526596893E-02	0.97542824	0.25845099	0.00000000	0.00243986	0.00000000
2.239384624E+02	-1.150000000E+01	5.339438244E-02	0.97364549	0.26302314	0.00000000	0.00240457	0.00000000
2.235078728E+02	-1.150000000E+01	9.280081390E-02	0.97177336	0.26761683	0.00000000	0.00236941	0.00000001
2.230556899E+02	-1.150000000E+01	1.334866399E-01	0.96980735	0.27223219	0.00000000	0.00233431	0.00000001
2.225808302E+02	-1.150000000E+01	1.754476985E-01	0.96774274	0.27687031	0.00000000	0.00229916	0.00000001
2.220821545E+02	-1.150000000E+01	2.186731076E-01	0.96557458	0.28153259	0.00000000	0.00226389	0.00000001
2.215584665E+02	-1.150000000E+01	2.631431272E-01	0.96329768	0.28622032	0.00000000	0.00222852	0.00000001
2.210085093E+02	-1.150000000E+01	3.088280591E-01	0.96090656	0.29093497	0.00000000	0.00219297	0.00000001
2.204309631E+02	-1.150000000E+01	3.556872181E-01	0.95839549	0.29567679	0.00000000	0.00215701	0.00000001
2.198244413E+02	-1.150000000E+01	4.036627199E-01	0.95575844	0.30044425	0.00000000	0.00212060	0.00000001
2.191874875E+02	-1.150000000E+01	4.526777137E-01	0.95298908	0.30523450	0.00000000	0.00208379	0.00000001
2.185185716E+02	-1.150000000E+01	5.026363569E-01	0.95008075	0.31004259	0.00000000	0.00204659	0.00000001
2.178160870E+02	-1.150000000E+01	5.534188972E-01	0.94702647	0.31486739	0.00000000	0.00200899	0.00000001
2.170783460E+02	-1.150000000E+01	6.048793821E-01	0.94381890	0.31970463	0.00000000	0.00197088	0.00000001
2.163035761E+02	-1.150000000E+01	6.568399868E-01	0.94045033	0.32455203	0.00000000	0.00193211	0.00000001
2.154899158E+02	-1.150000000E+01	7.090821935E-01	0.93691268	0.32940021	0.00000000	0.00189259	0.00000002
2.146354100E+02	-1.150000000E+01	7.613448502E-01	0.93319743	0.33422709	0.00000000	0.00185235	0.00000002
2.137380058E+02	-1.150000000E+01	8.133111075E-01	0.92929568	0.33903000	0.00000000	0.00181151	0.00000002
2.127955476E+02	-1.150000000E+01	8.646025105E-01	0.92519803	0.34379684	0.00000000	0.00177003	0.00000002
2.118057726E+02	-1.150000000E+01	9.147683326E-01	0.92089466	0.34851889	0.00000000	0.00172774	0.00000002
2.107663061E+02	-1.150000000E+01	9.632722317E-01	0.91637524	0.35315986	0.00000000	0.00168470	0.00000002
2.096746562E+02	-1.150000000E+01	1.009480108E+00	0.91162894	0.35773381	0.00000000	0.00164048	0.00000002
2.085282097E+02	-1.150000000E+01	1.052639314E+00	0.90664439	0.36211802	0.00000000	0.00159512	0.00000002
2.073242272E+02	-1.150000000E+01	1.091863647E+00	0.90140968	0.36629525	0.00000000	0.00154962	0.00000002
2.060598387E+02	-1.150000000E+01	1.126106555E+00	0.89591234	0.37029184	0.00000000	0.00150352	0.00000001
2.047320405E+02	-1.150000000E+01	1.154152035E+00	0.89013931	0.37394575	0.00000000	0.00145687	0.00000001
2.033376917E+02	-1.150000000E+01	1.174599226E+00	0.88407692	0.37721169	0.00000000	0.00141093	0.00000001
2.018735117E+02	-1.150000000E+01	1.185847464E+00	0.87771092	0.38007472	0.00000000	0.00136540	0.00000000
2.003360779E+02	-1.150000000E+01	1.186077358E+00	0.87102643	0.38239589	0.00000000	0.00131991	0.00000000
1.987218242E+02	-1.150000000E+01	1.173218942E+00	0.86400793	0.38408444	0.00000000	0.00127607	0.00000001
1.970270404E+02	-1.150000000E+01	1.144961127E+00	0.85663931	0.38507870	0.00000000	0.00123499	0.00000002
1.952478683E+02	-1.150000000E+01	1.098843585E+00	0.84890378	0.38526803	0.00000000	0.00119540	0.00000003
1.933803004E+02	-1.150000000E+01	1.032179683E+00	0.84078391	0.38436626	0.00000000	0.00115871	0.00000004
1.914201758E+02	-1.150000000E+01	9.420748183E-01	0.83226163	0.38247313	0.00000000	0.00112637	0.00000005
1.893631691E+02	-1.150000000E+01	8.255675605E-01	0.82331813	0.37937515	0.00000000	0.00109545	0.00000006
1.872047719E+02	-1.150000000E+01	6.797310902E-01	0.81393379	0.37548284	0.00000000	0.00106199	0.00000006
1.849402774E+02	-1.150000000E+01	5.016704837E-01	0.80408816	0.36982164	0.00000000	0.00103979	0.00000007
1.826494467E+02	-1.150000000E+01	2.966198223E-01	0.79412803	0.36260123	0.00000000	0.00104140	0.00000007
1.803596832E+02	-1.150000000E+01	6.824335186E-02	0.78417254	0.35459178	0.00000000	0.00104901	0.00000006
1.780710645E+02	-1.150000000E+01	-1.816638755E-01	0.77422202	0.34498940	0.00000000	0.00105734	0.00000004
1.757836060E+02	-1.150000000E+01	-4.512057614E-01	0.76427655	0.33480604	0.00000000	0.00107246	0.00000002
1.734972628E+02	-1.150000000E+01	-7.383943782E-01	0.75433593	0.32379015	0.00000000	0.00109154	0.00000000
1.712119405E+02	-1.150000000E+01	-1.041214796E+00	0.74439974	0.31170523	0.00000000	0.00111731	0.00000003
1.689275038E+02	-1.150000000E+01	-1.357655967E+00	0.73446741	0.29885664	0.00000000	0.00115105	0.00000005
1.666437997E+02	-1.150000000E+01	-1.685832992E+00	0.72453826	0.28534712	0.00000000	0.00119131	0.00000007
1.643606626E+02	-1.150000000E+01	-2.023975951E+00	0.71461158	0.27124423	0.00000000	0.00123714	0.00000008
