#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 UNSTEADY SECTIONAL CUT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged sectional cuts
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX  THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     K.KK ALPHA: Angle of attack for the solution
#                     L    GRID LEVEL: 1, 2, 3, 4, 5, or 6
#                     EXAMPLE: 007.02 - ALPHA 2.50 - GRID 3 - WING SECTION  1
#
# 
#       NOMENCLATURE:
#                  X:   X coordinate
#                  Y:   Y coordinate
#                  Z:   Z coordinate
#                X/C:   Chord Fraction = (X - X_LE)/CHORD
#             CP_AVG:   Time-averaged coefficient of pressure
#             CP_RMS:   Root mean square of instantaneous coefficient of pressure
#             CF_AVG:   Time-averaged skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#             CF_RMS:   Root mean square of skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "021.03"

# Column       1     2     3     4       5          6          7          8VARIABLES =   "X"   "Y"   "Z"   "X/C"   "CP_AVG"   "CP_RMS"   "CF_AVG"   "CF_RMS"

DATASETAUXDATA ParticipantID   = "021"
DATASETAUXDATA SubmissionDate  = "May 13, 2026"
DATASETAUXDATA Name            = "Steve Lamberson"
DATASETAUXDATA Email           = "steven.e.lamberson2.ctr@mail.mil"
DATASETAUXDATA Institution     = "CREATE-AV"
DATASETAUXDATA SolverName      = "Kestrel 12.11"
DATASETAUXDATA BasicAlgorithm  = "IDDES"
DATASETAUXDATA TurbulenceModel = "SST-CC-RC-QCR2020-SLA"
DATASETAUXDATA GridId          = "Cadence Mixed Element"
DATASETAUXDATA Notes           = "None"


ZONE T="021.03 - ALPHA 1.22 - GRID 3 - WING SECTION 1 - ETA=0.1050"
1455.0085449220   121.4589996338   1.0000000000   -0.0634277016   0.0413301177   0.0017769043   0.0011108046   
1454.9837646480   121.4589996338   0.9999465346   -0.0691146851   0.0396753922   0.0013141504   0.0008043570   
1454.9564208980   121.4589996338   0.9998875856   -0.0659928620   0.0382829532   0.0008387493   0.0005006779   
1454.9262695310   121.4589996338   0.9998225570   -0.0659134984   0.0380365290   0.0008232589   0.0004774166   
1454.8933105470   121.4589996338   0.9997515082   -0.0658448189   0.0378129072   0.0008032572   0.0004627837   
1454.8569335940   121.4589996338   0.9996730685   -0.0659160689   0.0376107283   0.0008001567   0.0004575333   
1454.8167724610   121.4589996338   0.9995864630   -0.0659921393   0.0374115407   0.0008030122   0.0004542829   
1454.7728271480   121.4589996338   0.9994916916   -0.0661091134   0.0372209959   0.0008112016   0.0004517451   
1454.7242431640   121.4589996338   0.9993869066   -0.0662602261   0.0370404273   0.0008217787   0.0004493892   
1454.6710205080   121.4589996338   0.9992721677   -0.0664510354   0.0368725136   0.0008339934   0.0004473052   
1454.6121826170   121.4589996338   0.9991452694   -0.0666835308   0.0367193967   0.0008470836   0.0004456441   
1454.5476074220   121.4589996338   0.9990060329   -0.0669601783   0.0365796089   0.0008604358   0.0004445545   
1454.4765625000   121.4589996338   0.9988527894   -0.0672832280   0.0364499800   0.0008737766   0.0004444114   
1454.3983154300   121.4589996338   0.9986841083   -0.0676545426   0.0363290273   0.0008872940   0.0004450534   
1454.3122558590   121.4589996338   0.9984984994   -0.0680776313   0.0362129286   0.0009009131   0.0004461297   
1454.2175292970   121.4589996338   0.9982942343   -0.0685526207   0.0361003801   0.0009141903   0.0004478516   
1454.1131591800   121.4589996338   0.9980691671   -0.0690817982   0.0359803736   0.0009261700   0.0004496114   
1453.9982910160   121.4589996338   0.9978214502   -0.0696599931   0.0358469933   0.0009361971   0.0004498926   
1453.8768310550   121.4589996338   0.9975595474   -0.0702795759   0.0357013047   0.0009452156   0.0004483252   
1453.7460937500   121.4589996338   0.9972776175   -0.0709480867   0.0355539247   0.0009573192   0.0004465900   
1453.6057128910   121.4589996338   0.9969748855   -0.0716751665   0.0354028121   0.0009687795   0.0004438221   
1453.4545898440   121.4589996338   0.9966490269   -0.0724537969   0.0352543183   0.0009780627   0.0004412355   
1453.3763427730   121.4589996338   0.9964802861   -0.0728402212   0.0351860002   0.0009830678   0.0004401290   
1453.3145751950   121.4589996338   0.9963470697   -0.0731491670   0.0351307690   0.0009866121   0.0004388757   
1453.2980957030   121.4589996338   0.9963115454   -0.0732320771   0.0351038203   0.0009865897   0.0004383338   
1453.1439208980   121.4589996338   0.9959790707   -0.0740277618   0.0348684378   0.0009858188   0.0004317442   
1453.0773925780   121.4589996338   0.9958356023   -0.0743422955   0.0347790122   0.0009865743   0.0004306130   
1452.9332275390   121.4589996338   0.9955247045   -0.0750561729   0.0346430726   0.0009871327   0.0004251527   
1452.7897949220   121.4589996338   0.9952154160   -0.0757354423   0.0344819985   0.0009867158   0.0004214258   
1452.7354736330   121.4589996338   0.9950982928   -0.0760150179   0.0344086103   0.0009857611   0.0004196290   
1452.6271972660   121.4589996338   0.9948647618   -0.0765561387   0.0343211442   0.0009796352   0.0004120115   
1452.3896484380   121.4589996338   0.9943525195   -0.0776989385   0.0340766534   0.0009694325   0.0004000730   
1452.3890380860   121.4589996338   0.9943512082   -0.0777019560   0.0340760201   0.0009694066   0.0004000434   
