# DPW-8/AePW-4 FORCE AND MOMENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged force and moment coefficients
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#         GRID_LEVEL:   Level of grid refinement (1-6)
#          GRID_SIZE:   Number of grid nodes or cells
#         CONTINUITY:   Residual of continuity equation (to 16 decimal points)
#          MOMENTUMX:   Residual of x momentum equation (to 16 decimal points)
#          MOMENTUMY:   Residual of y momentum equation (to 16 decimal points)
#          MOMENTUMZ:   Residual of z momentum equation (to 16 decimal points)
#             ENERGY:   Residual of x energy equation (to 16 decimal points)
#              TURB1:   Residual of the first turbulence model equation (to 16 decimal points)
#              TURB2:   Residual of the second turbulence model equation (to 16 decimal points)
#                 CL:   Coefficient of Lift            (total) (L/(0.5*rho_inf*U_inf^2*A)  )              Provided to eight decimal points
#                 CD:   Coefficient of Drag            (total) (D/(0.5*rho_inf*U_inf^2*A)  )              Provided to nine  decimal points
#                 CM:   Coefficient of Pitching Moment (total) (M/(0.5*rho_inf*U_inf^2*A*c)) (+ nose-up)  Provided to eight decimal points
#
#      OPTIONAL DATA:   Enter -999 for any optional data you are not submitting
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "020.02"


# Column     1            2             3            4             5            6            7            8         9        10       11        12        13
VARIABLES = "ITERATION"  "GRID_LEVEL"  "GRID_SIZE"  "CONTINUITY"  "MOMENTUMX"  "MOMENTUMY"  "MOMENTUMZ"  "ENERGY"  "TURB1"  "TURB2"  "CL_TOT"  "CD_TOT"  "CM_TOT"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "020"
DATASETAUXDATA SubmissionDate  = "10/28/2024"
DATASETAUXDATA Name            = "Alejandro Assael"
DATASETAUXDATA Email           = "Alejandro.assael@duke.edu"
DATASETAUXDATA Institution     = "Duke University"
DATASETAUXDATA SolverName      = "ANSYS Fluent pressure-based"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA Strain/Vorticity-Based"
DATASETAUXDATA GridId          = "Hex"
DATASETAUXDATA Discretization  = "Finite volume"
DATASETAUXDATA Order           = "Spatial Discretization: 1st order, with exception of pressure (2nd order)"
DATASETAUXDATA DistanceCalc    = "Method employed to calculate distance function"
DATASETAUXDATA Notes           = "Any thing else you would like to add"


#-------------------------------------------------------------------------------
#  REQUIRED:  RESIDUAL DATA
#-------------------------------------------------------------------------------
ZONE T="020.02 - Alpha 2.5 - Grid Level 1"
AUXDATA Tstatic         = "271"
AUXDATA Deltat          = "Time step for unstady schemes (optional)"
AUXDATA GridFileName    = "File name(s) of the grid(s) you used"
AUXDATA Misc            = "Any thing else you would like to add"
		1	1	51928	1.00E+00	1.66E-05	4.19E-05	-999	5.54E-06	5.16E-04	-999	-999
2	1	51928	9.73E-01	1.12E-05	2.44E-05	-999	6.24E-06	8.67E-04	-999	-999
3	1	51928	8.07E-01	1.10E-05	1.85E-05	-999	6.63E-06	1.99E-03	-999	-999
4	1	51928	7.73E-01	1.08E-05	1.59E-05	-999	5.23E-06	2.92E-03	-999	-999
5	1	51928	6.93E-01	9.72E-06	1.36E-05	-999	3.97E-06	6.56E-03	-999	-999
6	1	51928	6.01E-01	8.64E-06	1.15E-05	-999	3.00E-06	1.10E-02	-999	-999
7	1	51928	5.18E-01	7.55E-06	9.32E-06	-999	2.23E-06	6.53E-03	-999	-999
8	1	51928	4.38E-01	6.62E-06	7.16E-06	-999	1.81E-06	4.45E-03	-999	-999
9	1	51928	3.70E-01	5.91E-06	5.27E-06	-999	1.73E-06	3.47E-03	-999	-999
10	1	51928	3.07E-01	5.23E-06	3.77E-06	-999	1.57E-06	2.67E-03	-999	-999
11	1	51928	2.51E-01	4.62E-06	2.66E-06	-999	1.45E-06	2.01E-03	-999	-999
12	1	51928	2.13E-01	4.20E-06	1.93E-06	-999	1.44E-06	1.62E-03	-999	-999
13	1	51928	1.96E-01	3.84E-06	1.47E-06	-999	1.36E-06	1.51E-03	-999	-999
14	1	51928	1.85E-01	3.51E-06	1.26E-06	-999	1.25E-06	1.77E-03	-999	-999
15	1	51928	1.74E-01	3.15E-06	1.22E-06	-999	1.04E-06	2.24E-03	-999	-999
16	1	51928	1.59E-01	2.78E-06	1.17E-06	-999	8.83E-07	2.94E-03	-999	-999
17	1	51928	1.43E-01	2.42E-06	1.10E-06	-999	7.50E-07	3.38E-03	-999	-999
18	1	51928	1.26E-01	2.07E-06	1.01E-06	-999	6.34E-07	3.51E-03	-999	-999
19	1	51928	1.10E-01	1.76E-06	9.12E-07	-999	4.97E-07	3.09E-03	-999	-999
20	1	51928	9.66E-02	1.51E-06	8.26E-07	-999	4.20E-07	2.41E-03	-999	-999
21	1	51928	8.57E-02	1.30E-06	7.52E-07	-999	3.63E-07	1.74E-03	-999	-999
22	1	51928	7.64E-02	1.13E-06	6.76E-07	-999	3.13E-07	1.22E-03	-999	-999
23	1	51928	6.79E-02	9.74E-07	6.03E-07	-999	2.66E-07	8.29E-04	-999	-999
24	1	51928	6.02E-02	8.43E-07	5.35E-07	-999	2.26E-07	5.60E-04	-999	-999
25	1	51928	5.31E-02	7.27E-07	4.76E-07	-999	1.91E-07	3.83E-04	-999	-999
26	1	51928	4.66E-02	6.29E-07	4.24E-07	-999	1.60E-07	2.69E-04	-999	-999
27	1	51928	4.06E-02	5.44E-07	3.76E-07	-999	1.35E-07	1.85E-04	-999	-999
28	1	51928	3.52E-02	4.73E-07	3.32E-07	-999	1.13E-07	1.39E-04	-999	-999
29	1	51928	3.03E-02	4.12E-07	2.90E-07	-999	9.51E-08	1.11E-04	-999	-999
30	1	51928	2.60E-02	3.61E-07	2.51E-07	-999	8.02E-08	9.24E-05	-999	-999
31	1	51928	2.22E-02	3.18E-07	2.16E-07	-999	6.79E-08	7.87E-05	-999	-999
32	1	51928	1.88E-02	2.81E-07	1.85E-07	-999	5.79E-08	6.82E-05	-999	-999
33	1	51928	1.58E-02	2.49E-07	1.58E-07	-999	4.96E-08	5.94E-05	-999	-999
34	1	51928	1.34E-02	2.21E-07	1.34E-07	-999	4.27E-08	5.18E-05	-999	-999
35	1	51928	1.14E-02	1.96E-07	1.15E-07	-999	3.69E-08	4.49E-05	-999	-999
36	1	51928	9.78E-03	1.74E-07	9.92E-08	-999	3.18E-08	3.87E-05	-999	-999
37	1	51928	8.51E-03	1.53E-07	8.69E-08	-999	2.74E-08	3.32E-05	-999	-999
38	1	51928	7.47E-03	1.35E-07	7.73E-08	-999	2.35E-08	2.83E-05	-999	-999
39	1	51928	6.62E-03	1.19E-07	6.96E-08	-999	2.00E-08	2.40E-05	-999	-999
40	1	51928	5.92E-03	1.03E-07	6.30E-08	-999	1.72E-08	2.02E-05	-999	-999
41	1	51928	5.29E-03	8.91E-08	5.69E-08	-999	1.48E-08	1.70E-05	-999	-999
42	1	51928	4.77E-03	7.62E-08	5.14E-08	-999	1.28E-08	1.42E-05	-999	-999
43	1	51928	4.36E-03	6.54E-08	4.61E-08	-999	1.11E-08	1.18E-05	-999	-999
44	1	51928	4.02E-03	5.76E-08	4.10E-08	-999	9.74E-09	9.68E-06	-999	-999
45	1	51928	3.72E-03	5.17E-08	3.62E-08	-999	8.65E-09	7.92E-06	-999	-999
46	1	51928	3.43E-03	4.71E-08	3.16E-08	-999	7.74E-09	6.42E-06	-999	-999
47	1	51928	3.16E-03	4.32E-08	2.74E-08	-999	7.00E-09	5.17E-06	-999	-999
48	1	51928	2.89E-03	3.99E-08	2.38E-08	-999	6.37E-09	4.13E-06	-999	-999
49	1	51928	2.63E-03	3.69E-08	2.11E-08	-999	5.80E-09	3.28E-06	-999	-999
50	1	51928	2.37E-03	3.42E-08	1.88E-08	-999	5.29E-09	2.59E-06	-999	-999
51	1	51928	2.13E-03	3.16E-08	1.69E-08	-999	4.79E-09	2.03E-06	-999	-999
52	1	51928	1.89E-03	2.91E-08	1.54E-08	-999	4.32E-09	1.58E-06	-999	-999
53	1	51928	1.67E-03	2.67E-08	1.41E-08	-999	3.87E-09	1.23E-06	-999	-999
54	1	51928	1.47E-03	2.44E-08	1.28E-08	-999	3.45E-09	9.47E-07	-999	-999
55	1	51928	1.29E-03	2.24E-08	1.16E-08	-999	3.07E-09	7.27E-07	-999	-999
56	1	51928	1.15E-03	2.05E-08	1.05E-08	-999	2.72E-09	5.56E-07	-999	-999
57	1	51928	1.04E-03	1.88E-08	9.50E-09	-999	2.41E-09	4.24E-07	-999	-999
58	1	51928	9.36E-04	1.74E-08	8.58E-09	-999	2.14E-09	3.21E-07	-999	-999
59	1	51928	8.44E-04	1.61E-08	7.78E-09	-999	1.92E-09	2.42E-07	-999	-999
60	1	51928	7.61E-04	1.48E-08	7.08E-09	-999	1.73E-09	1.82E-07	-999	-999
61	1	51928	6.85E-04	1.37E-08	6.49E-09	-999	1.58E-09	1.42E-07	-999	-999
62	1	51928	6.16E-04	1.25E-08	5.98E-09	-999	1.45E-09	1.08E-07	-999	-999
63	1	51928	5.54E-04	1.14E-08	5.51E-09	-999	1.35E-09	7.95E-08	-999	-999
64	1	51928	5.00E-04	1.04E-08	5.08E-09	-999	1.27E-09	5.79E-08	-999	-999
65	1	51928	4.54E-04	9.39E-09	4.67E-09	-999	1.19E-09	4.17E-08	-999	-999
66	1	51928	4.16E-04	8.47E-09	4.30E-09	-999	1.12E-09	2.97E-08	-999	-999
67	1	51928	3.83E-04	7.65E-09	3.94E-09	-999	1.05E-09	2.10E-08	-999	-999
68	1	51928	3.54E-04	6.94E-09	3.61E-09	-999	9.88E-10	1.49E-08	-999	-999
69	1	51928	3.26E-04	6.33E-09	3.30E-09	-999	9.28E-10	1.08E-08	-999	-999
70	1	51928	3.03E-04	5.78E-09	3.01E-09	-999	8.74E-10	7.45E-09	-999	-999
71	1	51928	2.83E-04	5.29E-09	2.77E-09	-999	8.26E-10	5.54E-09	-999	-999
72	1	51928	2.65E-04	4.83E-09	2.57E-09	-999	7.76E-10	4.57E-09	-999	-999
73	1	51928	2.50E-04	4.41E-09	2.40E-09	-999	7.24E-10	4.01E-09	-999	-999
74	1	51928	2.37E-04	4.01E-09	2.23E-09	-999	6.70E-10	3.69E-09	-999	-999
75	1	51928	2.24E-04	3.65E-09	2.06E-09	-999	6.16E-10	3.44E-09	-999	-999
76	1	51928	2.10E-04	3.33E-09	1.88E-09	-999	5.61E-10	3.56E-09	-999	-999
77	1	51928	1.96E-04	3.03E-09	1.71E-09	-999	5.07E-10	3.85E-09	-999	-999
78	1	51928	1.81E-04	2.76E-09	1.55E-09	-999	4.54E-10	4.24E-09	-999	-999
79	1	51928	1.67E-04	2.52E-09	1.39E-09	-999	4.02E-10	4.67E-09	-999	-999
80	1	51928	1.54E-04	2.31E-09	1.24E-09	-999	3.54E-10	5.09E-09	-999	-999
81	1	51928	1.41E-04	2.12E-09	1.11E-09	-999	3.10E-10	5.47E-09	-999	-999
82	1	51928	1.28E-04	1.94E-09	9.79E-10	-999	2.71E-10	5.38E-09	-999	-999
83	1	51928	1.18E-04	1.78E-09	8.50E-10	-999	2.35E-10	5.33E-09	-999	-999
84	1	51928	1.08E-04	1.63E-09	7.54E-10	-999	2.03E-10	5.17E-09	-999	-999
85	1	51928	9.76E-05	1.50E-09	6.70E-10	-999	1.76E-10	5.02E-09	-999	-999
86	1	51928	8.78E-05	1.38E-09	6.03E-10	-999	1.55E-10	4.74E-09	-999	-999
87	1	51928	7.85E-05	1.27E-09	5.45E-10	-999	1.38E-10	4.43E-09	-999	-999
88	1	51928	6.98E-05	1.17E-09	4.96E-10	-999	1.25E-10	4.53E-09	-999	-999
89	1	51928	6.08E-05	1.08E-09	4.65E-10	-999	1.14E-10	4.46E-09	-999	-999
90	1	51928	5.31E-05	9.91E-10	4.29E-10	-999	1.06E-10	4.56E-09	-999	-999
91	1	51928	4.62E-05	9.08E-10	3.94E-10	-999	9.85E-11	4.74E-09	-999	-999
92	1	51928	4.03E-05	8.29E-10	3.59E-10	-999	9.20E-11	4.85E-09	-999	-999
93	1	51928	3.53E-05	7.55E-10	3.27E-10	-999	8.63E-11	4.85E-09	-999	-999
94	1	51928	3.12E-05	6.88E-10	2.97E-10	-999	8.12E-11	4.74E-09	-999	-999
95	1	51928	2.79E-05	6.29E-10	2.69E-10	-999	7.65E-11	4.50E-09	-999	-999
96	1	51928	2.52E-05	5.77E-10	2.46E-10	-999	7.19E-11	4.31E-09	-999	-999
97	1	51928	2.28E-05	5.27E-10	2.26E-10	-999	6.72E-11	3.95E-09	-999	-999
98	1	51928	2.07E-05	4.81E-10	2.09E-10	-999	6.27E-11	3.52E-09	-999	-999
99	1	51928	1.90E-05	4.37E-10	1.95E-10	-999	5.82E-11	3.06E-09	-999	-999
100	1	51928	1.75E-05	3.95E-10	1.83E-10	-999	5.39E-11	2.62E-09	-999	-999
101	1	51928	1.63E-05	3.57E-10	1.72E-10	-999	5.01E-11	2.21E-09	-999	-999
102	1	51928	1.52E-05	3.22E-10	1.61E-10	-999	4.68E-11	1.85E-09	-999	-999
103	1	51928	1.42E-05	2.90E-10	1.49E-10	-999	4.40E-11	1.52E-09	-999	-999
104	1	51928	1.34E-05	2.60E-10	1.38E-10	-999	4.11E-11	1.24E-09	-999	-999
105	1	51928	1.27E-05	2.32E-10	1.26E-10	-999	3.81E-11	9.95E-10	-999	-999
106	1	51928	1.20E-05	2.08E-10	1.14E-10	-999	3.52E-11	7.89E-10	-999	-999
107	1	51928	1.14E-05	1.88E-10	1.03E-10	-999	3.23E-11	6.17E-10	-999	-999
108	1	51928	1.06E-05	1.69E-10	9.20E-11	-999	2.94E-11	4.95E-10	-999	-999
109	1	51928	9.93E-06	1.53E-10	8.17E-11	-999	2.67E-11	3.86E-10	-999	-999
110	1	51928	9.21E-06	1.38E-10	7.21E-11	-999	2.41E-11	2.98E-10	-999	-999
111	1	51928	8.49E-06	1.25E-10	6.33E-11	-999	2.16E-11	1.90E-10	-999	-999
112	1	51928	7.90E-06	1.14E-10	5.47E-11	-999	1.93E-11	1.46E-10	-999	-999
113	1	51928	7.29E-06	1.03E-10	4.81E-11	-999	1.72E-11	1.21E-10	-999	-999
114	1	51928	6.69E-06	9.40E-11	4.25E-11	-999	1.53E-11	1.37E-10	-999	-999
115	1	51928	5.99E-06	8.61E-11	3.84E-11	-999	1.34E-11	9.68E-11	-999	-999
116	1	51928	5.42E-06	7.95E-11	3.40E-11	-999	1.19E-11	1.21E-10	-999	-999
117	1	51928	4.82E-06	7.32E-11	3.12E-11	-999	1.05E-11	1.24E-10	-999	-999
118	1	51928	4.27E-06	6.78E-11	2.81E-11	-999	9.19E-12	1.26E-10	-999	-999
119	1	51928	3.78E-06	6.27E-11	2.54E-11	-999	8.04E-12	1.37E-10	-999	-999
120	1	51928	3.34E-06	5.80E-11	2.28E-11	-999	7.05E-12	1.49E-10	-999	-999
121	1	51928	2.95E-06	5.35E-11	2.06E-11	-999	6.19E-12	1.64E-10	-999	-999
122	1	51928	2.61E-06	4.94E-11	1.86E-11	-999	5.47E-12	1.74E-10	-999	-999
123	1	51928	2.30E-06	4.56E-11	1.69E-11	-999	4.89E-12	1.80E-10	-999	-999
124	1	51928	2.04E-06	4.22E-11	1.53E-11	-999	4.43E-12	1.80E-10	-999	-999
125	1	51928	1.81E-06	3.89E-11	1.39E-11	-999	4.08E-12	1.76E-10	-999	-999
126	1	51928	1.61E-06	3.60E-11	1.27E-11	-999	3.81E-12	1.67E-10	-999	-999
127	1	51928	1.43E-06	3.32E-11	1.17E-11	-999	3.61E-12	1.61E-10	-999	-999
