# DPW-8/AePW-4 CONVERGENCE FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged force and moment coefficients
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#         GRID_LEVEL:   Level of grid refinement (1-6)
#          GRID_SIZE:   Number of grid nodes or cells
#         CONTINUITY:   Residual of continuity equation (to 16 decimal points)
#          MOMENTUMX:   Residual of x momentum equation (to 16 decimal points)
#          MOMENTUMY:   Residual of y momentum equation (to 16 decimal points)
#          MOMENTUMZ:   Residual of z momentum equation (to 16 decimal points)
#             ENERGY:   Residual of x energy equation (to 16 decimal points)
#              TURB1:   Residual of the first turbulence model equation (to 16 decimal points)
#              TURB2:   Residual of the second turbulence model equation (to 16 decimal points)
#                 CL:   Coefficient of Lift            (total) (L/(0.5*rho_inf*U_inf^2*A)  )              Provided to eight decimal points
#                 CD:   Coefficient of Drag            (total) (D/(0.5*rho_inf*U_inf^2*A)  )              Provided to nine  decimal points
#                 CM:   Coefficient of Pitching Moment (total) (M/(0.5*rho_inf*U_inf^2*A*c)) (+ nose-up)  Provided to eight decimal points
#
#      OPTIONAL DATA:   Enter -999 for any optional data you are not submitting
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "020.02"


# Column     1            2             3            4             5            6            7            8         9        10       11        12        13
VARIABLES = "ITERATION"  "GRID_LEVEL"  "GRID_SIZE"  "CONTINUITY"  "MOMENTUMX"  "MOMENTUMY"  "MOMENTUMZ"  "ENERGY"  "TURB1"  "TURB2"  "CL_TOT"  "CD_TOT"  "CM_TOT"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "020"
DATASETAUXDATA SubmissionDate  = "10/28/2024"
DATASETAUXDATA Name            = "Alejandro Assael"
DATASETAUXDATA Email           = "Alejandro.assael@duke.edu"
DATASETAUXDATA Institution     = "Duke University"
DATASETAUXDATA SolverName      = "ANSYS Fluent pressure-based"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA Strain/Vorticity-Based"
DATASETAUXDATA GridId          = "Hex"
DATASETAUXDATA Discretization  = "Finite volume"
DATASETAUXDATA Order           = "Spatial Discretization: 1st order, with exception of pressure (2nd order)"
DATASETAUXDATA DistanceCalc    = "Method employed to calculate distance function"
DATASETAUXDATA Notes           = "Any thing else you would like to add"


#-------------------------------------------------------------------------------
#  REQUIRED:  RESIDUAL DATA
#-------------------------------------------------------------------------------
ZONE T="020.02 - Alpha 1.36 - Grid Level 2"
AUXDATA Tstatic         = "271"
AUXDATA Deltat          = "Time step for unstady schemes (optional)"
AUXDATA GridFileName    = "File name(s) of the grid(s) you used"
AUXDATA Misc            = "Any thing else you would like to add"
		1	2	118300	1.00E+00	1.25E-05	2.90E-05	-999	3.65E-06	3.57E-04	-999	-999	-999	-999	-999
2	2	118300	8.98E-01	7.96E-06	1.66E-05	-999	3.90E-06	5.47E-04	-999	-999	-999	-999	-999
3	2	118300	6.78E-01	6.74E-06	1.18E-05	-999	4.00E-06	2.05E-03	-999	-999	-999	-999	-999
4	2	118300	6.14E-01	6.29E-06	9.72E-06	-999	3.27E-06	2.31E-03	-999	-999	-999	-999	-999
5	2	118300	5.28E-01	5.63E-06	8.02E-06	-999	2.58E-06	4.44E-03	-999	-999	-999	-999	-999
6	2	118300	4.54E-01	4.95E-06	6.57E-06	-999	1.86E-06	5.29E-03	-999	-999	-999	-999	-999
7	2	118300	3.84E-01	4.25E-06	5.08E-06	-999	1.34E-06	4.04E-03	-999	-999	-999	-999	-999
8	2	118300	3.26E-01	3.76E-06	3.84E-06	-999	1.03E-06	2.97E-03	-999	-999	-999	-999	-999
9	2	118300	2.70E-01	3.42E-06	2.81E-06	-999	9.02E-07	2.27E-03	-999	-999	-999	-999	-999
10	2	118300	2.22E-01	3.08E-06	2.06E-06	-999	8.41E-07	1.71E-03	-999	-999	-999	-999	-999
11	2	118300	1.80E-01	2.72E-06	1.50E-06	-999	7.85E-07	1.23E-03	-999	-999	-999	-999	-999
12	2	118300	1.54E-01	2.46E-06	1.10E-06	-999	7.17E-07	9.85E-04	-999	-999	-999	-999	-999
13	2	118300	1.39E-01	2.22E-06	8.51E-07	-999	6.41E-07	8.77E-04	-999	-999	-999	-999	-999
14	2	118300	1.26E-01	1.99E-06	7.73E-07	-999	5.32E-07	7.88E-04	-999	-999	-999	-999	-999
15	2	118300	1.14E-01	1.75E-06	7.79E-07	-999	4.48E-07	7.31E-04	-999	-999	-999	-999	-999
16	2	118300	1.04E-01	1.52E-06	7.78E-07	-999	3.75E-07	7.16E-04	-999	-999	-999	-999	-999
17	2	118300	9.33E-02	1.29E-06	7.45E-07	-999	3.11E-07	6.70E-04	-999	-999	-999	-999	-999
18	2	118300	8.32E-02	1.08E-06	6.94E-07	-999	2.56E-07	5.97E-04	-999	-999	-999	-999	-999
19	2	118300	7.41E-02	9.01E-07	6.30E-07	-999	2.12E-07	5.09E-04	-999	-999	-999	-999	-999
20	2	118300	6.66E-02	7.64E-07	5.58E-07	-999	1.78E-07	4.35E-04	-999	-999	-999	-999	-999
21	2	118300	5.98E-02	6.56E-07	4.83E-07	-999	1.51E-07	3.56E-04	-999	-999	-999	-999	-999
22	2	118300	5.35E-02	5.68E-07	4.13E-07	-999	1.28E-07	2.83E-04	-999	-999	-999	-999	-999
23	2	118300	4.75E-02	4.96E-07	3.51E-07	-999	1.08E-07	2.11E-04	-999	-999	-999	-999	-999
24	2	118300	4.18E-02	4.35E-07	3.00E-07	-999	9.39E-08	1.69E-04	-999	-999	-999	-999	-999
25	2	118300	3.65E-02	3.83E-07	2.59E-07	-999	8.21E-08	1.35E-04	-999	-999	-999	-999	-999
26	2	118300	3.16E-02	3.39E-07	2.24E-07	-999	7.22E-08	1.08E-04	-999	-999	-999	-999	-999
27	2	118300	2.72E-02	3.02E-07	1.94E-07	-999	6.41E-08	8.80E-05	-999	-999	-999	-999	-999
28	2	118300	2.32E-02	2.69E-07	1.68E-07	-999	5.71E-08	7.25E-05	-999	-999	-999	-999	-999
29	2	118300	1.98E-02	2.39E-07	1.45E-07	-999	5.08E-08	6.07E-05	-999	-999	-999	-999	-999
30	2	118300	1.68E-02	2.12E-07	1.27E-07	-999	4.50E-08	5.13E-05	-999	-999	-999	-999	-999
31	2	118300	1.43E-02	1.88E-07	1.12E-07	-999	4.01E-08	4.34E-05	-999	-999	-999	-999	-999
32	2	118300	1.24E-02	1.66E-07	9.90E-08	-999	3.57E-08	3.66E-05	-999	-999	-999	-999	-999
33	2	118300	1.10E-02	1.47E-07	8.84E-08	-999	3.17E-08	3.08E-05	-999	-999	-999	-999	-999
34	2	118300	9.91E-03	1.31E-07	7.93E-08	-999	2.80E-08	2.59E-05	-999	-999	-999	-999	-999
35	2	118300	8.91E-03	1.16E-07	7.11E-08	-999	2.47E-08	2.18E-05	-999	-999	-999	-999	-999
36	2	118300	7.98E-03	1.02E-07	6.39E-08	-999	2.18E-08	1.83E-05	-999	-999	-999	-999	-999
37	2	118300	7.14E-03	8.92E-08	5.72E-08	-999	2.10E-08	1.59E-05	-999	-999	-999	-999	-999
38	2	118300	6.42E-03	7.68E-08	5.11E-08	-999	1.74E-08	1.35E-05	-999	-999	-999	-999	-999
39	2	118300	5.75E-03	6.58E-08	4.55E-08	-999	1.52E-08	1.14E-05	-999	-999	-999	-999	-999
40	2	118300	5.20E-03	5.64E-08	4.04E-08	-999	1.48E-08	9.82E-06	-999	-999	-999	-999	-999
41	2	118300	4.75E-03	4.88E-08	3.56E-08	-999	1.25E-08	8.34E-06	-999	-999	-999	-999	-999
42	2	118300	4.32E-03	4.34E-08	3.13E-08	-999	1.11E-08	6.97E-06	-999	-999	-999	-999	-999
43	2	118300	3.96E-03	3.94E-08	2.73E-08	-999	1.01E-08	5.77E-06	-999	-999	-999	-999	-999
44	2	118300	3.62E-03	3.60E-08	2.38E-08	-999	9.25E-09	4.74E-06	-999	-999	-999	-999	-999
45	2	118300	3.32E-03	3.32E-08	2.08E-08	-999	8.53E-09	3.89E-06	-999	-999	-999	-999	-999
46	2	118300	3.03E-03	3.06E-08	1.85E-08	-999	7.85E-09	3.17E-06	-999	-999	-999	-999	-999
47	2	118300	2.77E-03	2.82E-08	1.67E-08	-999	7.21E-09	2.59E-06	-999	-999	-999	-999	-999
48	2	118300	2.51E-03	2.60E-08	1.52E-08	-999	6.58E-09	2.11E-06	-999	-999	-999	-999	-999
49	2	118300	2.26E-03	2.38E-08	1.40E-08	-999	5.97E-09	1.73E-06	-999	-999	-999	-999	-999
50	2	118300	2.02E-03	2.17E-08	1.28E-08	-999	5.37E-09	1.43E-06	-999	-999	-999	-999	-999
51	2	118300	1.80E-03	1.98E-08	1.18E-08	-999	4.80E-09	1.19E-06	-999	-999	-999	-999	-999
52	2	118300	1.61E-03	1.80E-08	1.07E-08	-999	4.26E-09	9.87E-07	-999	-999	-999	-999	-999
53	2	118300	1.45E-03	1.64E-08	9.67E-09	-999	3.76E-09	8.23E-07	-999	-999	-999	-999	-999
54	2	118300	1.31E-03	1.49E-08	8.68E-09	-999	3.29E-09	6.89E-07	-999	-999	-999	-999	-999
55	2	118300	1.19E-03	1.37E-08	7.77E-09	-999	2.88E-09	5.75E-07	-999	-999	-999	-999	-999
56	2	118300	1.07E-03	1.26E-08	6.95E-09	-999	2.51E-09	4.80E-07	-999	-999	-999	-999	-999
57	2	118300	9.66E-04	1.16E-08	6.19E-09	-999	2.20E-09	3.98E-07	-999	-999	-999	-999	-999
58	2	118300	8.68E-04	1.07E-08	5.56E-09	-999	1.94E-09	3.29E-07	-999	-999	-999	-999	-999
59	2	118300	7.78E-04	9.80E-09	5.03E-09	-999	1.72E-09	2.70E-07	-999	-999	-999	-999	-999
60	2	118300	6.95E-04	8.96E-09	4.56E-09	-999	1.55E-09	2.19E-07	-999	-999	-999	-999	-999
61	2	118300	6.21E-04	8.15E-09	4.14E-09	-999	1.40E-09	1.75E-07	-999	-999	-999	-999	-999
62	2	118300	5.54E-04	7.38E-09	3.76E-09	-999	1.28E-09	1.39E-07	-999	-999	-999	-999	-999
63	2	118300	4.95E-04	6.66E-09	3.42E-09	-999	1.18E-09	1.08E-07	-999	-999	-999	-999	-999
64	2	118300	4.42E-04	6.00E-09	3.11E-09	-999	1.09E-09	8.69E-08	-999	-999	-999	-999	-999
65	2	118300	3.96E-04	5.40E-09	2.83E-09	-999	1.00E-09	6.70E-08	-999	-999	-999	-999	-999
66	2	118300	3.57E-04	4.90E-09	2.58E-09	-999	9.24E-10	5.05E-08	-999	-999	-999	-999	-999
67	2	118300	3.23E-04	4.47E-09	2.36E-09	-999	8.51E-10	3.79E-08	-999	-999	-999	-999	-999
68	2	118300	2.93E-04	4.10E-09	2.16E-09	-999	7.82E-10	2.70E-08	-999	-999	-999	-999	-999
69	2	118300	2.69E-04	3.76E-09	2.01E-09	-999	7.18E-10	2.04E-08	-999	-999	-999	-999	-999
70	2	118300	2.48E-04	3.45E-09	1.88E-09	-999	6.61E-10	1.58E-08	-999	-999	-999	-999	-999
