#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 SPECTRAL CONTENT SUBMITTAL FORM (Version 6 - February 10, 2025)
#
# Data Set Title 027.04: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
# 
#       NOMENCLATURE:
#               FREQ:   Frequency (Hz)
#                PSD:   Pressure power spectral content
#			<p(Pa^2)> for ONERA OAT15A and <Cp[1/Hz]> for JAXA CRMWB/CRMWBNP
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       JAXA CRMWB   (Common Research Model Wing/Body)
#                       JAXA CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#   DATA LOCATIONS: 	ONERA OAT15A:	  	provide spectral content at x/c=0.45 (Kulite 7)
# 			JAXA CRMWB/CRMWBNP: 	x/c=0.3040 (section E, eta=0.5) and x/c=0.7903 (section E, eta=0.5).
# 					 	x/c=0.3097 (section F, eta=0.6) and x/c=0.7677 (section F, eta=0.6).
#				  		Refer to https://cfdws.chofu.jaxa.jp/apc/dpw/upc.html
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "027.04"
# Column       1       2
VARIABLES =   "FREQ"  "PSD"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "027.04"
DATASETAUXDATA SubmissionDate  = "19/03/2025"
DATASETAUXDATA Name            = "Michael Candon, Truman Gerner"
DATASETAUXDATA Email           = "candon.michael@rmit.edu.au, s4134495@student.rmit.edu.au"
DATASETAUXDATA Institution     = "RMIT"
DATASETAUXDATA SolverName      = "Fluent 2024 R2"
DATASETAUXDATA BasicAlgorithm  = "URANS"
DATASETAUXDATA TurbulenceModel = "SA (with curvature correction)"
DATASETAUXDATA GridId          = "Multiblock hexahedral"
DATASETAUXDATA Notes           = "For ALPHA 3.10 - the simulation was not run for long enough, we are uncertain whether buffet is occuring as the LCO amplitude is still decaying. Our experience tells us that buffet is likely.
				  We recorded our surface data every 10 physical time-steps. The dt, CTU-start, and CTU-average are given based on our flow-field sampling frequency, not the physical time-step used in the CFD simulation which is an order of magnitude smaller. The power spectrum is computed using pressure coefficient, not pressure.
				  For PSD, coefficient or pressure was used instead of pressure data."


ZONE T="027.04 - ALPHA 3.10 - x/c = 0.45"
AUXDATA GridLevel       = "3"
AUXDATA Mach            = "0.7300"
AUXDATA Re              = "3e6"
AUXDATA Alpha           = "3.10"
AUXDATA x/c     	= "0.45"
AUXDATA Section         = ""
AUXDATA Dt              = "5e-05"
AUXDATA CtuStart        = "311.60137"
AUXDATA CtuAvg          = "1550
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Structured_Level-3"

	0.00  0.000000000000000
	25.81  0.000000000387005
	51.61  0.000000000745090
	77.42  0.000000906751029
	103.23  0.000000000425324
	129.03  0.000000000206945
	154.84  0.000000003128303
	180.65  0.000000000014985
	206.45  0.000000000011459
	232.26  0.000000000023920
	258.06  0.000000000002494
	283.87  0.000000000001688
	309.68  0.000000000002119
	335.48  0.000000000001241
	361.29  0.000000000000866
	387.10  0.000000000001276
	412.90  0.000000000000583
	438.71  0.000000000000557
	464.52  0.000000000000648
	490.32  0.000000000000561
	516.13  0.000000000000287
	541.94  0.000000000000127
	567.74  0.000000000000297
	593.55  0.000000000000117
	619.35  0.000000000000568
	645.16  0.000000000000100
	670.97  0.000000000000165
	696.77  0.000000000000556
	722.58  0.000000000000175
	748.39  0.000000000000218
	774.19  0.000000000000328
	800.00  0.000000000000099
	825.81  0.000000000000198
	851.61  0.000000000000030
	877.42  0.000000000000025
	903.23  0.000000000000081
	929.03  0.000000000000187
	954.84  0.000000000000111
	980.65  0.000000000000075
	1006.45  0.000000000000102
	1032.26  0.000000000000090
	1058.06  0.000000000000170
	1083.87  0.000000000000193
	1109.68  0.000000000000048
	1135.48  0.000000000000099
	1161.29  0.000000000000290
	1187.10  0.000000000000148
	1212.90  0.000000000000138
	1238.71  0.000000000000036
	1264.52  0.000000000000044
	1290.32  0.000000000000072
	1316.13  0.000000000000052
	1341.94  0.000000000000070
	1367.74  0.000000000000251
	1393.55  0.000000000000123
	1419.35  0.000000000000065
	1445.16  0.000000000000280
	1470.97  0.000000000000075
	1496.77  0.000000000000063
	1522.58  0.000000000000075
	1548.39  0.000000000000071
	1574.19  0.000000000000102
	1600.00  0.000000000000118
	1625.81  0.000000000000086
	1651.61  0.000000000000061
	1677.42  0.000000000000057
	1703.23  0.000000000000179
	1729.03  0.000000000000045
	1754.84  0.000000000000032
	1780.65  0.000000000000054
	1806.45  0.000000000000020
	1832.26  0.000000000000079
	1858.06  0.000000000000132
	1883.87  0.000000000000064
	1909.68  0.000000000000225
	1935.48  0.000000000000140
	1961.29  0.000000000000103
	1987.10  0.000000000000095
	2012.90  0.000000000000033
	2038.71  0.000000000000028
	2064.52  0.000000000000056
	2090.32  0.000000000000058
	2116.13  0.000000000000051
	2141.94  0.000000000000150
	2167.74  0.000000000000066
	2193.55  0.000000000000112
	2219.35  0.000000000000111
	2245.16  0.000000000000103
	2270.97  0.000000000000087
	2296.77  0.000000000000105
	2322.58  0.000000000000060
	2348.39  0.000000000000078
	2374.19  0.000000000000130
	2400.00  0.000000000000102
	2425.81  0.000000000000064
	2451.61  0.000000000000049
	2477.42  0.000000000000071
	2503.23  0.000000000000093
	2529.03  0.000000000000037
	2554.84  0.000000000000068
	2580.65  0.000000000000105
	2606.45  0.000000000000085
	2632.26  0.000000000000023
	2658.06  0.000000000000063
	2683.87  0.000000000000168
	2709.68  0.000000000000052
	2735.48  0.000000000000082
	2761.29  0.000000000000118
	2787.10  0.000000000000174
	2812.90  0.000000000000019
	2838.71  0.000000000000097
	2864.52  0.000000000000033
	2890.32  0.000000000000064
	2916.13  0.000000000000008
	2941.94  0.000000000000059
	2967.74  0.000000000000124
	2993.55  0.000000000000072
	3019.35  0.000000000000057
	3045.16  0.000000000000079
	3070.97  0.000000000000104
	3096.77  0.000000000000034
	3122.58  0.000000000000016
	3148.39  0.000000000000279
	3174.19  0.000000000000146
	3200.00  0.000000000000155
	3225.81  0.000000000000023
	3251.61  0.000000000000102
	3277.42  0.000000000000150
	3303.23  0.000000000000233
	3329.03  0.000000000000038
	3354.84  0.000000000000026
	3380.65  0.000000000000122
	3406.45  0.000000000000089
	3432.26  0.000000000000066
	3458.06  0.000000000000079
	3483.87  0.000000000000030
	3509.68  0.000000000000072
	3535.48  0.000000000000042
	3561.29  0.000000000000031
	3587.10  0.000000000000126
	3612.90  0.000000000000048
	3638.71  0.000000000000027
	3664.52  0.000000000000016
	3690.32  0.000000000000049
	3716.13  0.000000000000156
	3741.94  0.000000000000016
	3767.74  0.000000000000043
	3793.55  0.000000000000090
	3819.35  0.000000000000097
	3845.16  0.000000000000114
	3870.97  0.000000000000043
	3896.77  0.000000000000145
	3922.58  0.000000000000006
	3948.39  0.000000000000044
	3974.19  0.000000000000063
	4000.00  0.000000000000053
	4025.81  0.000000000000028
	4051.61  0.000000000000079
	4077.42  0.000000000000182
	4103.23  0.000000000000043
	4129.03  0.000000000000061
	4154.84  0.000000000000079
	4180.65  0.000000000000318
	4206.45  0.000000000000073
	4232.26  0.000000000000019
	4258.06  0.000000000000021
	4283.87  0.000000000000154
	4309.68  0.000000000000052
	4335.48  0.000000000000078
	4361.29  0.000000000000038
	4387.10  0.000000000000100
	4412.90  0.000000000000049
	4438.71  0.000000000000066
	4464.52  0.000000000000090
	4490.32  0.000000000000129
	4516.13  0.000000000000108
	4541.94  0.000000000000103
	4567.74  0.000000000000066
	4593.55  0.000000000000052
	4619.35  0.000000000000080
	4645.16  0.000000000000079
	4670.97  0.000000000000105
	4696.77  0.000000000000031
	4722.58  0.000000000000228
	4748.39  0.000000000000118
	4774.19  0.000000000000031
	4800.00  0.000000000000042
	4825.81  0.000000000000162
	4851.61  0.000000000000141
	4877.42  0.000000000000129
	4903.23  0.000000000000036
	4929.03  0.000000000000023
	4954.84  0.000000000000073
	4980.65  0.000000000000095
	5006.45  0.000000000000185
	5032.26  0.000000000000046
	5058.06  0.000000000000018
	5083.87  0.000000000000023
	5109.68  0.000000000000138
	5135.48  0.000000000000065
	5161.29  0.000000000000094
	5187.10  0.000000000000188
	5212.90  0.000000000000095
	5238.71  0.000000000000116
	5264.52  0.000000000000138
	5290.32  0.000000000000049
	5316.13  0.000000000000194
	5341.94  0.000000000000071
	5367.74  0.000000000000082
	5393.55  0.000000000000111
	5419.35  0.000000000000030
	5445.16  0.000000000000100
	5470.97  0.000000000000065
	5496.77  0.000000000000046
	5522.58  0.000000000000082
	5548.39  0.000000000000050
	5574.19  0.000000000000067
	5600.00  0.000000000000045
	5625.81  0.000000000000088
	5651.61  0.000000000000160
	5677.42  0.000000000000067
	5703.23  0.000000000000050
	5729.03  0.000000000000053
	5754.84  0.000000000000049
	5780.65  0.000000000000059
	5806.45  0.000000000000136
	5832.26  0.000000000000035
	5858.06  0.000000000000080
	5883.87  0.000000000000081
	5909.68  0.000000000000089
	5935.48  0.000000000000060
	5961.29  0.000000000000087
	5987.10  0.000000000000041
	6012.90  0.000000000000070
	6038.71  0.000000000000065
	6064.52  0.000000000000046
	6090.32  0.000000000000094
	6116.13  0.000000000000063
	6141.94  0.000000000000024
	6167.74  0.000000000000094
	6193.55  0.000000000000056
	6219.35  0.000000000000045
	6245.16  0.000000000000057
	6270.97  0.000000000000034
	6296.77  0.000000000000191
