#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 SECTIONAL CUT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged sectional cuts
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX  THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     K.KK ALPHA: Angle of attack for the solution
#                     L    GRID LEVEL: 1, 2, 3, 4, 5, or 6
#                     EXAMPLE: 007.02 - ALPHA 2.50 - GRID 3 - WING SECTION  1
#
# 
#       NOMENCLATURE:
#                  X:   X coordinate
#                  Y:   Y coordinate
#                  Z:   Z coordinate
#                X/C:   Chord Fraction = (X - X_LE)/CHORD
#                 CP:   Coefficient of pressure
#                 CF:   Skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#        CFX,CFY,CFZ:   Components of skin-friction coefficient at wall
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "014.02"
# Column       1     2     3     4       5      6      7       8       9
VARIABLES =   "X"   "Y"   "Z"   "X/C"   "CP"   "CF"   "CFX"   "CFY"   "CFZ"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "014"
DATASETAUXDATA SubmissionDate  = "5th Nov,2024"
DATASETAUXDATA Name            = "Kartik Venkatraman, Adithya Udupa"
DATASETAUXDATA Email           = "kartik@iisc.ac.in, adithyaudupa3@gmail.com"
DATASETAUXDATA Institution     = "Indian Institute of Science"
DATASETAUXDATA SolverName      = "SU2 8.0.1 'Harrier'"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA Edwards"
DATASETAUXDATA GridId          = "Hybrid"
DATASETAUXDATA Notes           = "Periodic boundary condition is applied "



ZONE T="014.02 - ALPHA 1.5 - GRID L4 - WING SECTION  1"
AUXDATA GridLevel       = "4"
AUXDATA Mach            = "0.73"
AUXDATA Re              = "3e6"
AUXDATA Alpha           = "1.5"
AUXDATA Tstatic         = "-999"
AUXDATA CLtotal         = "0.81967568"
AUXDATA Eta             = "-999"
AUXDATA Dt              = "-999"
AUXDATA CtuStart        = "-999"
AUXDATA CtuAvg          = "-999"
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Unstructured_Level-4.cgns"
X                    Y                    Z                    X/C                  CP                   CF                   CFX                  CFY                  CFZ                 
0.135565             -0.0115              0.0145348            -0.58941304          -0.544396            0.0015803            0.00157752           0.0                  -9.36e-05           
0.135869             -0.0115              0.0145167            -0.59073478          -0.541147            0.0016199            0.001617             0.0                  -9.69e-05           
0.136187             -0.0115              0.0144975            -0.59211739          -0.538002            0.00165983           0.0016568            0.0                  -0.00010029         
0.136522             -0.0115              0.0144771            -0.59357391          -0.534955            0.00170017           0.001697             0.0                  -0.00010379         
0.136874             -0.0115              0.0144555            -0.59510435          -0.531993            0.00174096           0.00173764           -0.0                 -0.00010744         
0.137243             -0.0115              0.0144326            -0.5967087           -0.529106            0.00178225           0.00177877           -0.0                 -0.00011122         
0.137631             -0.0115              0.0144082            -0.59839565          -0.526298            0.00182405           0.00182041           -0.0                 -0.00011518         
0.0988173            -0.0115              -0.011442            -0.42964043          -0.225371            0.0030935            0.00307862           -0.0                 0.00030304          
0.097902             -0.0115              -0.0115311           -0.42566087          -0.226871            0.00314195           0.00312749           -0.0                 0.00030109          
0.0969864            -0.0115              -0.0116182           -0.42168             -0.227149            0.00319454           0.0031805            -0.0                 0.0002992           
0.0960706            -0.0115              -0.0117034           -0.41769826          -0.225463            0.0032556            0.00324196           0.0                  0.0002977           
0.0951547            -0.0115              -0.0117864           -0.41371609          -0.221392            0.00332375           0.0033105            0.0                  0.00029642          
0.216316             -0.0115              0.00317272           -0.94050435          0.0661606            0.00079786           0.00078463           0.0                  -0.0001447          
0.217016             -0.0115              0.0030435            -0.94354783          0.0915413            0.00076147           0.0007488            0.0                  -0.00013834         
0.217683             -0.0115              0.00292022           -0.94644783          0.110254             0.00078294           0.00076986           0.0                  -0.0001425          
0.218318             -0.0115              0.00280258           -0.9492087           0.113942             0.00082216           0.00080838           0.0                  -0.00014992         
0.218922             -0.0115              0.00269033           -0.95183478          0.121361             0.00083011           0.00081614           -0.0                 -0.00015166         
0.219498             -0.0115              0.00258322           -0.95433913          0.152199             0.00069854           0.00068673           -0.0                 -0.00012788         
0.220046             -0.0115              0.00248099           -0.95672174          0.206058             0.00054607           0.0005368            -0.0                 -0.00010018         
0.220569             -0.0115              0.00238343           -0.95899565          0.226447             0.0006694            0.00065799           -0.0                 -0.00012307         
0.144368             -0.0115              -0.00519259          -0.62768696          0.124297             0.00180673           0.00178381           -0.0                 0.00028687          
0.14346              -0.0115              -0.00533851          -0.62373913          0.116305             0.00183088           0.00180773           -0.0                 0.00029022          
0.142552             -0.0115              -0.00548417          -0.6197913           0.108768             0.00185558           0.00183221           -0.0                 0.00029356          
0.141644             -0.0115              -0.00562952          -0.61584348          0.101796             0.001881             0.00185742           -0.0                 0.00029692          
0.140736             -0.0115              -0.00577453          -0.61189565          0.0954345            0.00190709           0.0018833            -0.0                 0.00030028          
0.00022562           -0.0115              0.001282             -0.00098095          0.72816              0.00654713           0.00203822           -0.0                 0.00622178          
0.00027666           -0.0115              0.00143083           -0.00120287          0.681338             0.00680359           0.002301             -0.0                 0.00640267          
0.0003347            -0.0115              0.00158552           -0.00145521          0.63098              0.00705255           0.00257526           -0.0                 0.00656556          
0.00040032           -0.0115              0.0017461            -0.00174052          0.577247             0.00730504           0.00286532           -0.0                 0.00671964          
0.00047417           -0.0115              0.0019126            -0.00206161          0.519612             0.00754293           0.00316471           -0.0                 0.00684693          
0.00055697           -0.0115              0.00208501           -0.00242159          0.458472             0.00778043           0.00347927           -0.0                 0.00695915          
0.00064948           -0.0115              0.00226325           -0.00282381          0.393399             0.0079884            0.0037952            -0.0                 0.00702929          
1.37e-06             -0.0115              9.2e-05              -5.96e-06            1.04197              0.00378036           0.0001136            -0.0                 0.00377866          
5.67e-06             -0.0115              0.00018849           -2.465e-05           1.02166              0.00408916           0.00024395           -0.0                 0.00408188          
1.32e-05             -0.0115              0.00028964           -5.739e-05           0.998942             0.00439184           0.0003917            -0.0                 0.00437434          
2.42e-05             -0.0115              0.00039556           -0.00010522          0.973993             0.00468235           0.00055444           -0.0                 0.00464941          
3.9e-05              -0.0115              0.0005064            -0.00016957          0.946696             0.0049629            0.00073009           -0.0                 0.0049089           
0.149056             -0.0115              0.0135548            -0.64806957          -0.505171            0.00248274           0.00247346           -0.0                 -0.00021446         
0.149971             -0.0115              0.0134745            -0.65204783          -0.504935            0.00250064           0.00249085           -0.0                 -0.00022104         
0.150887             -0.0115              0.0133923            -0.65603043          -0.504546            0.00251415           0.00250385           -0.0                 -0.00022735         
0.151801             -0.0115              0.0133083            -0.66000435          -0.50395             0.00252402           0.00251321           -0.0                 -0.00023345         
0.152715             -0.0115              0.0132225            -0.66397826          -0.503087            0.00253015           0.0025188            -0.0                 -0.0002393          
0.153629             -0.0115              0.0131347            -0.66795217          -0.501905            0.00253288           0.00252101           -0.0                 -0.00024492         
0.154541             -0.0115              0.0130451            -0.67191739          -0.500385            0.00253237           0.00251997           -0.0                 -0.00025029         
0.227577             -0.0115              -0.00030603          -0.98946522          0.230674             0.00395477           0.00393291           -0.0                 -0.00041517         
0.227405             -0.0115              -0.00028793          -0.98871739          0.348341             0.00311365           0.00309666           -0.0                 -0.00032482         
0.227225             -0.0115              -0.00026904          -0.98793478          0.421024             0.00225408           0.00224194           0.0                  -0.0002336          
0.227035             -0.0115              -0.00024934          -0.9871087           0.439453             0.00171262           0.00170353           -0.0                 -0.00017626         
0.226836             -0.0115              -0.00022881          -0.98624348          0.377755             0.00150133           0.00149348           -0.0                 -0.00015339         
0.226627             -0.0115              -0.00020741          -0.98533478          0.264959             0.00198746           0.00197722           -0.0                 -0.0002015          
0.226407             -0.0115              -0.00018512          -0.98437826          0.165274             0.00261741           0.00260414           0.0                  -0.00026322         
0.226176             -0.0115              -0.0001619           -0.98337391          0.105113             0.00318017           0.00316432           -0.0                 -0.00031708         
0.225934             -0.0115              -0.00013774          -0.98232174          0.128431             0.0035199            0.00350268           -0.0                 -0.00034783         
0.22568              -0.0115              -0.0001126           -0.98121739          0.227484             0.00319571           0.00318036           0.0                  -0.00031286         
0.225413             -0.0115              -8.65e-05            -0.98005652          0.314272             0.00257952           0.00256736           -0.0                 -0.0002501          
0.225132             -0.0115              -5.93e-05            -0.97883478          0.354216             0.00215903           0.00214906           -0.0                 -0.00020722         
0.224838             -0.0115              -3.1e-05             -0.97755652          0.330621             0.00200251           0.00199346           0.0                  -0.00019016         
0.224529             -0.0115              -1.68e-06            -0.97621304          0.264114             0.00222935           0.0022195            0.0                  -0.00020932         
0.22845              -0.0115              -0.00039973          -0.99326087          0.15876              0.00227452           0.00226108           0.0                  -0.0002469          
0.228322             -0.0115              -0.00038576          -0.99270435          0.0590817            0.00298469           0.00296724           -0.0                 -0.00032232         
0.228187             -0.0115              -0.00037116          -0.99211739          -0.00821053          0.00368792           0.00366658           -0.0                 -0.00039617         
0.228046             -0.0115              -0.00035592          -0.99150435          -0.036989            0.00421083           0.00418673           0.0                  -0.0004499          
0.227897             -0.0115              -0.00034             -0.99085652          0.0002205            0.00460902           0.00458294           0.0                  -0.00048967         
0.227741             -0.0115              -0.00032338          -0.99017826          0.0920915            0.0045259            0.00450059           0.0                  -0.00047803         
0.229897             -0.0115              0.00059502           -0.99955217          0.321237             0.00149941           0.00147154           -0.0                 -0.00028777         
0.22995              -0.0115              0.00058473           -0.99978261          0.296633             0.00186299           0.00182837           0.0                  -0.00035751         
0.23                 -0.0115              0.00057493           -1.0                 0.25029              0.00081676           0.00053573           0.0                  -0.00061651         
0.23                 -0.0115              0.00052705           -1.0                 0.24774              0.00062183           0.0                  -0.0                 0.00062183          
0.23                 -0.0115              0.00047917           -1.0                 0.251303             0.00056074           0.0                  -0.0                 0.00056074          
0.23                 -0.0115              -0.00038271          -1.0                 0.0653806            0.001541             0.0                  0.0                  -0.001541           
0.23                 -0.0115              -0.00043059          -1.0                 0.0565382            0.00253439           0.0                  0.0                  -0.00253439         
0.23                 -0.0115              -0.00047848          -1.0                 0.0334904            0.00464769           0.0                  0.0                  -0.00464769         
0.23                 -0.0115              -0.00052636          -1.0                 0.0424132            0.00890616           0.0                  -0.0                 -0.00890616         
0.23                 -0.0115              -0.00057424          -1.0                 -0.21221             0.00049252           0.0003792            0.0                  0.0003143           
0.229949             -0.0115              -0.00056842          -0.99977826          -0.108692            0.00891062           0.00885249           0.0                  -0.00101616         
0.229896             -0.0115              -0.0005623           -0.99954783          -0.157305            0.00575174           0.00571424           0.0                  -0.00065577         
0.22984              -0.0115              -0.00055588          -0.99930435          -0.211606            0.00577541           0.00573779           0.0                  -0.00065818         
0.160004             -0.0115              0.0124656            -0.69566957          -0.487251            0.00247052           0.00245489           0.0                  -0.00027751         
0.160912             -0.0115              0.0123619            -0.69961739          -0.484616            0.00245058           0.00243441           -0.0                 -0.00028106         
