TITLE = "009.34"
VARIABLES = "GRID_LEVEL" "GRID_SIZE" "GRID_FAC" "MACH" "REY" "ALPHA" "CL_AVG" "CD_AVG" "CM_AVG" "CL_RMS" "CD_RMS" "CM_RMS"DATASETAUXDATA ParticipantID   = "009"
DATASETAUXDATA SubmissionDate  = "2026-05"
DATASETAUXDATA Name            = "F. Sartor"
DATASETAUXDATA Email           = "fulvio.sartor@onera.fr"
DATASETAUXDATA Institution     = "ONERA/DAAA"
DATASETAUXDATA SolverName      = "elsA"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA"
DATASETAUXDATA GridId          = "ONERA custom strucured"
ZONE T = "009.34 elsA ONERA-O Structured GRID LEVEL 1"
1 20158 1.350108e-03 7.300000e-01 3.000000e+06 1.360000e+00 7.624833e-01 1.407663e-02 -1.288444e-01 2.207891e-04 1.913629e-05 1.906208e-01 
1 20158 1.350108e-03 7.300000e-01 3.000000e+06 1.500000e+00 7.912399e-01 1.523705e-02 -1.296235e-01 2.022771e-04 1.755624e-05 1.978100e-01 
1 20158 1.350108e-03 7.300000e-01 3.000000e+06 2.500000e+00 9.288495e-01 2.879121e-02 -1.333336e-01 1.583659e-04 1.426428e-05 2.322124e-01 
1 20158 1.350108e-03 7.300000e-01 3.000000e+06 3.000000e+00 9.564063e-01 3.697791e-02 -1.312393e-01 9.815149e-05 1.588545e-05 2.391016e-01 
1 20158 1.350108e-03 7.300000e-01 3.000000e+06 3.100000e+00 9.574476e-01 3.850080e-02 -1.300738e-01 1.085819e-04 1.772868e-05 2.393619e-01 
1 20158 1.350108e-03 7.300000e-01 3.000000e+06 3.250000e+00 9.592390e-01 4.092600e-02 -1.286761e-01 1.439634e-04 2.084562e-05 2.398098e-01 
1 20158 1.350108e-03 7.300000e-01 3.000000e+06 3.400000e+00 9.529669e-01 4.327328e-02 -1.263872e-01 3.762743e-02 3.997666e-03 2.390761e-01 
1 20158 1.350108e-03 7.300000e-01 3.000000e+06 3.500000e+00 9.486307e-01 4.475670e-02 -1.251956e-01 5.506524e-02 5.941572e-03 2.389147e-01 
1 20158 1.350108e-03 7.300000e-01 3.000000e+06 3.600000e+00 9.482096e-01 4.666880e-02 -1.250362e-01 6.711826e-02 7.248695e-03 2.395900e-01 
1 20158 1.350108e-03 7.300000e-01 3.000000e+06 3.900000e+00 9.410470e-01 5.203539e-02 -1.231886e-01 9.316162e-02 1.054828e-02 2.398914e-01 
1 20158 1.350108e-03 7.300000e-01 3.000000e+06 3.500000e+00 9.504571e-01 4.498806e-02 -1.257844e-01 5.571429e-02 5.930010e-03 2.394017e-01 
ZONE T = "009.34 elsA ONERA-O Structured GRID LEVEL 2"
2 32065 9.907844e-04 7.300000e-01 3.000000e+06 1.360000e+00 7.704671e-01 1.389143e-02 -1.301701e-01 4.932054e-04 4.382328e-05 1.926168e-01 
2 32065 9.907844e-04 7.300000e-01 3.000000e+06 1.500000e+00 8.001395e-01 1.511196e-02 -1.312052e-01 5.464985e-04 4.437643e-05 2.000349e-01 
2 32065 9.907844e-04 7.300000e-01 3.000000e+06 2.500000e+00 9.469153e-01 2.946051e-02 -1.374569e-01 2.532412e-04 2.196823e-05 2.367288e-01 
2 32065 9.907844e-04 7.300000e-01 3.000000e+06 3.000000e+00 9.662109e-01 3.737112e-02 -1.335458e-01 7.344631e-05 9.694263e-06 2.415527e-01 
2 32065 9.907844e-04 7.300000e-01 3.000000e+06 3.100000e+00 9.668152e-01 3.891502e-02 -1.323356e-01 8.276334e-05 9.470683e-06 2.417038e-01 
