#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 FORCE AND MOMENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged force and moment coefficients
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#         GRID_LEVEL:   Level of grid refinement (1-6)
#          GRID_SIZE:   Number of grid nodes or cells
#            GRIDFAC:   1/GRID_SIZE**2/3
#               MACH:   Freestream Mach Number
#                REY:   Chord-Based Reynolds Number
#              ALPHA:   Angle of Attack, deg
#                 CL:   Coefficient of Lift            (total) (L/(0.5*rho_inf*U_inf^2*A)  )              Provided to eight decimal points
#                 CD:   Coefficient of Drag            (total) (D/(0.5*rho_inf*U_inf^2*A)  )              Provided to nine  decimal points
#                 CM:   Coefficient of Pitching Moment (total) (M/(0.5*rho_inf*U_inf^2*A*c)) (+ nose-up)  Provided to eight decimal points
#              CD_PR:   Surface-Pressure Integrated Drag Coefficient
#              CD_SF:   Skin-Friction Integrated Drag Coefficient
#              *_TOT:   Total Configuration Force/Moment
#             *_TAIL:   Horizontal Tail Component Force/Moment
#             *_WING:   Wing Component Force/Moment
#              *_FUS:   Fuselage Component Force/Moment
#              *_NAC:   Nacelle Component Force/Moment
#               *_PY:   Pylon Component Force/Moment
#                CPU:   CPU (or GPU) hours used
#                 DT:   Time Step Per Iteration
#           CTUSTART:   Convective Time Unit at Which Averaging Began
#             CTUAVG:   Number of Convective Time Units in Time-Averaging Phase
#                Q/E:   Dynamic Pressure / Modulus of Elasticity
#
#     DECIMAL POINTS:   Please provide data in at least the number of decimal points listed below (?.???????? would have at least eight decimal points)
#
#      OPTIONAL DATA:   Enter -999 for any optional data you are not submitting
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "007.03"

#                                                                                                                                                                                    +----------------------------------------------------------------------- OPTIONAL ---------------------------------------------------------------------------------------------------------------------+ 
# Column     1             2            3           4       5      6         7           8            9            10            11            12            13           14           15           16           17           18          19           20          21          22           23          24          25           26          27           28        29          30         31 
VARIABLES = "GRID_LEVEL"  "GRID_SIZE"  "GRID_FAC"  "MACH"  "REY"  "ALPHA"   "CL_TOT"    "CD_TOT"     "CM_TOT"     "CL_WING"     "CD_WING"     "CM_WING"     "CD_PR"      "CD_SF"      "CL_TAIL"    "CD_TAIL"    "CM_TAIL"    "CL_FUS"    "CD_FUS"     "CM_FUS"    "CL_NAC"    "CD_NAC"     "CM_NAC"    "CL_PY"     "CD_PY"      "CM_PY"     "CPU_Hours"  "DELTAT"  "CTUSTART"  "CTUAVG"   "Q/E"  

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "007"
DATASETAUXDATA SubmissionDate  = "November 30th, 2024"
DATASETAUXDATA Name            = "Andrea Sansica"
DATASETAUXDATA Email           = "sansica.andrea@jaxa.jp"
DATASETAUXDATA Institution     = "JAXA"
DATASETAUXDATA SolverName      = "FaSTAR"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SAnoft2-R-QCR2000"
DATASETAUXDATA GridId          = "Custom"
DATASETAUXDATA Notes           = "-999"


#-------------------------------------------------------------------------------
#  REQUIRED:  VEHICLE F&M
#  OPTIONAL:  INDIVIDUAL COMPONENT FORCES AND MOMENTS

# CREATE ZONES VARYING ALPHA WHILE HOLDING GRID LEVEL CONSTANT (LABEL: GRID LEVEL X)
#    AND ZONES VARYING GRID LEVEL WHILE HOLDING ALPHA CONSTANT (LABEL: ALPHA X.XX)
#-------------------------------------------------------------------------------
ZONE T= "007.03 GRID LEVEL 1"
AUXDATA Tstatic         = "271 K"
AUXDATA Deltat          = "-999"
AUXDATA GridFileName    = "JAXA Custom Grids"
AUXDATA Misc            = "-999"
1 56625 0.0006781532644176036 0.73 3000000 1.50 0.784993 0.152783E-01 -0.128631 0.784993 0.152783E-01 -0.128631 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 47.750927777777775 -999 -999 -999 -999
1 56625 0.0006781532644176036 0.73 3000000 3.10 0.957205 0.388349E-01 -0.130424 0.957205 0.388349E-01 -0.130424 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 47.86419166666666 -999 -999 -999 -999
1 56625 0.0006781532644176036 0.73 3000000 3.90 0.955200 0.516488E-01 -0.122284 0.955200 0.516488E-01 -0.122284 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 47.74467777777778 -999 -999 -999 -999

ZONE T= "007.03 GRID LEVEL 2"
AUXDATA Tstatic         = "271 K"
AUXDATA Deltat          = "-999"
AUXDATA GridFileName    = "JAXA Custom Grids"
AUXDATA Misc            = "-999"
2 116480 0.0004192751201053553 0.73 3000000 1.50 0.791767 0.149715E-01 -0.129880 0.791767 0.149715E-01 -0.129880 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 78.54345 -999 -999 -999 -999
2 116480 0.0004192751201053553 0.73 3000000 3.10 0.966141 0.390063E-01 -0.132599 0.966141 0.390063E-01 -0.132599 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 77.72410555555555 -999 -999 -999 -999
2 116480 0.0004192751201053553 0.73 3000000 3.90 0.965375 0.519452E-01 -0.124507 0.965375 0.519452E-01 -0.124507 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 78.03758333333333 -999 -999 -999 -999

ZONE T= "007.03 GRID LEVEL 3"
AUXDATA Tstatic         = "271 K"
AUXDATA Deltat          = "-999"
AUXDATA GridFileName    = "JAXA Custom Grids"
AUXDATA Misc            = "-999"
3 234750 0.00026278239473475495 0.73 3000000 1.36 0.763771 0.137026E-01 -0.129225 0.763771 0.137026E-01 -0.129225 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 139.73670555555555 -999 -999 -999 -999
3 234750 0.00026278239473475495 0.73 3000000 1.50 0.793516 0.148864E-01 -0.130203 0.793516 0.148864E-01 -0.130203 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 139.47695555555555 -999 -999 -999 -999
3 234750 0.00026278239473475495 0.73 3000000 2.50 0.942520 0.292062E-01 -0.136810 0.942520 0.292062E-01 -0.136810 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 140.22155555555557 -999 -999 -999 -999
3 234750 0.00026278239473475495 0.73 3000000 3.00 0.967078 0.374591E-01 -0.134213 0.967078 0.374591E-01 -0.134213 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 139.3354 -999 -999 -999 -999
3 234750 0.00026278239473475495 0.73 3000000 3.10 0.969264 0.390999E-01 -0.133359 0.969264 0.390999E-01 -0.133359 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 140.1193888888889 -999 -999 -999 -999
3 234750 0.00026278239473475495 0.73 3000000 3.25 0.971336 0.415547E-01 -0.131956 0.971336 0.415547E-01 -0.131956 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 139.11651388888887 -999 -999 -999 -999
3 234750 0.00026278239473475495 0.73 3000000 3.40 0.972201 0.439958E-01 -0.130461 0.972201 0.439958E-01 -0.130461 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 141.37504722222224 -999 -999 -999 -999
3 234750 0.00026278239473475495 0.73 3000000 3.50 0.972229 0.456204E-01 -0.129437 0.972229 0.456204E-01 -0.129437 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 141.1673861111111 -999 -999 -999 -999
3 234750 0.00026278239473475495 0.73 3000000 3.60 0.971875 0.472428E-01 -0.128402 0.971875 0.472428E-01 -0.128402 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 140.11054166666668 -999 -999 -999 -999
3 234750 0.00026278239473475495 0.73 3000000 3.90 0.969003 0.520951E-01 -0.125324 0.969003 0.520951E-01 -0.125324 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 140.08649444444444 -999 -999 -999 -999

ZONE T= "007.03 GRID LEVEL 4"
AUXDATA Tstatic         = "271 K"
AUXDATA Deltat          = "-999"
AUXDATA GridFileName    = "JAXA Custom Grids"
AUXDATA Misc            = "-999"
4 497120 0.0001593526081585157 0.73 3000000 1.36 0.764652 0.136675E-01 -0.129367 0.764652 0.136675E-01 -0.129367 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 293.44075833333335 -999 -999 -999 -999
4 497120 0.0001593526081585157 0.73 3000000 1.50 0.794430 0.148587E-01 -0.130363 0.794430 0.148587E-01 -0.130363 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 293.3710888888889 -999 -999 -999 -999
4 497120 0.0001593526081585157 0.73 3000000 2.50 0.944012 0.292433E-01 -0.137154 0.944012 0.292433E-01 -0.137154 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 295.43008888888886 -999 -999 -999 -999
4 497120 0.0001593526081585157 0.73 3000000 3.00 0.968827 0.375294E-01 -0.134630 0.968827 0.375294E-01 -0.134630 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 295.2833027777778 -999 -999 -999 -999
4 497120 0.0001593526081585157 0.73 3000000 3.10 0.971059 0.391773E-01 -0.133786 0.971059 0.391773E-01 -0.133786 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 293.26764444444444 -999 -999 -999 -999
4 497120 0.0001593526081585157 0.73 3000000 3.25 0.973193 0.416392E-01 -0.132400 0.973193 0.416392E-01 -0.132400 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 293.6535333333333 -999 -999 -999 -999
4 497120 0.0001593526081585157 0.73 3000000 3.40 0.974125 0.440915E-01 -0.130919 0.974125 0.440915E-01 -0.130919 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 293.93032222222223 -999 -999 -999 -999
4 497120 0.0001593526081585157 0.73 3000000 3.50 0.974189 0.457220E-01 -0.129900 0.974189 0.457220E-01 -0.129900 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 297.0910388888889 -999 -999 -999 -999
4 497120 0.0001593526081585157 0.73 3000000 3.60 0.973884 0.473492E-01 -0.128872 0.973884 0.473492E-01 -0.128872 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 295.6612083333333 -999 -999 -999 -999
4 497120 0.0001593526081585157 0.73 3000000 3.90 0.971158 0.522197E-01 -0.125815 0.971158 0.522197E-01 -0.125815 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 294.34069166666666 -999 -999 -999 -999

ZONE T= "007.03 GRID LEVEL 5"
AUXDATA Tstatic         = "271 K"
AUXDATA Deltat          = "-999"
AUXDATA GridFileName    = "JAXA Custom Grids"
AUXDATA Misc            = "-999"
