TITLE = "005.03"

VARIABLES = "GRID_LEVEL" "GRID_SIZE" "GRID_FAC" "MACH" "REY" "ALPHA" "CL_AVG" "CD_AVG" "CM_AVG" "CL_RMS" "CD_RMS" "CM_RMS"

DATASETAUXDATA ParticipantID   = "005"
DATASETAUXDATA SubmissionDate  = "01-02-2025"
DATASETAUXDATA Name            = "Jeffrey A. Housman"
DATASETAUXDATA Email           = "jeffrey.a.housman@nasa.gov"
DATASETAUXDATA Institution     = "NASA Ames Research Center"
DATASETAUXDATA SolverName      = "LAVA Curvilinear"
DATASETAUXDATA BasicAlgorithm  = "ZDES Mode 2 (2020)"
DATASETAUXDATA TurbulenceModel = "SAneg"
DATASETAUXDATA GridId          = "Multiblock"
DATASETAUXDATA Notes           = "Upwind/Centered Blending Method 1"
ZONE T = "005.03 GRID LEVEL 1"
AUXDATA Tstatic         = "271.0"
AUXDATA Deltat          = "9.5456895063539926e-7"
AUXDATA GridFileName    = "ONERA-Deck_Grids.REV00"
AUXDATA Misc            = "Grid Extruded 0.2 chord with 145 points in span, time-average from 80 to 200 CTUs"
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 1.36e+00 7.45837447e-01 1.312900244e-02 -1.25976427e-01 1.06108915e-03 1.652490795e-04 2.88535156e-04
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 1.50e+00 7.76811861e-01 1.421823535e-02 -1.26915301e-01 1.46909055e-03 1.471249064e-04 3.31789267e-04
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 2.50e+00 9.26221231e-01 2.872920720e-02 -1.33812274e-01 3.40807609e-03 4.545097316e-04 1.69551370e-03
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 3.00e+00 9.81707482e-01 4.010197676e-02 -1.41999743e-01 1.32127038e-02 1.384107128e-03 4.74367053e-03
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 3.10e+00 9.85475499e-01 4.186404405e-02 -1.41567586e-01 2.07765406e-02 2.091895619e-03 6.92106411e-03
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 3.25e+00 9.84482576e-01 4.421847016e-02 -1.39550927e-01 2.72842604e-02 2.674038544e-03 8.53213437e-03
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 3.40e+00 9.79064736e-01 4.613898223e-02 -1.36730028e-01 4.56751952e-02 4.493022852e-03 1.38761975e-02
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 3.50e+00 9.71840676e-01 4.770839626e-02 -1.34879285e-01 6.25692673e-02 6.029885582e-03 1.83135530e-02
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 3.60e+00 9.59023922e-01 4.871001484e-02 -1.31870395e-01 8.15677791e-02 7.520171260e-03 2.27755296e-02
1 58046400 6.670368186930745e-06 7.30e-01 3.0e+06 3.90e+00 9.33342698e-01 5.290721618e-02 -1.26768453e-01 1.17563903e-01 1.046884082e-02 3.00477587e-02
