#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 UNSTEADY SECTIONAL CUT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged sectional cuts
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX  THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     K.KK ALPHA: Angle of attack for the solution
#                     L    GRID LEVEL: 1, 2, 3, 4, 5, or 6
#                     EXAMPLE: 007.02 - ALPHA 2.50 - GRID 3 - WING SECTION  1
#
# 
#       NOMENCLATURE:
#                  X:   X coordinate
#                  Y:   Y coordinate
#                  Z:   Z coordinate
#                X/C:   Chord Fraction = (X - X_LE)/CHORD
#             CP_AVG:   Time-averaged coefficient of pressure
#             CP_RMS:   Root mean square of instantaneous coefficient of pressure
#             CF_AVG:   Time-averaged skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#             CF_RMS:   Root mean square of skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "021.02"
# Column       1     2     3     4       5          6          7          8
VARIABLES =   "X"   "Y"   "Z"   "X/C"   "CP_AVG"   "CP_RMS"   "CF_AVG"   "CF_RMS"


#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "021"
DATASETAUXDATA SubmissionDate  = "May 2, 2025"
DATASETAUXDATA Name            = "Steve Lamberson"
DATASETAUXDATA Email           = "steven.e.lamberson2.ctr@mail.mil"
DATASETAUXDATA Institution     = "CREATE-AV"
DATASETAUXDATA SolverName      = "Kestrel 12.10"
DATASETAUXDATA BasicAlgorithm  = "URANS"
DATASETAUXDATA TurbulenceModel = "SA RC QCR"
DATASETAUXDATA GridId          = "Mixed element Cadence grids"
DATASETAUXDATA Notes           = " "






ZONE T="021.02 - ALPHA 1.36 - GRID 3 - WING SECTION 1"
AUXDATA GridLevel       = "3"
AUXDATA Mach            = "0.73"
AUXDATA Re              = "3000000"
AUXDATA Alpha           = "1.36"
AUXDATA Tstatic         = "487.8 R"
AUXDATA CLtotal         = "0.80467551"
AUXDATA Eta             = "0.5"
AUXDATA Dt              = "0.000004774032583810218"
AUXDATA CtuStart        = "28.6442"
AUXDATA CtuAvg          = "19.0961"
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Unstructured_Level-3.b8.ugrid"
 230.0000000000 -11.5000000000   0.5749310255   1.0000000000   0.0578451194   0.0000035451   0.0017033259   0.0000002735
 229.9373474121 -11.5000000000   0.5871821642   0.9997276068   0.0939093828   0.0000031851   0.0018590589   0.0000001886
 229.8715515137 -11.5000000000   0.6000472307   0.9994415045   0.0958005562   0.0000031354   0.0008690475   0.0000000992
 229.8024749756 -11.5000000000   0.6135584712   0.9991412163   0.0978671312   0.0000031579   0.0008332393   0.0000000879
 229.7299499512 -11.5000000000   0.6277502775   0.9988258481   0.0982217044   0.0000030454   0.0008328821   0.0000000861
 229.6537933350 -11.5000000000   0.6426574588   0.9984947443   0.0982138664   0.0000032215   0.0008476381   0.0000001773
 229.5738220215 -11.5000000000   0.6583141088   0.9981470704   0.0979768932   0.0000032364   0.0008555648   0.0000002228
 229.4898681641 -11.5000000000   0.6747551560   0.9977820516   0.0976717621   0.0000029264   0.0008566984   0.0000001701
 229.4017028809 -11.5000000000   0.6920164824   0.9973987341   0.0973401442   0.0000027785   0.0008527600   0.0000001715
 229.3091430664 -11.5000000000   0.7101352811   0.9969962835   0.0969834626   0.0000027482   0.0008465685   0.0000001718
 229.2119445801 -11.5000000000   0.7291520238   0.9965736866   0.0965971574   0.0000027543   0.0008402406   0.0000001736
 229.1098785400 -11.5000000000   0.7491116524   0.9961299300   0.0962008908   0.0000027871   0.0008333206   0.0000001829
 229.0027160645 -11.5000000000   0.7700616717   0.9956640005   0.0957726315   0.0000029371   0.0008232917   0.0000002151
 228.8901824951 -11.5000000000   0.7920520902   0.9951747060   0.0952196270   0.0000028607   0.0008118236   0.0000002310
 228.7720336914 -11.5000000000   0.8151357770   0.9946610332   0.0945530906   0.0000024709   0.0008038870   0.0000001604
 228.6479797363 -11.5000000000   0.8393664956   0.9941216707   0.0938607603   0.0000025353   0.0007991117   0.0000001586
 228.5177154541 -11.5000000000   0.8647994399   0.9935553074   0.0931129158   0.0000025457   0.0007945111   0.0000001681
 228.3809356689 -11.5000000000   0.8914919496   0.9929605722   0.0922723860   0.0000024162   0.0007905265   0.0000001816
 228.2373046875 -11.5000000000   0.9195037484   0.9923360944   0.0913537890   0.0000025002   0.0007881012   0.0000002381
 228.0865020752 -11.5000000000   0.9488968849   0.9916804433   0.0903561935   0.0000023061   0.0007871863   0.0000002071
 227.9281463623 -11.5000000000   0.9797371626   0.9909919500   0.0892892703   0.0000019546   0.0007874531   0.0000001277
 227.7618713379 -11.5000000000   1.0120940208   0.9902690053   0.0881522149   0.0000017041   0.0007882589   0.0000000920
 227.5872802734 -11.5000000000   1.0460402966   0.9895099401   0.0869353563   0.0000016150   0.0007894125   0.0000000931
 227.4039459229 -11.5000000000   1.0816521645   0.9887127876   0.0856363922   0.0000015235   0.0007910863   0.0000000942
 227.2114410400 -11.5000000000   1.1190087795   0.9878758192   0.0842532665   0.0000014297   0.0007934041   0.0000000950
 227.0093078613 -11.5000000000   1.1581928730   0.9869970083   0.0827836096   0.0000013336   0.0007964227   0.0000000958
 226.7970581055 -11.5000000000   1.1992906332   0.9860741496   0.0812249482   0.0000012357   0.0008001484   0.0000000967
 226.5741729736 -11.5000000000   1.2423914671   0.9851050973   0.0795747787   0.0000011370   0.0008045604   0.0000000977
 226.3401489258 -11.5000000000   1.2875885963   0.9840875864   0.0778305382   0.0000010376   0.0008095892   0.0000000987
 226.0944061279 -11.5000000000   1.3349795341   0.9830191731   0.0759893954   0.0000009384   0.0008151598   0.0000000996
 225.8363494873 -11.5000000000   1.3846678734   0.9818971753   0.0740482584   0.0000008406   0.0008212778   0.0000001006
 225.5653839111 -11.5000000000   1.4367625713   0.9807190895   0.0720038712   0.0000007454   0.0008279749   0.0000001015
 225.2808685303 -11.5000000000   1.4913778305   0.9794820547   0.0698532313   0.0000006555   0.0008352447   0.0000001025
 224.9820861816 -11.5000000000   1.5486329794   0.9781829715   0.0675918460   0.0000005736   0.0008430680   0.0000001034
 224.6683654785 -11.5000000000   1.6086509228   0.9768189788   0.0652157664   0.0000005063   0.0008514199   0.0000001043
 224.3389282227 -11.5000000000   1.6715583801   0.9753866196   0.0627235472   0.0000004643   0.0008602924   0.0000001052
 223.9929962158 -11.5000000000   1.7374866009   0.9738826156   0.0601122528   0.0000004589   0.0008696814   0.0000001062
 223.6297302246 -11.5000000000   1.8065726757   0.9723031521   0.0573774204   0.0000004954   0.0008794669   0.0000001072
 223.2482910156 -11.5000000000   1.8789620399   0.9706447721   0.0545054749   0.0000005696   0.0008894261   0.0000001083
 222.8477325439 -11.5000000000   1.9548099041   0.9689031839   0.0514728725   0.0000006729   0.0008987829   0.0000001093
 222.4271240234 -11.5000000000   2.0342791080   0.9670744538   0.0481439978   0.0000008062   0.0009105842   0.0000001103
