#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 FORCE AND MOMENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged force and moment coefficients
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#         GRID_LEVEL:   Level of grid refinement (1-6)
#          GRID_SIZE:   Number of grid nodes or cells
#         CONTINUITY:   Residual of continuity equation (to 16 decimal points)
#          MOMENTUMX:   Residual of x momentum equation (to 16 decimal points)
#          MOMENTUMY:   Residual of y momentum equation (to 16 decimal points)
#          MOMENTUMZ:   Residual of z momentum equation (to 16 decimal points)
#             ENERGY:   Residual of x energy equation (to 16 decimal points)
#              TURB1:   Residual of the first turbulence model equation (to 16 decimal points)
#              TURB2:   Residual of the second turbulence model equation (to 16 decimal points)
#                 CL:   Coefficient of Lift            (total) (L/(0.5*rho_inf*U_inf^2*A)  )              Provided to eight decimal points
#                 CD:   Coefficient of Drag            (total) (D/(0.5*rho_inf*U_inf^2*A)  )              Provided to nine  decimal points
#                 CM:   Coefficient of Pitching Moment (total) (M/(0.5*rho_inf*U_inf^2*A*c)) (+ nose-up)  Provided to eight decimal points
#
#      OPTIONAL DATA:   Enter -999 for any optional data you are not submitting
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "013.01"

# Column     1            2             3            4             5            6            7            8         9        10       11        12        13
VARIABLES = "ITERATION" "GRID_LEVEL" "GRID_SIZE" "CONTINUITY" "MOMENTUMX" "MOMENTUMY" "MOMENTUMZ" "ENERGY" "TURB1" "TURB2" "CL_TOT" "CD_TOT" "CM_TOT"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID = "013"
DATASETAUXDATA SubmissionDate = "2026-05-12"
DATASETAUXDATA Name = "Rafael Vieira and Hadar Ben-Gida"
DATASETAUXDATA Email = "rafael.vieira@3ds.com and bengida@technion.ac.il"
DATASETAUXDATA Institution = "Dassault Systèmes and Technion - Israel Institute of Technology"
DATASETAUXDATA SolverName = "PowerFLOW 6-2025-R2"
DATASETAUXDATA BasicAlgorithm = "Lattice Boltzmann Method (LBM)"
DATASETAUXDATA TurbulenceModel = "LBM-VLES, k-e-based, adapted to LBM"
DATASETAUXDATA GridId = "Cartesian (Custom)"
DATASETAUXDATA Notes = ""

#-------------------------------------------------------------------------------
#  REQUIRED:  RESIDUAL DATA
#-------------------------------------------------------------------------------
ZONE T="013.01 - Alpha 1.22 - Grid Level 4"
AUXDATA Tstatic = "282.2 K"
AUXDATA Deltat = "1.089666593370348e-07"
AUXDATA GridFileName = "CRM_LBM_grid-v3p3-res_medium"
AUXDATA Misc = ""
1  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.1245170 0.1948990 0.1270290
2  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.1530170 0.1303420 0.0687813
3  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.1669200 0.1034400 0.0331482
4  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.1738910 0.0868666 0.0108085
5  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.1845720 0.0763700 -0.0071303
6  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.1911480 0.0697655 -0.0232057
7  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.1952450 0.0645646 -0.0335935
8  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2007130 0.0592678 -0.0395409
9  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2051800 0.0540217 -0.0417423
10  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2101420 0.0505529 -0.0443911
11  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2167660 0.0476453 -0.0544313
12  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2218630 0.0451192 -0.0607229
13  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2267910 0.0435820 -0.0656717
14  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2318680 0.0422460 -0.0717875
15  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2370490 0.0409255 -0.0796200
16  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2421880 0.0397770 -0.0886560
17  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2468520 0.0389697 -0.0964972
18  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2495430 0.0384134 -0.0971692
19  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2493730 0.0379133 -0.0865455
20  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2470080 0.0374344 -0.0673405
21  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2439800 0.0369711 -0.0463580
22  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2416820 0.0365258 -0.0288541
23  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2403640 0.0360564 -0.0158685
24  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2396300 0.0355789 -0.0055546
25  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2395990 0.0351166 0.0023948
26  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2401580 0.0346282 0.0081300
27  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2411560 0.0341513 0.0122287
28  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2425200 0.0337087 0.0149665
29  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2439430 0.0332724 0.0167478
30  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2454990 0.0328332 0.0176012
31  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2470640 0.0324110 0.0177936
32  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2485970 0.0320242 0.0179171
33  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2501860 0.0316990 0.0178604
34  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2517680 0.0313960 0.0175641
35  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2533730 0.0311355 0.0169721
36  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2549850 0.0308987 0.0166454
37  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2564400 0.0306694 0.0167416
38  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2579330 0.0304474 0.0167479
39  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2595360 0.0302443 0.0163203
40  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2611560 0.0300438 0.0156572
41  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2626500 0.0298776 0.0155738
42  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2638230 0.0296810 0.0163047
43  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2654560 0.0295408 0.0154807
44  4  283825969  -999 -999 -999 -999 -999 -999 -999 0.2671000 0.0293931 0.0144077
