TITLE = "009.08"
VARIABLES = "GRID_LEVEL" "GRID_SIZE" "GRID_FAC" "MACH" "REY" "ALPHA" "CL_TOT" "CD_TOT" "CM_TOT" "CL_WING" "CD_WING" "CM_WING" "CD_PR" "CD_SF" "CL_TAIL" "CD_TAIL" "CM_TAIL" "CL_FUS" "CD_FUS" "CM_FUS" "CL_NAC" "CD_NAC" "CM_NAC" "CL_PY" "CD_PY" "CM_PY" "CPU_Hours" "DELTAT" "CTUSTART" "CTUAVG" "Q/E"
DATASETAUXDATA ParticipantID   = "009"
DATASETAUXDATA SubmissionDate  = "2024-11"
DATASETAUXDATA Name            = "F. Sartor"
DATASETAUXDATA Email           = "fulvio.sartor@onera.fr"
DATASETAUXDATA Institution     = "ONERA/DAAA"
DATASETAUXDATA SolverName      = "elsA"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA"
DATASETAUXDATA GridId          = "ONERA Rizzi strucured"
ZONE T = "08_elsA_ONERA-structured_kwSST GRID LEVEL 1"
1 15872 1.583357e-03 7.300000e-01 3.000000e+06 1.360000e+00 7.460210e-01 1.411849e-02 -3.125963e-01 8.501029e-15 1.386378e-15 4.487943e-15 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1 15872 1.583357e-03 7.300000e-01 3.000000e+06 1.500000e+00 7.587294e-01 1.502655e-02 -3.137619e-01 8.163569e-13 3.567265e-14 3.368324e-13 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1 15872 1.583357e-03 7.300000e-01 3.000000e+06 2.500000e+00 8.785891e-01 2.693779e-02 -3.423201e-01 9.382408e-15 1.636509e-15 5.178414e-15 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1 15872 1.583357e-03 7.300000e-01 3.000000e+06 3.000000e+00 9.063726e-01 3.433411e-02 -3.464953e-01 4.095742e-06 1.684684e-06 2.688101e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1 15872 1.583357e-03 7.300000e-01 3.000000e+06 3.100000e+00 9.125867e-01 3.602259e-02 -3.479670e-01 3.014822e-06 2.056267e-06 2.189522e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1 15872 1.583357e-03 7.300000e-01 3.000000e+06 3.250000e+00 9.201582e-01 3.855189e-02 -3.495194e-01 5.776286e-05 6.941497e-06 2.687589e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1 15872 1.583357e-03 7.300000e-01 3.000000e+06 3.400000e+00 9.223421e-01 4.089212e-02 -3.488319e-01 7.796457e-05 1.038292e-05 3.851736e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1 15872 1.583357e-03 7.300000e-01 3.000000e+06 3.500000e+00 9.211087e-01 4.226891e-02 -3.470663e-01 1.113465e-04 1.536458e-05 5.739991e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1 15872 1.583357e-03 7.300000e-01 3.000000e+06 3.600000e+00 9.221001e-01 4.374053e-02 -3.462831e-01 1.378113e-04 1.851921e-05 7.098248e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
1 15872 1.583357e-03 7.300000e-01 3.000000e+06 3.900000e+00 9.206059e-01 4.823356e-02 -3.429446e-01 1.233606e-06 1.181845e-06 1.043752e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
ZONE T = "08_elsA_ONERA-structured_kwSST GRID LEVEL 2"
2 34816 9.378803e-04 7.300000e-01 3.000000e+06 1.360000e+00 7.511008e-01 1.361869e-02 -3.140940e-01 7.317531e-15 1.544720e-15 4.067378e-15 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2 34816 9.378803e-04 7.300000e-01 3.000000e+06 1.500000e+00 7.664151e-01 1.457845e-02 -3.162825e-01 2.037067e-09 1.128084e-10 8.845139e-10 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2 34816 9.378803e-04 7.300000e-01 3.000000e+06 2.500000e+00 8.973326e-01 2.723721e-02 -3.504033e-01 2.799678e-06 1.700724e-06 1.856931e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2 34816 9.378803e-04 7.300000e-01 3.000000e+06 3.000000e+00 9.188609e-01 3.455477e-02 -3.518811e-01 2.625647e-06 1.054167e-06 1.619803e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2 34816 9.378803e-04 7.300000e-01 3.000000e+06 3.100000e+00 9.229473e-01 3.615269e-02 -3.523860e-01 2.081198e-06 9.668825e-07 1.350778e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2 34816 9.378803e-04 7.300000e-01 3.000000e+06 3.250000e+00 9.280776e-01 3.861225e-02 -3.529117e-01 1.516620e-06 7.501852e-07 1.014341e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2 34816 9.378803e-04 7.300000e-01 3.000000e+06 3.400000e+00 9.310332e-01 4.094773e-02 -3.523945e-01 2.520065e-06 6.652253e-07 1.487559e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2 34816 9.378803e-04 7.300000e-01 3.000000e+06 3.500000e+00 9.307924e-01 4.237838e-02 -3.510693e-01 1.498462e-06 5.051892e-07 8.895561e-07 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2 34816 9.378803e-04 7.300000e-01 3.000000e+06 3.600000e+00 9.300696e-01 4.381416e-02 -3.496565e-01 1.537339e-06 4.537453e-07 9.349505e-07 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2 34816 9.378803e-04 7.300000e-01 3.000000e+06 3.900000e+00 9.301264e-01 4.842439e-02 -3.468551e-01 1.087895e-07 4.664808e-08 6.122569e-08 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
ZONE T = "08_elsA_ONERA-structured_kwSST GRID LEVEL 3"
3 63488 6.283557e-04 7.300000e-01 3.000000e+06 1.360000e+00 7.578187e-01 1.339228e-02 -3.167570e-01 7.624939e-05 1.271377e-05 5.418524e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
3 63488 6.283557e-04 7.300000e-01 3.000000e+06 1.500000e+00 7.849827e-01 1.452987e-02 -3.240372e-01 7.652944e-05 1.321900e-05 5.503888e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
3 63488 6.283557e-04 7.300000e-01 3.000000e+06 2.500000e+00 9.137545e-01 2.775065e-02 -3.580435e-01 1.854275e-06 4.854553e-06 3.460646e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
3 63488 6.283557e-04 7.300000e-01 3.000000e+06 3.000000e+00 9.369061e-01 3.530864e-02 -3.604508e-01 3.357799e-06 4.426443e-06 2.112329e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
3 63488 6.283557e-04 7.300000e-01 3.000000e+06 3.100000e+00 9.398483e-01 3.688220e-02 -3.604235e-01 4.453599e-06 4.487088e-06 1.826533e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
3 63488 6.283557e-04 7.300000e-01 3.000000e+06 3.250000e+00 9.413932e-01 3.910126e-02 -3.591118e-01 2.322177e-04 5.154857e-05 1.956356e-04 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
3 63488 6.283557e-04 7.300000e-01 3.000000e+06 3.400000e+00 9.440268e-01 4.144810e-02 -3.584644e-01 2.384459e-04 5.340309e-05 2.044107e-04 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
3 63488 6.283557e-04 7.300000e-01 3.000000e+06 3.500000e+00 9.442827e-01 4.294191e-02 -3.573957e-01 2.151484e-04 4.558260e-05 1.851582e-04 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
3 63488 6.283557e-04 7.300000e-01 3.000000e+06 3.600000e+00 9.446584e-01 4.445608e-02 -3.564281e-01 2.619802e-04 5.591119e-05 1.838346e-04 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
3 63488 6.283557e-04 7.300000e-01 3.000000e+06 3.900000e+00 9.427869e-01 4.895796e-02 -3.526354e-01 5.552007e-04 5.490865e-05 2.714648e-04 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
ZONE T = "08_elsA_ONERA-structured_kwSST GRID LEVEL 4"
4 100352 4.630728e-04 7.300000e-01 3.000000e+06 1.360000e+00 7.584269e-01 1.336387e-02 -3.169808e-01 9.450912e-05 1.772010e-05 7.681127e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
4 100352 4.630728e-04 7.300000e-01 3.000000e+06 1.500000e+00 7.836177e-01 1.446884e-02 -3.234188e-01 1.160901e-04 2.554556e-05 1.005988e-04 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
4 100352 4.630728e-04 7.300000e-01 3.000000e+06 2.500000e+00 9.162163e-01 2.775651e-02 -3.592269e-01 1.771959e-04 3.815484e-05 1.493462e-04 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
4 100352 4.630728e-04 7.300000e-01 3.000000e+06 3.000000e+00 9.420364e-01 3.567633e-02 -3.631103e-01 2.735231e-04 2.133736e-05 1.392692e-04 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
4 100352 4.630728e-04 7.300000e-01 3.000000e+06 3.100000e+00 9.448796e-01 3.724894e-02 -3.630320e-01 9.876927e-07 1.536691e-06 1.271613e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
4 100352 4.630728e-04 7.300000e-01 3.000000e+06 3.250000e+00 9.457372e-01 3.932551e-02 -3.612641e-01 3.181976e-04 7.235995e-05 2.390727e-04 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
4 100352 4.630728e-04 7.300000e-01 3.000000e+06 3.400000e+00 9.478657e-01 4.165134e-02 -3.604141e-01 9.835224e-07 1.488977e-06 1.230802e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
4 100352 4.630728e-04 7.300000e-01 3.000000e+06 3.500000e+00 9.483137e-01 4.316442e-02 -3.594434e-01 1.017076e-06 1.488918e-06 1.248436e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
4 100352 4.630728e-04 7.300000e-01 3.000000e+06 3.600000e+00 9.487675e-01 4.469775e-02 -3.585303e-01 9.804252e-07 1.489273e-06 1.190816e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
4 100352 4.630728e-04 7.300000e-01 3.000000e+06 3.900000e+00 9.466182e-01 4.914941e-02 -3.544261e-01 1.053036e-06 1.484335e-06 1.137729e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
ZONE T = "08_elsA_ONERA-structured_kwSST GRID LEVEL 5"
5 144384 3.633462e-04 7.300000e-01 3.000000e+06 1.360000e+00 7.574364e-01 1.331056e-02 -3.164535e-01 3.351125e-06 1.738932e-06 2.824699e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
5 144384 3.633462e-04 7.300000e-01 3.000000e+06 1.500000e+00 7.832847e-01 1.441801e-02 -3.231575e-01 1.245441e-06 1.442737e-06 9.957453e-07 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
5 144384 3.633462e-04 7.300000e-01 3.000000e+06 2.500000e+00 9.172436e-01 2.774439e-02 -3.595456e-01 9.144490e-07 1.145747e-06 1.144483e-07 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
5 144384 3.633462e-04 7.300000e-01 3.000000e+06 3.000000e+00 9.401317e-01 3.539361e-02 -3.618854e-01 6.349556e-07 1.117978e-06 7.078064e-08 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
5 144384 3.633462e-04 7.300000e-01 3.000000e+06 3.100000e+00 9.430690e-01 3.695680e-02 -3.618212e-01 3.611515e-05 7.170817e-06 2.971951e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
