#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 FORCE AND MOMENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged force and moment coefficients
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#         GRID_LEVEL:   Level of grid refinement (1-6)
#          GRID_SIZE:   Number of grid nodes or cells
#         CONTINUITY:   Residual of continuity equation (to 16 decimal points)
#          MOMENTUMX:   Residual of x momentum equation (to 16 decimal points)
#          MOMENTUMY:   Residual of y momentum equation (to 16 decimal points)
#          MOMENTUMZ:   Residual of z momentum equation (to 16 decimal points)
#             ENERGY:   Residual of x energy equation (to 16 decimal points)
#              TURB1:   Residual of the first turbulence model equation (to 16 decimal points)
#              TURB2:   Residual of the second turbulence model equation (to 16 decimal points)
#                 CL:   Coefficient of Lift            (total) (L/(0.5*rho_inf*U_inf^2*A)  )              Provided to eight decimal points
#                 CD:   Coefficient of Drag            (total) (D/(0.5*rho_inf*U_inf^2*A)  )              Provided to nine  decimal points
#                 CM:   Coefficient of Pitching Moment (total) (M/(0.5*rho_inf*U_inf^2*A*c)) (+ nose-up)  Provided to eight decimal points
#
#      OPTIONAL DATA:   Enter -999 for any optional data you are not submitting
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "008.01"

# Column     1            2             3            4             5            6            7            8         9        10       11        12        13
VARIABLES = "ITERATION"  "GRID_LEVEL"  "GRID_SIZE"  "CONTINUITY"  "MOMENTUMX"  "MOMENTUMY"  "MOMENTUMZ"  "ENERGY"  "TURB1"  "TURB2"  "CL_TOT"  "CD_TOT"  "CM_TOT"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "008"
DATASETAUXDATA SubmissionDate  = "10/31/2024"
DATASETAUXDATA Name            = "Nili Bachchan"
DATASETAUXDATA Email           = "nili@metacomptech.com"
DATASETAUXDATA Institution     = "Metacomp"
DATASETAUXDATA SolverName      = "CFD++ 21.1"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SARC-QCR_neg"
DATASETAUXDATA GridId          = "Hex"
DATASETAUXDATA Discretization  = "Finite volume"
DATASETAUXDATA Order           = "2nd"
DATASETAUXDATA DistanceCalc    = "Exact search"
DATASETAUXDATA Notes           = ""


ZONE T="008.01 - Alpha 3.60 - Grid Level 1"
AUXDATA Tstatic         = "271 K"
AUXDATA Deltat          = ""
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Structured_Level-1.cgns"
AUXDATA Misc            = ""

1 1 151003 2.2541444e+05 9.6887348e+07 1.2305901e-12 4.0977061e+07 6.7946292e+10  9.4269056e+00  -999 3.6506776e-01 7.0787270e-01 -4.4414520e-03 
2 1 151003 2.2108574e+05 7.7729854e+07 2.2895051e-09 3.4109255e+07 6.6581865e+10  9.7654574e+00  -999 3.0534354e-01 6.2590140e-01 -3.7036158e-03 
3 1 151003 2.0941364e+05 7.2512585e+07 5.0930790e-09 3.1065695e+07 6.2921625e+10  1.0209982e+01  -999 3.1659769e-01 6.1180894e-01 -3.7439374e-03 
4 1 151003 1.9007490e+05 7.2196146e+07 6.7828168e-09 2.7578841e+07 5.6980421e+10  1.0635830e+01  -999 3.1331170e-01 6.0981842e-01 -3.7381196e-03 
5 1 151003 1.6817843e+05 6.9503438e+07 6.1639980e-09 2.4818503e+07 5.0541055e+10  1.0737617e+01  -999 3.1045921e-01 6.0472924e-01 -3.7539681e-03 
6 1 151003 1.4691729e+05 6.1720279e+07 4.6409517e-09 2.0695577e+07 4.4395864e+10  1.0311684e+01  -999 3.1891951e-01 5.8124570e-01 -3.8619393e-03 
7 1 151003 1.2439703e+05 5.1759713e+07 3.7112594e-09 1.7483204e+07 3.7100879e+10  9.5690032e+00  -999 3.1718438e-01 5.4585762e-01 -3.8243790e-03 
8 1 151003 1.0042387e+05 4.3689843e+07 3.8082302e-09 1.4889116e+07 2.9547136e+10  8.8587705e+00  -999 3.1581786e-01 5.1609064e-01 -3.7971113e-03 
9 1 151003 8.1498915e+04 3.6360159e+07 3.1252550e-09 1.2460384e+07 2.3696137e+10  8.2194320e+00  -999 3.1641094e-01 4.9237782e-01 -3.7982361e-03 
10 1 151003 6.6170843e+04 3.0348658e+07 2.6480793e-09 1.0741315e+07 1.9011903e+10  7.6148458e+00  -999 3.1878322e-01 4.7131444e-01 -3.8109862e-03 
11 1 151003 5.4027448e+04 2.5165671e+07 2.5423769e-09 9.5220210e+06 1.5326920e+10  1.5936854e+02  -999 3.2125864e-01 4.5134549e-01 -3.8241748e-03 
12 1 151003 4.5142599e+04 2.1064575e+07 2.2865849e-09 8.7587883e+06 1.2600762e+10  8.2509036e+01  -999 3.1974349e-01 4.3304437e-01 -3.8259298e-03 
13 1 151003 3.8876179e+04 1.7893623e+07 2.0294512e-09 8.1922903e+06 1.0670096e+10  4.5467447e+01  -999 3.1977130e-01 4.1615949e-01 -3.8388307e-03 
14 1 151003 3.4572250e+04 1.5443973e+07 1.8158809e-09 7.8627521e+06 9.3451882e+09  2.6187776e+01  -999 3.2061122e-01 3.9975108e-01 -3.8405741e-03 
15 1 151003 3.1763270e+04 1.3593759e+07 1.6493237e-09 7.6652423e+06 8.4888260e+09  1.2965567e+01  -999 3.2129973e-01 3.8291855e-01 -3.8332110e-03 
16 1 151003 3.0083136e+04 1.2181777e+07 1.4994265e-09 7.4883124e+06 7.9650679e+09  8.7088188e+00  -999 3.2126541e-01 3.6545626e-01 -3.8219043e-03 
17 1 151003 2.8937138e+04 1.0990513e+07 1.3711035e-09 7.2536521e+06 7.5767560e+09  6.9849922e+00  -999 3.2080886e-01 3.4705434e-01 -3.8068387e-03 
18 1 151003 2.8402751e+04 1.0137792e+07 1.3051795e-09 6.9556094e+06 7.3954558e+09  5.9613904e+00  -999 3.2015684e-01 3.2736106e-01 -3.7889721e-03 
19 1 151003 2.8190816e+04 9.4879293e+06 1.2625191e-09 6.5761545e+06 7.3213478e+09  5.2975771e+00  -999 3.1933379e-01 3.0620769e-01 -3.7715894e-03 
20 1 151003 2.7877522e+04 8.9171007e+06 1.2147745e-09 6.1247552e+06 7.2391532e+09  4.8355132e+00  -999 3.1838782e-01 2.8369766e-01 -3.7586891e-03 
21 1 151003 2.7209388e+04 8.3254185e+06 1.1489940e-09 5.6894135e+06 7.0793277e+09  4.4850090e+00  -999 3.1732952e-01 2.6013972e-01 -3.7532551e-03 
22 1 151003 2.6079139e+04 7.7488568e+06 1.0859332e-09 5.3315421e+06 6.8017683e+09  4.2572628e+00  -999 3.1604046e-01 2.3630676e-01 -3.7567718e-03 
23 1 151003 2.4409293e+04 7.1947828e+06 1.0485046e-09 5.1240673e+06 6.3818558e+09  4.0509629e+00  -999 3.1427983e-01 2.1321886e-01 -3.7684443e-03 
24 1 151003 2.2307653e+04 6.7451451e+06 1.0502099e-09 4.9927354e+06 5.8511243e+09  3.8772128e+00  -999 3.1172673e-01 1.9194755e-01 -3.7853030e-03 
25 1 151003 2.0202941e+04 6.4678460e+06 1.0899224e-09 4.9195476e+06 5.3332560e+09  3.7421944e+00  -999 3.0808044e-01 1.7342671e-01 -3.8029693e-03 
26 1 151003 1.8762418e+04 6.4124155e+06 1.1768051e-09 5.0281395e+06 5.0439621e+09  3.7388061e+00  -999 3.0317814e-01 1.5827389e-01 -3.8169871e-03 
27 1 151003 1.8272592e+04 6.5658477e+06 1.2794011e-09 5.2578675e+06 5.0164778e+09  3.8177770e+00  -999 2.9711227e-01 1.4668311e-01 -3.8238927e-03 
28 1 151003 1.8464945e+04 6.9016786e+06 1.3990793e-09 5.6165442e+06 5.1675352e+09  3.9778666e+00  -999 2.9029756e-01 1.3837064e-01 -3.8222374e-03 
29 1 151003 1.8994106e+04 7.2409046e+06 1.5062079e-09 5.9326678e+06 5.3646480e+09  4.1703417e+00  -999 2.8346574e-01 1.3267244e-01 -3.8132812e-03 
30 1 151003 1.9110590e+04 7.3950377e+06 1.6209157e-09 6.0394338e+06 5.3584804e+09  4.2736493e+00  -999 2.7757361e-01 1.2874868e-01 -3.8011076e-03 
31 1 151003 1.7879426e+04 7.3473810e+06 1.6996810e-09 5.9002140e+06 4.9518465e+09  4.2887308e+00  -999 2.7362399e-01 1.2579743e-01 -3.7924471e-03 
32 1 151003 1.6136156e+04 7.1492958e+06 1.6793317e-09 5.7955233e+06 4.3760896e+09  4.2711583e+00  -999 2.7244727e-01 1.2318415e-01 -3.7947246e-03 
33 1 151003 1.4578093e+04 6.7925226e+06 1.5812362e-09 5.6554490e+06 3.7678634e+09  4.2566898e+00  -999 2.7453885e-01 1.2047662e-01 -3.8144952e-03 
34 1 151003 1.3289045e+04 6.2318658e+06 1.4519101e-09 5.4207806e+06 3.2475629e+09  4.2326957e+00  -999 2.7999197e-01 1.1745001e-01 -3.8563192e-03 
35 1 151003 1.2215104e+04 5.5592972e+06 1.3756842e-09 5.1242315e+06 2.8531904e+09  4.1891658e+00  -999 2.8848752e-01 1.1405701e-01 -3.9215446e-03 
36 1 151003 1.1632556e+04 4.9564923e+06 1.3434339e-09 4.7925958e+06 2.6737799e+09  4.1419320e+00  -999 2.9938080e-01 1.1038194e-01 -4.0079374e-03 
37 1 151003 1.1322226e+04 4.5135402e+06 1.3271993e-09 4.4864721e+06 2.6247969e+09  4.1092243e+00  -999 3.1182273e-01 1.0657841e-01 -4.1102649e-03 
38 1 151003 1.1078107e+04 4.1824334e+06 1.3111167e-09 4.2061317e+06 2.6244035e+09  4.0381017e+00  -999 3.2492597e-01 1.0281964e-01 -4.2214974e-03 
39 1 151003 1.0792034e+04 3.8857979e+06 1.2929918e-09 3.9644144e+06 2.6037503e+09  3.9508698e+00  -999 3.3790130e-01 9.9264189e-02 -4.3342285e-03 
40 1 151003 1.0381110e+04 3.6963825e+06 1.2617609e-09 3.7981956e+06 2.5353969e+09  3.8654119e+00  -999 3.5014938e-01 9.6027406e-02 -4.4421067e-03 
41 1 151003 9.7600798e+03 3.6127283e+06 1.2183356e-09 3.6786637e+06 2.3954273e+09  3.8519177e+00  -999 3.6132101e-01 9.3175684e-02 -4.5407025e-03 
42 1 151003 8.8413819e+03 3.5702058e+06 1.1661151e-09 3.5832462e+06 2.1721884e+09  3.8599351e+00  -999 3.7130597e-01 9.0714285e-02 -4.6280166e-03 
43 1 151003 7.8425594e+03 3.5358630e+06 1.1021439e-09 3.4827077e+06 1.9372297e+09  3.8352957e+00  -999 3.8018169e-01 8.8607058e-02 -4.7040672e-03 
44 1 151003 7.1685651e+03 3.5216687e+06 1.0428761e-09 3.4035590e+06 1.7909404e+09  3.7339437e+00  -999 3.8815183e-01 8.6785206e-02 -4.7702429e-03 
