#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 FORCE AND MOMENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged force and moment coefficients
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#         GRID_LEVEL:   Level of grid refinement (1-6)
#          GRID_SIZE:   Number of grid nodes or cells
#            GRIDFAC:   1/GRID_SIZE**2/3
#               MACH:   Freestream Mach Number
#                REY:   Chord-Based Reynolds Number
#              ALPHA:   Angle of Attack, deg
#                 CL:   Coefficient of Lift            (total) (L/(0.5*rho_inf*U_inf^2*A)  )              Provided to eight decimal points
#                 CD:   Coefficient of Drag            (total) (D/(0.5*rho_inf*U_inf^2*A)  )              Provided to nine  decimal points
#                 CM:   Coefficient of Pitching Moment (total) (M/(0.5*rho_inf*U_inf^2*A*c)) (+ nose-up)  Provided to eight decimal points
#              CD_PR:   Surface-Pressure Integrated Drag Coefficient
#              CD_SF:   Skin-Friction Integrated Drag Coefficient
#              *_TOT:   Total Configuration Force/Moment
#             *_TAIL:   Horizontal Tail Component Force/Moment
#             *_WING:   Wing Component Force/Moment
#              *_FUS:   Fuselage Component Force/Moment
#              *_NAC:   Nacelle Component Force/Moment
#               *_PY:   Pylon Component Force/Moment
#                CPU:   CPU (or GPU) hours used
#                 DT:   Time Step Per Iteration
#           CTUSTART:   Convective Time Unit at Which Averaging Began
#             CTUAVG:   Number of Convective Time Units in Time-Averaging Phase
#                Q/E:   Dynamic Pressure / Modulus of Elasticity
#
#     DECIMAL POINTS:   Please provide data in at least the number of decimal points listed below (?.???????? would have at least eight decimal points)
#
#      OPTIONAL DATA:   Enter -999 for any optional data you are not submitting
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "008.01"

#                                                                                                                                                                                    +----------------------------------------------------------------------- OPTIONAL ---------------------------------------------------------------------------------------------------------------------+
# Column     1             2            3           4       5      6         7           8            9            10            11            12            13           14           15           16           17           18          19           20          21          22           23          24          25           26          27           28        29          30         31
VARIABLES = "GRID_LEVEL"  "GRID_SIZE"  "GRID_FAC"  "MACH"  "REY"  "ALPHA"   "CL_TOT"    "CD_TOT"     "CM_TOT"     "CL_WING"     "CD_WING"     "CM_WING"     "CD_PR"      "CD_SF"      "CL_TAIL"    "CD_TAIL"    "CM_TAIL"    "CL_FUS"    "CD_FUS"     "CM_FUS"    "CL_NAC"    "CD_NAC"     "CM_NAC"    "CL_PY"     "CD_PY"      "CM_PY"     "CPU_Hours"  "DELTAT"  "CTUSTART"  "CTUAVG"   "Q/E"  

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "008"
DATASETAUXDATA SubmissionDate  = "10/31/2024"
DATASETAUXDATA Name            = "Nili Bachchan"
DATASETAUXDATA Email           = "nili@metacomptech.com"
DATASETAUXDATA Institution     = "Metacomp"
DATASETAUXDATA SolverName      = "CFD++ 21.1"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SARC-QCR_neg"
DATASETAUXDATA GridId          = "Hex"
DATASETAUXDATA Notes           = ""


#-------------------------------------------------------------------------------
#  REQUIRED:  VEHICLE F&M
#  OPTIONAL:  INDIVIDUAL COMPONENT FORCES AND MOMENTS
#
# CREATE ZONES VARYING ALPHA WHILE HOLDING GRID LEVEL CONSTANT (LABEL: GRID LEVEL X)
#    AND ZONES VARYING GRID LEVEL WHILE HOLDING ALPHA CONSTANT (LABEL: ALPHA X.XX)
#-------------------------------------------------------------------------------

ZONE T="008.01 GRID LEVEL 1"
AUXDATA Tstatic         = "271 K"
AUXDATA Deltat          = ""
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Structured_Level-1.cgns"
AUXDATA Misc            = ""
1   151003   0.00035265   0.73   3e6   	1.36   	7.632809993e-01   	1.318740946e-02   	-1.288556483e-01   	-999  	-999  	-999  	7.080144352e-03   	6.107266987e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.226464   	-999  	-999  	-999  	-999  
1   151003   0.00035265   0.73   3e6   	1.50   	7.929109128e-01   	1.435372471e-02   	-1.297468866e-01   	-999  	-999  	-999  	8.309791274e-03   	6.043933448e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.223522   	-999  	-999  	-999  	-999  
1   151003   0.00035265   0.73   3e6   	2.50   	9.327792465e-01   	2.826422886e-02   	-1.342570479e-01   	-999  	-999  	-999  	2.274755455e-02   	5.516674272e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.205336   	-999  	-999  	-999  	-999  
1   151003   0.00035265   0.73   3e6   	3.00   	9.499819449e-01   	3.609856098e-02   	-1.301554495e-01   	-999  	-999  	-999  	3.082523686e-02   	5.273341450e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.582094   	-999  	-999  	-999  	-999  
1   151003   0.00035265   0.73   3e6   	3.10   	9.507791280e-01   	3.765052104e-02   	-1.290408797e-01   	-999  	-999  	-999  	3.242493599e-02   	5.225519568e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.582286   	-999  	-999  	-999  	-999  
1   151003   0.00035265   0.73   3e6   	3.25   	9.504402400e-01   	3.992133262e-02   	-1.270117635e-01   	-999  	-999  	-999  	3.476186336e-02   	5.158829931e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.598886   	-999  	-999  	-999  	-999  
1   151003   0.00035265   0.73   3e6   	3.40   	9.493713572e-01   	4.220400826e-02   	-1.252390298e-01   	-999  	-999  	-999  	3.710776189e-02   	5.095188652e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.604917   	-999  	-999  	-999  	-999  
1   151003   0.00035265   0.73   3e6   	3.50   	9.477347152e-01   	4.366158948e-02   	-1.237800569e-01   	-999  	-999  	-999  	3.860558422e-02   	5.054832960e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.615219   	-999  	-999  	-999  	-999  
1   151003   0.00035265   0.73   3e6   	3.60   	9.459589873e-01   	4.509523766e-02   	-1.223428940e-01   	-999  	-999  	-999  	4.008008047e-02   	5.013967480e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.624881   	-999  	-999  	-999  	-999  
1   151003   0.00035265   0.73   3e6   	3.90   	9.412416909e-01   	4.963903623e-02   	-1.187885557e-01   	-999  	-999  	-999  	4.476115796e-02   	4.877534356e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.634678   	-999  	-999  	-999  	-999  


ZONE T="008.01 GRID LEVEL 2"
AUXDATA Tstatic         = "271 K"
AUXDATA Deltat          = ""
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Structured_Level-2.cgns"
AUXDATA Misc            = ""
2   240554   0.00025854   0.73   3e6	1.36   	7.673233583e-01   	1.315172994e-02   	-1.294338208e-01   	-999  	-999  	-999  	7.049758297e-03   	6.101971607e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.399789   	-999  	-999  	-999  	-999  
2   240554   0.00025854   0.73   3e6	1.50   	7.971027429e-01   	1.435260064e-02   	-1.304220189e-01   	-999  	-999  	-999  	8.315643592e-03   	6.036957042e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.388428   	-999  	-999  	-999  	-999  
2   240554   0.00025854   0.73   3e6	2.50   	9.370910868e-01   	2.852144747e-02   	-1.354196072e-01   	-999  	-999  	-999  	2.301650863e-02   	5.504920439e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.314792   	-999  	-999  	-999  	-999  
2   240554   0.00025854   0.73   3e6	3.00   	9.546845762e-01   	3.645016051e-02   	-1.314890876e-01   	-999  	-999  	-999  	3.118731828e-02   	5.262838628e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.913083   	-999  	-999  	-999  	-999  
2   240554   0.00025854   0.73   3e6	3.10   	9.557892501e-01   	3.802326132e-02   	-1.304250847e-01   	-999  	-999  	-999  	3.280770354e-02   	5.215553801e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.908414   	-999  	-999  	-999  	-999  
2   240554   0.00025854   0.73   3e6	3.25   	9.563168213e-01   	4.036939137e-02   	-1.287264850e-01   	-999  	-999  	-999  	3.522461379e-02   	5.144774173e-03   	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	-999  	0.941578   	-999  	-999  	-999  	-999  
