#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 SECTIONAL CUT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged sectional cuts
#
#
#
# Data Set Title 027.02: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#                  X:   X coordinate
#                  Y:   Y coordinate
#                  Z:   Z coordinate
#                X/C:   Chord Fraction = (X - X_LE)/CHORD
#                 CP:   Coefficient of pressure
#                 CF:   Skin-friction coefficient at wall [tauw/(freestream dynamic pressure)]
#        CFX,CFY,CFZ:   Components of skin-friction coefficient at wall
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "027.02"
# Column       1     2     3     4       5      6      7       8       9
VARIABLES =   "X"   "Y"   "Z"   "X/C"   "CP"   "CF"   "CFX"   "CFY"   "CFZ"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "027.02"
DATASETAUXDATA SubmissionDate  = "13/11/2024"
DATASETAUXDATA Name            = "Michael Candon, Truman Gerner"
DATASETAUXDATA Email           = "candon.michael@rmit.edu.au, truman.gerner@gmail.com"
DATASETAUXDATA Institution     = "Royal Melbourne Institute of Technology"
DATASETAUXDATA SolverName      = "Fluent 2024 R2"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA"
DATASETAUXDATA GridId          = "Multiblock hexahedral"
DATASETAUXDATA Notes           = ""



ZONE T="027.02 - ALPHA 1.36 - GRID 1 - WING SECTION  1"
AUXDATA GridLevel       = "1"
AUXDATA Mach            = "0.7300"
AUXDATA Re              = "3e6"
AUXDATA Alpha           = "1.3600"
AUXDATA Tstatic         = "271"
AUXDATA CLtotal         = "0.76664919"
AUXDATA Eta             = "-999"
AUXDATA Dt              = "-999"
AUXDATA CtuStart        = "-999"
AUXDATA CtuAvg          = "-999"
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Structured_Level-1"
            
	0.23  -0.0115  -0.00057424  1.0  0.086709  0.0041399  0.0035087  1.3433e-16  -0.001011
	0.23  -0.0115  -0.00057264  1.0  0.086586  0.0014985  0.0  1.4987e-16  -0.0014985
	0.23  -0.0115  -0.00057096  1.0  0.088354  0.0016635  0.0  2.8939e-17  -0.0016635
	0.23  -0.0115  -0.0005692  1.0  0.089644  0.0013497  0.0  -8.164e-17  -0.0013497
	0.23  -0.0115  -0.00056734  1.0  0.090274  0.0010252  0.0  -6.6106e-17  -0.0010252
	0.23  -0.0115  -0.0005654  1.0  0.090628  0.00080536  0.0  -2.9183e-17  -0.00080536
	0.23  -0.0115  -0.00056336  1.0  0.090851  0.00064472  0.0  -1.8444e-17  -0.00064472
	0.23  -0.0115  -0.00056121  1.0  0.091002  0.00052149  0.0  1.3362e-17  -0.00052149
	0.23  -0.0115  -0.00055896  1.0  0.091106  0.00042354  0.0  1.7368e-17  -0.00042354
	0.23  -0.0115  -0.0005566  1.0  0.091177  0.00034522  0.0  -1.0395e-18  -0.00034522
	0.23  -0.0115  -0.00055412  1.0  0.091224  0.00028258  0.0  -4.758e-18  -0.00028258
	0.23  -0.0115  -0.00055151  1.0  0.091254  0.00023298  0.0  -5.1915e-19  -0.00023298
	0.23  -0.0115  -0.00054877  1.0  0.091271  0.00019429  0.0  1.618e-18  -0.00019429
	0.23  -0.0115  -0.0005459  1.0  0.091279  0.00016439  0.0  -3.0954000000000004e-19  -0.00016439
	0.23  -0.0115  -0.00054288  1.0  0.09128  0.00014187  0.0  -7.9903e-19  -0.00014187
	0.23  -0.0115  -0.00053972  1.0  0.091276  0.00012585  0.0  4.2007000000000004e-19  -0.00012585
	0.23  -0.0115  -0.00053639  1.0  0.09127  0.00011498  0.0  -6.7099e-20  -0.00011498
	0.23  -0.0115  -0.0005329  1.0  0.091262  0.00010809  0.0  -2.3742000000000004e-19  -0.00010809
	0.23  -0.0115  -0.00052923  1.0  0.091252  0.00010442  0.0  2.05e-19  -0.00010442
	0.23  -0.0115  -0.00052538  1.0  0.091242  0.00010338  0.0  -1.9817000000000002e-19  -0.00010338
	0.23  -0.0115  -0.00052134  1.0  0.091231  0.00010453  0.0  -2.0826e-19  -0.00010453
	0.23  -0.0115  -0.00051709  1.0  0.09122  0.00010752  0.0  3.4349e-19  -0.00010752
	0.23  -0.0115  -0.00051263  1.0  0.091208  0.00011209  0.0  -1.4655e-19  -0.00011209
	0.23  -0.0115  -0.00050795  1.0  0.091196  0.00011811  0.0  -3.4632000000000005e-19  -0.00011811
	0.23  -0.0115  -0.00050304  1.0  0.091185  0.00012545  0.0  1.8848000000000001e-19  -0.00012545
	0.23  -0.0115  -0.00049788  1.0  0.091173  0.00013405  0.0  5.5439e-20  -0.00013405
	0.23  -0.0115  -0.00049246  1.0  0.091163  0.00014383  0.0  -2.1652000000000002e-19  -0.00014383
	0.23  -0.0115  -0.00048677  1.0  0.091153  0.00015473  0.0  -7.9633e-20  -0.00015473
	0.23  -0.0115  -0.0004808  1.0  0.091145  0.00016671  0.0  -4.7402e-20  -0.00016671
	0.23  -0.0115  -0.00047452  1.0  0.09114  0.00017963  0.0  -1.4512000000000001e-19  -0.00017963
	0.23  -0.0115  -0.00046794  1.0  0.091136  0.00019342  0.0  1.5653e-20  -0.00019342
	0.23  -0.0115  -0.00046102  1.0  0.091138  0.00020813  0.0  6.0734e-20  -0.00020813
	0.23  -0.0115  -0.00045376  1.0  0.091144  0.00022335  0.0  -8.5946e-20  -0.00022335
	0.23  -0.0115  -0.00044614  1.0  0.091156  0.00023879  0.0  7.4301e-20  -0.00023879
